type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.gate,departure.delay,departure.scheduledTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.gate,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.terminal,arrival.baggage,departure.estimatedTime,arrival.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway
departure,active,tlv,llbg,1,,12,2021-12-08t08:55:00.000,2021-12-08t09:06:00.000,2021-12-08t09:06:00.000,2021-12-08t09:06:00.000,pfo,lcph,,2021-12-08t10:05:00.000,2021-12-08t10:00:00.000,ryanair,fr,ryr,4162,fr4162,ryr4162,,,,,,,,,2021-12-08t08:55:00.000,,,,
departure,active,tlv,llbg,3,,16,2021-12-08t09:00:00.000,2021-12-08t09:15:00.000,2021-12-08t09:15:00.000,2021-12-08t09:15:00.000,cdg,lfpg,,2021-12-08t13:00:00.000,2021-12-08t12:31:00.000,el al,ly,ely,323,ly323,ely323,,,,,,,2a,6,2021-12-08t09:00:00.000,,,,
departure,active,tlv,llbg,3,,,2021-12-08t09:00:00.000,,,,ams,eham,,2021-12-08t12:25:00.000,,israir airlines,6h,isr,201,6h201,isr201,,,,,,,,,,,,,
departure,active,tlv,llbg,3,,8,2021-12-08t09:05:00.000,2021-12-08t09:13:00.000,2021-12-08t09:13:00.000,2021-12-08t09:13:00.000,lhr,egll,,2021-12-08t12:35:00.000,2021-12-08t11:44:00.000,american airlines,aa,aal,8371,aa8371,aal8371,el al,ly,ely,315,ly315,ely315,2,,2021-12-08t09:05:00.000,,,,
departure,active,tlv,llbg,3,,8,2021-12-08t09:05:00.000,2021-12-08t09:13:00.000,2021-12-08t09:13:00.000,2021-12-08t09:13:00.000,lhr,egll,,2021-12-08t12:35:00.000,2021-12-08t11:44:00.000,aeromexico,am,amx,7863,am7863,amx7863,el al,ly,ely,315,ly315,ely315,2,,2021-12-08t09:05:00.000,,,,
departure,active,tlv,llbg,3,,8,2021-12-08t09:05:00.000,2021-12-08t09:13:00.000,2021-12-08t09:13:00.000,2021-12-08t09:13:00.000,lhr,egll,,2021-12-08t12:35:00.000,2021-12-08t11:44:00.000,el al,ly,ely,315,ly315,ely315,,,,,,,2,,2021-12-08t09:05:00.000,,,,
departure,active,tlv,llbg,3,,,2021-12-08t09:10:00.000,,,,fco,lirf,,2021-12-08t11:55:00.000,,israir airlines,6h,isr,341,6h341,isr341,,,,,,,3,3,2021-12-08t09:10:00.000,,,,
departure,active,tlv,llbg,,,13,2021-12-08t09:20:00.000,2021-12-08t09:33:00.000,2021-12-08t09:33:00.000,2021-12-08t09:33:00.000,lca,lclk,,2021-12-08t10:25:00.000,2021-12-08t10:14:00.000,tus airways,u8,cyf,107,u8107,cyf107,,,,,,,,,2021-12-08t09:20:00.000,,,,
departure,active,tlv,llbg,3,,11,2021-12-08t09:25:00.000,2021-12-08t09:35:00.000,2021-12-08t09:35:00.000,2021-12-08t09:35:00.000,saw,ltfj,,2021-12-08t12:40:00.000,2021-12-08t12:21:00.000,turkish airlines,tk,thy,7709,tk7709,thy7709,,,,,,,,,2021-12-08t09:25:00.000,,,,
departure,active,tlv,llbg,1,,,2021-12-08t09:25:00.000,,,,otp,lrop,,2021-12-08t12:20:00.000,,wizz air,w6,wzz,3258,w63258,wzz3258,,,,,,,,,,,,,
departure,unknown,tlv,llbg,,,,2021-12-08t09:40:00.000,,,,isl,ltba,,2021-12-08t11:40:00.000,,turkish airlines,tk,thy,6573,tk6573,thy6573,,,,,,,,,,,,,
departure,active,tlv,llbg,3,,,2021-12-08t10:10:00.000,,,,saw,ltfj,,2021-12-08t13:25:00.000,,pegasus,pc,pgt,796,pc796,pgt796,,,,,,,,,2021-12-08t10:10:00.000,,,,
departure,active,tlv,llbg,3,,18,2021-12-08t10:10:00.000,2021-12-08t10:28:00.000,2021-12-08t10:28:00.000,2021-12-08t10:28:00.000,ber,eddb,x19,2021-12-08t13:35:00.000,2021-12-08t13:28:00.000,israir airlines,6h,isr,253,6h253,isr253,,,,,,,1,a2,,,,,
departure,active,tlv,llbg,3,,50,2021-12-08t10:20:00.000,2021-12-08t11:09:00.000,2021-12-08t11:09:00.000,2021-12-08t11:09:00.000,ist,ltfm,,2021-12-08t13:40:00.000,2021-12-08t14:03:00.000,air serbia,ju,asl,8253,ju8253,asl8253,turkish airlines,tk,thy,785,tk785,thy785,,,2021-12-08t10:40:00.000,23,,,
departure,active,tlv,llbg,3,,50,2021-12-08t10:20:00.000,2021-12-08t11:09:00.000,2021-12-08t11:09:00.000,2021-12-08t11:09:00.000,ist,ltfm,,2021-12-08t13:40:00.000,2021-12-08t14:03:00.000,turkish airlines,tk,thy,785,tk785,thy785,,,,,,,,,2021-12-08t10:40:00.000,23,,,
departure,active,tlv,llbg,1,,21,2021-12-08t10:25:00.000,2021-12-08t10:46:00.000,2021-12-08t10:46:00.000,2021-12-08t10:46:00.000,sof,lbsf,,2021-12-08t13:10:00.000,2021-12-08t13:14:00.000,ryanair,fr,ryr,2826,fr2826,ryr2826,,,,,,,2,,2021-12-08t10:25:00.000,4,,,
departure,active,tlv,llbg,3,,37,2021-12-08t10:25:00.000,2021-12-08t11:02:00.000,2021-12-08t11:02:00.000,2021-12-08t11:02:00.000,dxb,omdb,,2021-12-08t16:00:00.000,2021-12-08t16:18:00.000,israir airlines,6h,isr,663,6h663,isr663,,,,,,,1,,2021-12-08t10:25:00.000,18,,,
departure,active,tlv,llbg,,,26,2021-12-08t10:30:00.000,2021-12-08t10:56:00.000,2021-12-08t10:56:00.000,2021-12-08t10:56:00.000,dxb,omdb,,2021-12-08t15:35:00.000,2021-12-08t15:37:00.000,emirates,ek,uae,2370,ek2370,uae2370,flydubai,fz,fdb,1550,fz1550,fdb1550,3,,2021-12-08t10:30:00.000,3,,,
departure,active,tlv,llbg,,,26,2021-12-08t10:30:00.000,2021-12-08t10:56:00.000,2021-12-08t10:56:00.000,2021-12-08t10:56:00.000,dxb,omdb,,2021-12-08t15:35:00.000,2021-12-08t15:37:00.000,flydubai,fz,fdb,1550,fz1550,fdb1550,,,,,,,3,,2021-12-08t10:30:00.000,3,,,
departure,unknown,tlv,llbg,,,,2021-12-08t10:30:00.000,,,,fco,lirf,,2021-12-08t13:20:00.000,,blue bird airways,bz,bbg,132,bz132,bbg132,,,,,,,,,,,,,
departure,active,tlv,llbg,3,,9,2021-12-08t10:35:00.000,2021-12-08t10:44:00.000,2021-12-08t10:44:00.000,2021-12-08t10:44:00.000,skg,lgts,,2021-12-08t13:00:00.000,2021-12-08t12:50:00.000,aegean airlines,a3,aee,549,a3549,aee549,,,,,,,,,2021-12-08t10:35:00.000,,,,
departure,active,tlv,llbg,3,,,2021-12-08t10:35:00.000,,,,dxb,omdb,,2021-12-08t15:45:00.000,,el al,ly,ely,5059,ly5059,ely5059,,,,,,,1,,,,,,
departure,unknown,tlv,llbg,,,,2021-12-08t10:40:00.000,,,,ath,lgav,,2021-12-08t12:50:00.000,,blue bird airways,bz,bbg,702,bz702,bbg702,,,,,,,,,,,,,
departure,active,tlv,llbg,1,,27,2021-12-08t10:55:00.000,2021-12-08t11:22:00.000,2021-12-08t11:22:00.000,2021-12-08t11:22:00.000,bud,lhbp,,2021-12-08t13:30:00.000,2021-12-08t13:30:00.000,wizz air,w6,wzz,2326,w62326,wzz2326,,,,,,,2b,,2021-12-08t10:55:00.000,1,,,
departure,active,tlv,llbg,1,,13,2021-12-08t11:20:00.000,2021-12-08t11:32:00.000,2021-12-08t11:32:00.000,2021-12-08t11:32:00.000,vie,loww,,2021-12-08t14:10:00.000,2021-12-08t13:58:00.000,ryanair,fr,ryr,7162,fr7162,ryr7162,,,,,,,,,2021-12-08t11:20:00.000,,,,
departure,active,tlv,llbg,1,,23,2021-12-08t11:20:00.000,2021-12-08t11:42:00.000,2021-12-08t11:42:00.000,2021-12-08t11:42:00.000,vie,loww,,2021-12-08t14:15:00.000,2021-12-08t14:07:00.000,wizz air,w6,wzz,2812,w62812,wzz2812,,,,,,,,,2021-12-08t11:20:00.000,,,,
departure,active,tlv,llbg,3,b6,9,2021-12-08t11:30:00.000,2021-12-08t11:39:00.000,2021-12-08t11:39:00.000,2021-12-08t11:39:00.000,ewr,kewr,137,2021-12-08t16:30:00.000,2021-12-08t16:00:00.000,united airlines,ua,ual,85,ua85,ual85,,,,,,,b,11,2021-12-08t11:20:00.000,,,,
departure,active,tlv,llbg,1,,12,2021-12-08t11:45:00.000,2021-12-08t11:56:00.000,2021-12-08t11:56:00.000,2021-12-08t11:56:00.000,fco,lirf,,2021-12-08t14:30:00.000,2021-12-08t14:17:00.000,ryanair,fr,ryr,7091,fr7091,ryr7091,,,,,,,3,10,2021-12-08t11:45:00.000,,,,
departure,active,tlv,llbg,3,c7,14,2021-12-08t12:00:00.000,2021-12-08t12:14:00.000,2021-12-08t12:14:00.000,2021-12-08t12:14:00.000,yyz,cyyz,e77,2021-12-08t17:00:00.000,2021-12-08t16:41:00.000,air canada,ac,aca,81,ac81,aca81,,,,,,,1,,2021-12-08t12:19:00.000,,,,
departure,active,tlv,llbg,1,,16,2021-12-08t12:15:00.000,2021-12-08t12:30:00.000,2021-12-08t12:30:00.000,2021-12-08t12:30:00.000,bgy,lime,,2021-12-08t15:30:00.000,2021-12-08t15:17:00.000,ryanair,fr,ryr,2006,fr2006,ryr2006,,,,,,,,,2021-12-08t12:15:00.000,,,,
departure,active,tlv,llbg,1,,37,2021-12-08t12:25:00.000,2021-12-08t13:01:00.000,2021-12-08t13:01:00.000,2021-12-08t13:01:00.000,blq,lipe,,2021-12-08t15:25:00.000,2021-12-08t15:38:00.000,ryanair,fr,ryr,6281,fr6281,ryr6281,,,,,,,,,2021-12-08t12:25:00.000,14,,,
departure,active,tlv,llbg,1,,21,2021-12-08t12:25:00.000,2021-12-08t12:46:00.000,2021-12-08t12:46:00.000,2021-12-08t12:46:00.000,ber,eddb,y03,2021-12-08t15:50:00.000,2021-12-08t15:49:00.000,ryanair,fr,ryr,6502,fr6502,ryr6502,,,,,,,1,b2,2021-12-08t12:25:00.000,,,,
departure,active,tlv,llbg,3,,9,2021-12-08t12:30:00.000,2021-12-08t12:39:00.000,2021-12-08t12:39:00.000,2021-12-08t12:39:00.000,dxb,omdb,,2021-12-08t17:40:00.000,2021-12-08t17:17:00.000,el al,ly,ely,973,ly973,ely973,,,,,,,1,,2021-12-08t12:30:00.000,,,,
departure,active,tlv,llbg,3,,13,2021-12-08t12:40:00.000,2021-12-08t12:53:00.000,2021-12-08t12:53:00.000,2021-12-08t12:53:00.000,ayt,ltai,,2021-12-08t15:20:00.000,2021-12-08t15:03:00.000,pegasus,pc,pgt,788,pc788,pgt788,,,,,,,1,104,2021-12-08t12:40:00.000,,,,
departure,unknown,tlv,llbg,,,,2021-12-08t12:45:00.000,,,,dxb,omdb,,2021-12-08t17:50:00.000,,emirates,ek,uae,2364,ek2364,uae2364,flydubai,fz,fdb,1164,fz1164,fdb1164,3,,,,,,
departure,unknown,tlv,llbg,,,,2021-12-08t12:45:00.000,,,,dxb,omdb,,2021-12-08t17:50:00.000,,flydubai,fz,fdb,1164,fz1164,fdb1164,,,,,,,3,,,,,,
departure,scheduled,tlv,llbg,3,e9,74,2021-12-08t13:00:00.000,,,,auh,omaa,4,2021-12-08t18:20:00.000,,el al,ly,ely,9601,ly9601,ely9601,etihad airways,ey,etd,599,ey599,etd599,1,,2021-12-08t14:14:00.000,,,,
departure,scheduled,tlv,llbg,3,e9,74,2021-12-08t13:00:00.000,,,,auh,omaa,4,2021-12-08t18:20:00.000,,etihad airways,ey,etd,599,ey599,etd599,,,,,,,1,,2021-12-08t14:14:00.000,,,,
departure,active,tlv,llbg,1,,21,2021-12-08t13:00:00.000,2021-12-08t13:20:00.000,2021-12-08t13:20:00.000,2021-12-08t13:20:00.000,bud,lhbp,,2021-12-08t15:40:00.000,2021-12-08t15:28:00.000,ryanair,fr,ryr,6755,fr6755,ryr6755,,,,,,,2b,,2021-12-08t13:00:00.000,,,,
departure,unknown,tlv,llbg,3,,,2021-12-08t13:05:00.000,,,,gva,lsgg,,2021-12-08t16:45:00.000,,easyjet,u2,ezy,1526,u21526,ezy1526,,,,,,,1,,,,,,
departure,active,tlv,llbg,3,,21,2021-12-08t13:10:00.000,2021-12-08t13:31:00.000,2021-12-08t13:31:00.000,2021-12-08t13:31:00.000,fco,lirf,,2021-12-08t15:50:00.000,2021-12-08t15:49:00.000,arkia israeli airlines,iz,aiz,335,iz335,aiz335,,,,,,,3,,2021-12-08t13:10:00.000,,,,
departure,active,tlv,llbg,3,,16,2021-12-08t13:25:00.000,2021-12-08t13:40:00.000,2021-12-08t13:40:00.000,2021-12-08t13:40:00.000,ath,lgav,,2021-12-08t15:40:00.000,2021-12-08t15:34:00.000,israir airlines,6h,isr,561,6h561,isr561,,,,,,,,,,,,,
departure,active,tlv,llbg,3,,7,2021-12-08t13:30:00.000,2021-12-08t13:36:00.000,2021-12-08t13:36:00.000,2021-12-08t13:36:00.000,jfk,kjfk,,2021-12-08t18:30:00.000,2021-12-08t18:06:00.000,aeromexico,am,amx,7871,am7871,amx7871,el al,ly,ely,7,ly7,ely7,4,,2021-12-08t13:40:00.000,,,,
departure,active,tlv,llbg,3,,7,2021-12-08t13:30:00.000,2021-12-08t13:36:00.000,2021-12-08t13:36:00.000,2021-12-08t13:36:00.000,jfk,kjfk,,2021-12-08t18:30:00.000,2021-12-08t18:06:00.000,aerolineas argentinas,ar,arg,7855,ar7855,arg7855,el al,ly,ely,7,ly7,ely7,4,,2021-12-08t13:40:00.000,,,,
departure,active,tlv,llbg,3,,7,2021-12-08t13:30:00.000,2021-12-08t13:36:00.000,2021-12-08t13:36:00.000,2021-12-08t13:36:00.000,jfk,kjfk,,2021-12-08t18:30:00.000,2021-12-08t18:06:00.000,el al,ly,ely,7,ly7,ely7,,,,,,,4,,2021-12-08t13:40:00.000,,,,
departure,active,tlv,llbg,1,,7,2021-12-08t13:35:00.000,2021-12-08t13:42:00.000,2021-12-08t13:42:00.000,2021-12-08t13:42:00.000,nap,lirn,,2021-12-08t15:50:00.000,2021-12-08t15:45:00.000,ryanair,fr,ryr,8696,fr8696,ryr8696,,,,,,,,,2021-12-08t13:35:00.000,,,,
departure,active,tlv,llbg,3,,14,2021-12-08t13:50:00.000,2021-12-08t14:03:00.000,2021-12-08t14:03:00.000,2021-12-08t14:03:00.000,lis,lppt,,2021-12-08t17:50:00.000,2021-12-08t17:31:00.000,tap air portugal,tp,tap,8920,tp8920,tap8920,el al,ly,ely,375,ly375,ely375,1,,2021-12-08t14:07:00.000,,,,
departure,active,tlv,llbg,3,,14,2021-12-08t13:50:00.000,2021-12-08t14:03:00.000,2021-12-08t14:03:00.000,2021-12-08t14:03:00.000,lis,lppt,,2021-12-08t17:50:00.000,2021-12-08t17:31:00.000,el al,ly,ely,375,ly375,ely375,,,,,,,1,,2021-12-08t14:07:00.000,,,,
departure,active,tlv,llbg,3,,6,2021-12-08t14:00:00.000,2021-12-08t14:06:00.000,2021-12-08t14:06:00.000,2021-12-08t14:06:00.000,ory,lfpo,,2021-12-08t18:10:00.000,2021-12-08t17:34:00.000,transavia france,to,tvf,3931,to3931,tvf3931,,,,,,,3,,2021-12-08t14:00:00.000,,,,
departure,active,tlv,llbg,3,,1,2021-12-08t14:00:00.000,2021-12-08t14:01:00.000,2021-12-08t14:01:00.000,2021-12-08t14:01:00.000,ams,eham,,2021-12-08t18:10:00.000,2021-12-08t17:42:00.000,easyjet,u2,ezy,7934,u27934,ezy7934,,,,,,,,,2021-12-08t14:00:00.000,,,,
departure,unknown,tlv,llbg,3,,,2021-12-08t14:00:00.000,,,,dxb,omdb,,2021-12-08t19:35:00.000,,israir airlines,6h,isr,667,6h667,isr667,,,,,,,1,,,,,,
departure,active,tlv,llbg,3,,15,2021-12-08t14:25:00.000,2021-12-08t14:39:00.000,2021-12-08t14:39:00.000,2021-12-08t14:39:00.000,dxb,omdb,,2021-12-08t19:35:00.000,2021-12-08t19:19:00.000,el al,ly,ely,5057,ly5057,ely5057,,,,,,,1,,,,,,
departure,active,tlv,llbg,3,,17,2021-12-08t14:25:00.000,2021-12-08t14:42:00.000,2021-12-08t14:42:00.000,2021-12-08t14:42:00.000,kbp,ukbb,,2021-12-08t17:50:00.000,2021-12-08t17:42:00.000,israir airlines,6h,isr,851,6h851,isr851,,,,,,,d,,2021-12-08t14:25:00.000,,,,
departure,active,tlv,llbg,3,,,2021-12-08t14:35:00.000,,,,kbp,ukbb,,2021-12-08t17:45:00.000,,uia,ps,aui,776,ps776,aui776,,,,,,,d,,2021-12-08t14:35:00.000,,,,
departure,active,tlv,llbg,3,,30,2021-12-08t14:50:00.000,,,,ist,ltfm,c,2021-12-08t18:00:00.000,,air serbia,ju,asl,8266,ju8266,asl8266,turkish airlines,tk,thy,795,tk795,thy795,,,2021-12-08t15:20:00.000,,,,
departure,active,tlv,llbg,3,,30,2021-12-08t14:50:00.000,,,,ist,ltfm,c,2021-12-08t18:00:00.000,,turkish airlines,tk,thy,795,tk795,thy795,,,,,,,,,2021-12-08t15:20:00.000,,,,
departure,active,tlv,llbg,3,,4,2021-12-08t15:15:00.000,2021-12-08t15:18:00.000,2021-12-08t15:18:00.000,2021-12-08t15:18:00.000,lhr,egll,,2021-12-08t18:45:00.000,2021-12-08t17:57:00.000,aeromexico,am,amx,7877,am7877,amx7877,el al,ly,ely,317,ly317,ely317,2,,2021-12-08t15:28:00.000,,,,
departure,active,tlv,llbg,3,,4,2021-12-08t15:15:00.000,2021-12-08t15:18:00.000,2021-12-08t15:18:00.000,2021-12-08t15:18:00.000,lhr,egll,,2021-12-08t18:45:00.000,2021-12-08t17:57:00.000,el al,ly,ely,317,ly317,ely317,,,,,,,2,,2021-12-08t15:28:00.000,,,,
departure,active,tlv,llbg,3,,17,2021-12-08t15:15:00.000,2021-12-08t15:32:00.000,2021-12-08t15:32:00.000,2021-12-08t15:32:00.000,ltn,eggw,,2021-12-08t18:50:00.000,2021-12-08t18:35:00.000,easyjet,u2,ezy,2084,u22084,ezy2084,,,,,,,,,2021-12-08t15:15:00.000,,,,
departure,unknown,tlv,llbg,3,,,2021-12-08t15:30:00.000,,,,dxb,omdb,,2021-12-08t21:05:00.000,,israir airlines,6h,isr,665,6h665,isr665,,,,,,,1,,,,,,
departure,active,tlv,llbg,3,c9,22,2021-12-08t15:55:00.000,2021-12-08t16:17:00.000,2021-12-08t16:17:00.000,2021-12-08t16:17:00.000,cdg,lfpg,,2021-12-08t19:35:00.000,2021-12-08t19:33:00.000,klm,kl,klm,2056,kl2056,klm2056,air france,af,afr,963,af963,afr963,2e,30,2021-12-08t16:19:00.000,,,,
departure,active,tlv,llbg,3,c9,22,2021-12-08t15:55:00.000,2021-12-08t16:17:00.000,2021-12-08t16:17:00.000,2021-12-08t16:17:00.000,cdg,lfpg,,2021-12-08t19:35:00.000,2021-12-08t19:33:00.000,air france,af,afr,963,af963,afr963,,,,,,,2e,30,2021-12-08t16:19:00.000,,,,
departure,active,tlv,llbg,3,,,2021-12-08t15:55:00.000,,,,saw,ltfj,,2021-12-08t19:10:00.000,,pegasus,pc,pgt,784,pc784,pgt784,,,,,,,,,2021-12-08t15:55:00.000,,,,
departure,active,tlv,llbg,3,,15,2021-12-08t16:05:00.000,2021-12-08t16:19:00.000,2021-12-08t16:19:00.000,2021-12-08t16:19:00.000,mad,lemd,,2021-12-08t20:15:00.000,2021-12-08t19:57:00.000,aeromexico,am,amx,6803,am6803,amx6803,air europa,ux,aea,1302,ux1302,aea1302,1,4,2021-12-08t16:05:00.000,,,,
departure,active,tlv,llbg,3,,15,2021-12-08t16:05:00.000,2021-12-08t16:19:00.000,2021-12-08t16:19:00.000,2021-12-08t16:19:00.000,mad,lemd,,2021-12-08t20:15:00.000,2021-12-08t19:57:00.000,air europa,ux,aea,1302,ux1302,aea1302,,,,,,,1,4,2021-12-08t16:05:00.000,,,,
departure,unknown,tlv,llbg,3,,,2021-12-08t16:10:00.000,,,,vie,loww,,2021-12-08t18:55:00.000,,austrian,os,aua,858,os858,aua858,,,,,,,3,,,,,,
departure,active,tlv,llbg,3,,14,2021-12-08t16:25:00.000,2021-12-08t16:39:00.000,2021-12-08t16:39:00.000,2021-12-08t16:39:00.000,lhr,egll,,2021-12-08t19:40:00.000,2021-12-08t19:18:00.000,british airways,ba,baw,164,ba164,baw164,,,,,,,5,,2021-12-08t16:25:00.000,,,,
departure,active,tlv,llbg,3,,55,2021-12-08t16:25:00.000,2021-12-08t17:19:00.000,2021-12-08t17:19:00.000,2021-12-08t17:19:00.000,dxb,omdb,,2021-12-08t22:25:00.000,,arkia israeli airlines,iz,aiz,605,iz605,aiz605,,,,,,,1,,2021-12-08t16:25:00.000,,,,
departure,active,tlv,llbg,3,c03,35,2021-12-08t16:25:00.000,2021-12-08t17:00:00.000,2021-12-08t17:00:00.000,2021-12-08t17:00:00.000,fra,eddf,b23a,2021-12-08t20:00:00.000,2021-12-08t20:03:00.000,united airlines,ua,ual,9123,ua9123,ual9123,lufthansa,lh,dlh,687,lh687,dlh687,1,,2021-12-08t16:50:00.000,3,,,
departure,active,tlv,llbg,3,c03,35,2021-12-08t16:25:00.000,2021-12-08t17:00:00.000,2021-12-08t17:00:00.000,2021-12-08t17:00:00.000,fra,eddf,b23a,2021-12-08t20:00:00.000,2021-12-08t20:03:00.000,lufthansa,lh,dlh,687,lh687,dlh687,,,,,,,1,,2021-12-08t16:50:00.000,3,,,
departure,active,tlv,llbg,3,,7,2021-12-08t16:50:00.000,2021-12-08t16:57:00.000,2021-12-08t16:57:00.000,2021-12-08t16:57:00.000,cdg,lfpg,,2021-12-08t20:55:00.000,2021-12-08t20:20:00.000,aeromexico,am,amx,7853,am7853,amx7853,el al,ly,ely,325,ly325,ely325,2a,5,2021-12-08t17:07:00.000,,,,
departure,active,tlv,llbg,3,,7,2021-12-08t16:50:00.000,2021-12-08t16:57:00.000,2021-12-08t16:57:00.000,2021-12-08t16:57:00.000,cdg,lfpg,,2021-12-08t20:55:00.000,2021-12-08t20:20:00.000,el al,ly,ely,325,ly325,ely325,,,,,,,2a,5,2021-12-08t17:07:00.000,,,,
departure,active,tlv,llbg,3,,12,2021-12-08t17:05:00.000,2021-12-08t17:16:00.000,2021-12-08t17:16:00.000,2021-12-08t17:16:00.000,mad,lemd,,2021-12-08t21:35:00.000,2021-12-08t21:09:00.000,aerolineas argentinas,ar,arg,7873,ar7873,arg7873,el al,ly,ely,397,ly397,ely397,4,5,2021-12-08t17:24:00.000,,,,
departure,active,tlv,llbg,3,,12,2021-12-08t17:05:00.000,2021-12-08t17:16:00.000,2021-12-08t17:16:00.000,2021-12-08t17:16:00.000,mad,lemd,,2021-12-08t21:35:00.000,2021-12-08t21:09:00.000,iberia,ib,ibe,2396,ib2396,ibe2396,el al,ly,ely,397,ly397,ely397,4,5,2021-12-08t17:24:00.000,,,,
departure,active,tlv,llbg,3,,12,2021-12-08t17:05:00.000,2021-12-08t17:16:00.000,2021-12-08t17:16:00.000,2021-12-08t17:16:00.000,mad,lemd,,2021-12-08t21:35:00.000,2021-12-08t21:09:00.000,el al,ly,ely,397,ly397,ely397,,,,,,,4,5,2021-12-08t17:24:00.000,,,,
departure,unknown,tlv,llbg,,,,2021-12-08t17:30:00.000,,,,lgg,eblg,,2021-12-08t21:15:00.000,,el al,ly,ely,809,ly809,ely809,,,,,,,,,,,,,
departure,unknown,tlv,llbg,3,,,2021-12-08t17:50:00.000,,,,otp,lrop,,2021-12-08t20:35:00.000,,el al,ly,ely,571,ly571,ely571,,,,,,,,,,,,,
departure,unknown,tlv,llbg,,,,2021-12-08t18:00:00.000,,,,lgg,eblg,,2021-12-08t22:10:00.000,,el al,ly,ely,831,ly831,ely831,,,,,,,,,,,,,
departure,active,tlv,llbg,3,,9,2021-12-08t18:00:00.000,2021-12-08t18:09:00.000,2021-12-08t18:09:00.000,2021-12-08t18:09:00.000,ory,lfpo,,2021-12-08t22:10:00.000,2021-12-08t21:43:00.000,transavia france,to,tvf,3939,to3939,tvf3939,,,,,,,3,,,,,,
departure,active,tlv,llbg,3,,17,2021-12-08t18:10:00.000,2021-12-08t18:27:00.000,2021-12-08t18:27:00.000,2021-12-08t18:27:00.000,tbs,ugtb,,2021-12-08t22:50:00.000,2021-12-08t22:40:00.000,israir airlines,6h,isr,891,6h891,isr891,,,,,,,,,2021-12-08t18:10:00.000,,,,
departure,active,tlv,llbg,,,,2021-12-08t18:25:00.000,,,,dxb,omdb,,2021-12-08t23:25:00.000,,emirates,ek,uae,932,ek932,uae932,,,,,,,3,,2021-12-08t18:25:00.000,,,,
departure,active,tlv,llbg,3,,19,2021-12-08t18:25:00.000,2021-12-08t18:43:00.000,2021-12-08t18:43:00.000,2021-12-08t18:43:00.000,zrh,lszh,,2021-12-08t21:35:00.000,2021-12-08t21:39:00.000,swiss,lx,swr,253,lx253,swr253,,,,,,,2,,2021-12-08t18:25:00.000,4,,,
departure,active,tlv,llbg,1,,31,2021-12-08t18:45:00.000,2021-12-08t19:16:00.000,2021-12-08t19:16:00.000,2021-12-08t19:16:00.000,ber,eddb,y07,2021-12-08t22:00:00.000,2021-12-08t22:22:00.000,ryanair,fr,ryr,6473,fr6473,ryr6473,,,,,,,1,b1,2021-12-08t18:45:00.000,22,,,
departure,active,tlv,llbg,3,,11,2021-12-08t18:50:00.000,2021-12-08t19:00:00.000,2021-12-08t19:00:00.000,2021-12-08t19:00:00.000,ber,eddb,,2021-12-08t22:25:00.000,2021-12-08t22:11:00.000,easyjet,u2,ezy,5206,u25206,ezy5206,,,,,,,1,,2021-12-08t18:50:00.000,,,,
departure,active,tlv,llbg,,,17,2021-12-08t18:50:00.000,2021-12-08t19:07:00.000,2021-12-08t19:07:00.000,2021-12-08t19:07:00.000,cdg,lfpg,,2021-12-08t22:45:00.000,2021-12-08t22:45:00.000,asl airlines belgium,3v,tay,4849,3v4849,tay4849,,,,,,,,,2021-12-08t18:50:00.000,1,,,
departure,active,tlv,llbg,3,,20,2021-12-08t19:10:00.000,2021-12-08t19:29:00.000,2021-12-08t19:29:00.000,2021-12-08t19:29:00.000,svo,uuee,138,2021-12-09t00:35:00.000,2021-12-09t00:22:00.000,aeroflot,su,afl,509,su509,afl509,,,,,,,c,,2021-12-08t19:10:00.000,,,,
departure,active,tlv,llbg,3,,52,2021-12-08t19:15:00.000,2021-12-08t20:07:00.000,2021-12-08t20:07:00.000,2021-12-08t20:07:00.000,cdg,lfpg,,2021-12-08t23:35:00.000,2021-12-08t23:41:00.000,easyjet,u2,ezy,3738,u23738,ezy3738,,,,,,,2b,,2021-12-08t19:28:00.000,6,,,
departure,unknown,tlv,llbg,,,,2021-12-08t20:15:00.000,,,,lgg,eblg,,2021-12-09t00:10:00.000,,c.a.l. cargo airlines,5c,icl,905,5c905,icl905,,,,,,,,,,,,,
departure,active,tlv,llbg,1,,12,2021-12-08t20:30:00.000,2021-12-08t20:41:00.000,2021-12-08t20:41:00.000,2021-12-08t20:41:00.000,mla,lmml,,2021-12-08t22:30:00.000,2021-12-08t22:30:00.000,ryanair,fr,ryr,762,fr762,ryr762,,,,,,,,,2021-12-08t20:30:00.000,1,,,
