type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.gate,departure.delay,departure.scheduledTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.gate,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.terminal,arrival.baggage,departure.estimatedTime,arrival.delay,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway
departure,active,tlv,llbg,3,,17,2021-12-13t06:00:00.000,2021-12-13t06:17:00.000,2021-12-13t06:17:00.000,2021-12-13t06:17:00.000,dme,uudd,,2021-12-13t11:05:00.000,2021-12-13t10:57:00.000,s7 airlines,s7,sbi,4482,s74482,sbi4482,el al,ly,ely,611,ly611,ely611,,,,,,,
departure,active,tlv,llbg,3,,17,2021-12-13t06:00:00.000,2021-12-13t06:17:00.000,2021-12-13t06:17:00.000,2021-12-13t06:17:00.000,dme,uudd,,2021-12-13t11:05:00.000,2021-12-13t10:57:00.000,el al,ly,ely,611,ly611,ely611,,,,,,,,,,,,,
departure,active,tlv,llbg,3,,15,2021-12-13t06:00:00.000,2021-12-13t06:15:00.000,2021-12-13t06:15:00.000,2021-12-13t06:15:00.000,bud,lhbp,,2021-12-13t08:25:00.000,2021-12-13t08:23:00.000,israir airlines,6h,isr,725,6h725,isr725,,,,,,,2b,,,,,,
departure,active,tlv,llbg,3,,11,2021-12-13t06:10:00.000,2021-12-13t06:21:00.000,2021-12-13t06:21:00.000,2021-12-13t06:21:00.000,fco,lirf,,2021-12-13t09:00:00.000,2021-12-13t08:36:00.000,american airlines,aa,aal,8388,aa8388,aal8388,el al,ly,ely,385,ly385,ely385,3,6,,,,,
departure,active,tlv,llbg,3,,11,2021-12-13t06:10:00.000,2021-12-13t06:21:00.000,2021-12-13t06:21:00.000,2021-12-13t06:21:00.000,fco,lirf,,2021-12-13t09:00:00.000,2021-12-13t08:36:00.000,tap air portugal,tp,tap,8898,tp8898,tap8898,el al,ly,ely,385,ly385,ely385,3,6,,,,,
departure,active,tlv,llbg,3,,11,2021-12-13t06:10:00.000,2021-12-13t06:21:00.000,2021-12-13t06:21:00.000,2021-12-13t06:21:00.000,fco,lirf,,2021-12-13t09:00:00.000,2021-12-13t08:36:00.000,el al,ly,ely,385,ly385,ely385,,,,,,,3,6,,,,,
departure,active,tlv,llbg,3,,21,2021-12-13t06:10:00.000,2021-12-13t06:31:00.000,2021-12-13t06:31:00.000,2021-12-13t06:31:00.000,saw,ltfj,,2021-12-13t09:30:00.000,2021-12-13t09:15:00.000,turkish airlines,tk,thy,7711,tk7711,thy7711,,,,,,,,,2021-12-13t06:10:00.000,,,,
departure,active,tlv,llbg,3,,12,2021-12-13t06:15:00.000,2021-12-13t06:26:00.000,2021-12-13t06:26:00.000,2021-12-13t06:26:00.000,ams,eham,g2,2021-12-13t10:25:00.000,2021-12-13t09:57:00.000,american airlines,aa,aal,8378,aa8378,aal8378,el al,ly,ely,337,ly337,ely337,,,,,,,
departure,active,tlv,llbg,3,,12,2021-12-13t06:15:00.000,2021-12-13t06:26:00.000,2021-12-13t06:26:00.000,2021-12-13t06:26:00.000,ams,eham,g2,2021-12-13t10:25:00.000,2021-12-13t09:57:00.000,el al,ly,ely,337,ly337,ely337,,,,,,,,,,,,,
departure,active,tlv,llbg,3,,19,2021-12-13t06:00:00.000,2021-12-13t06:19:00.000,2021-12-13t06:19:00.000,2021-12-13t06:19:00.000,dxb,omdb,,2021-12-13t11:35:00.000,2021-12-13t10:58:00.000,el al,ly,ely,971,ly971,ely971,,,,,,,1,,,,,,
departure,active,tlv,llbg,3,c05,,2021-12-13t06:15:00.000,2021-12-13t06:13:00.000,2021-12-13t06:13:00.000,2021-12-13t06:13:00.000,vie,loww,,2021-12-13t09:00:00.000,2021-12-13t08:30:00.000,austrian,os,aua,860,os860,aua860,,,,,,,3,,2021-12-13t06:15:00.000,,,,
departure,active,tlv,llbg,3,,17,2021-12-13t06:30:00.000,2021-12-13t06:46:00.000,2021-12-13t06:46:00.000,2021-12-13t06:46:00.000,kbp,ukbb,,2021-12-13t09:55:00.000,2021-12-13t09:36:00.000,el al,ly,ely,2651,ly2651,ely2651,,,,,,,d,,2021-12-13t06:54:00.000,,,,
departure,active,tlv,llbg,1,,13,2021-12-13t06:40:00.000,2021-12-13t06:52:00.000,2021-12-13t06:52:00.000,2021-12-13t06:52:00.000,etm,ller,,2021-12-13t07:40:00.000,2021-12-13t07:39:00.000,israir airlines,6h,isr,425,6h425,isr425,,,,,,,,,,,,,
departure,active,tlv,llbg,3,c8,14,2021-12-13t06:45:00.000,2021-12-13t06:59:00.000,2021-12-13t06:59:00.000,2021-12-13t06:59:00.000,lhr,egll,,2021-12-13t10:20:00.000,2021-12-13t09:48:00.000,aeromexico,am,amx,7699,am7699,amx7699,virgin atlantic,vs,vir,454,vs454,vir454,3,,2021-12-13t06:45:00.000,,,,
departure,active,tlv,llbg,3,c8,14,2021-12-13t06:45:00.000,2021-12-13t06:59:00.000,2021-12-13t06:59:00.000,2021-12-13t06:59:00.000,lhr,egll,,2021-12-13t10:20:00.000,2021-12-13t09:48:00.000,delta air lines,dl,dal,4421,dl4421,dal4421,virgin atlantic,vs,vir,454,vs454,vir454,3,,2021-12-13t06:45:00.000,,,,
departure,active,tlv,llbg,3,c8,14,2021-12-13t06:45:00.000,2021-12-13t06:59:00.000,2021-12-13t06:59:00.000,2021-12-13t06:59:00.000,lhr,egll,,2021-12-13t10:20:00.000,2021-12-13t09:48:00.000,virgin atlantic,vs,vir,454,vs454,vir454,,,,,,,3,,2021-12-13t06:45:00.000,,,,
departure,active,tlv,llbg,3,,15,2021-12-13t06:50:00.000,2021-12-13t07:05:00.000,2021-12-13t07:05:00.000,2021-12-13t07:05:00.000,mxp,limc,,2021-12-13t10:05:00.000,2021-12-13t09:55:00.000,american airlines,aa,aal,8385,aa8385,aal8385,el al,ly,ely,381,ly381,ely381,1,,2021-12-13t07:13:00.000,,,,
departure,active,tlv,llbg,3,,15,2021-12-13t06:50:00.000,2021-12-13t07:05:00.000,2021-12-13t07:05:00.000,2021-12-13t07:05:00.000,mxp,limc,,2021-12-13t10:05:00.000,2021-12-13t09:55:00.000,el al,ly,ely,381,ly381,ely381,,,,,,,1,,2021-12-13t07:13:00.000,,,,
departure,active,tlv,llbg,3,,23,2021-12-13t06:55:00.000,2021-12-13t07:18:00.000,2021-12-13t07:18:00.000,2021-12-13t07:18:00.000,prg,lkpr,,2021-12-13t10:00:00.000,2021-12-13t09:57:00.000,israir airlines,6h,isr,767,6h767,isr767,,,,,,,1,13,2021-12-13t06:55:00.000,,,,
departure,active,tlv,llbg,3,b07,11,2021-12-13t07:00:00.000,2021-12-13t07:10:00.000,2021-12-13t07:10:00.000,2021-12-13t07:10:00.000,muc,eddm,h4,2021-12-13t10:10:00.000,2021-12-13t09:51:00.000,brussels airlines,sn,bel,7166,sn7166,bel7166,lufthansa,lh,dlh,683,lh683,dlh683,2,,2021-12-13t06:52:00.000,,,,
departure,active,tlv,llbg,3,b07,11,2021-12-13t07:00:00.000,2021-12-13t07:10:00.000,2021-12-13t07:10:00.000,2021-12-13t07:10:00.000,muc,eddm,h4,2021-12-13t10:10:00.000,2021-12-13t09:51:00.000,united airlines,ua,ual,9470,ua9470,ual9470,lufthansa,lh,dlh,683,lh683,dlh683,2,,2021-12-13t06:52:00.000,,,,
departure,active,tlv,llbg,3,b07,11,2021-12-13t07:00:00.000,2021-12-13t07:10:00.000,2021-12-13t07:10:00.000,2021-12-13t07:10:00.000,muc,eddm,h4,2021-12-13t10:10:00.000,2021-12-13t09:51:00.000,lufthansa,lh,dlh,683,lh683,dlh683,,,,,,,2,,2021-12-13t06:52:00.000,,,,
departure,active,tlv,llbg,3,,14,2021-12-13t07:00:00.000,2021-12-13t07:14:00.000,2021-12-13t07:14:00.000,2021-12-13t07:14:00.000,lis,lppt,,2021-12-13t10:55:00.000,2021-12-13t10:38:00.000,el al,ly,ely,371,ly371,ely371,,,,,,,1,,,,,,
departure,active,tlv,llbg,3,,17,2021-12-13t07:05:00.000,2021-12-13t07:21:00.000,2021-12-13t07:21:00.000,2021-12-13t07:21:00.000,bud,lhbp,,2021-12-13t09:35:00.000,2021-12-13t09:21:00.000,el al,ly,ely,2365,ly2365,ely2365,,,,,,,2b,,2021-12-13t07:31:00.000,,,,
departure,active,tlv,llbg,3,,26,2021-12-13t07:10:00.000,2021-12-13t07:35:00.000,2021-12-13t07:35:00.000,2021-12-13t07:35:00.000,dxb,omdb,,2021-12-13t12:45:00.000,2021-12-13t12:46:00.000,israir airlines,6h,isr,661,6h661,isr661,,,,,,,1,,2021-12-13t07:10:00.000,2,,,
departure,active,tlv,llbg,3,,12,2021-12-13t07:20:00.000,2021-12-13t07:31:00.000,2021-12-13t07:31:00.000,2021-12-13t07:31:00.000,saw,ltfj,,2021-12-13t10:35:00.000,2021-12-13t10:15:00.000,pegasus,pc,pgt,780,pc780,pgt780,,,,,,,,,2021-12-13t07:20:00.000,,,,
departure,active,tlv,llbg,3,,17,2021-12-13t07:25:00.000,2021-12-13t07:41:00.000,2021-12-13t07:41:00.000,2021-12-13t07:41:00.000,prg,lkpr,,2021-12-13t10:35:00.000,2021-12-13t10:16:00.000,el al,ly,ely,2521,ly2521,ely2521,,,,,,,1,13,2021-12-13t07:48:00.000,,,,
departure,active,tlv,llbg,3,,9,2021-12-13t07:25:00.000,2021-12-13t07:33:00.000,2021-12-13t07:33:00.000,2021-12-13t07:33:00.000,ist,ltfm,,2021-12-13t10:45:00.000,2021-12-13t10:23:00.000,turkish airlines,tk,thy,811,tk811,thy811,,,,,,,,,2021-12-13t07:15:00.000,,,,
departure,active,tlv,llbg,3,b05,18,2021-12-13t07:35:00.000,2021-12-13t07:53:00.000,2021-12-13t07:53:00.000,2021-12-13t07:53:00.000,zrh,lszh,,2021-12-13t10:55:00.000,2021-12-13t10:48:00.000,el al,ly,ely,8853,ly8853,ely8853,swiss,lx,swr,257,lx257,swr257,2,,2021-12-13t07:35:00.000,,,,
departure,active,tlv,llbg,3,b05,18,2021-12-13t07:35:00.000,2021-12-13t07:53:00.000,2021-12-13t07:53:00.000,2021-12-13t07:53:00.000,zrh,lszh,,2021-12-13t10:55:00.000,2021-12-13t10:48:00.000,swiss,lx,swr,257,lx257,swr257,,,,,,,2,,2021-12-13t07:35:00.000,,,,
departure,active,tlv,llbg,3,,,2021-12-13t07:45:00.000,,,,amm,ojai,214,2021-12-13t08:30:00.000,,royal jordanian,rj,rja,343,rj343,rja343,,,,,,,,,2021-12-13t07:45:00.000,,,,
departure,active,tlv,llbg,3,,18,2021-12-13t08:00:00.000,2021-12-13t08:17:00.000,2021-12-13t08:17:00.000,2021-12-13t08:17:00.000,prg,lkpr,,2021-12-13t11:05:00.000,2021-12-13t10:55:00.000,csa,ok,csa,5289,ok5289,csa5289,smartwings,qs,tvs,1287,qs1287,tvs1287,1,13,2021-12-13t08:00:00.000,,,,
departure,active,tlv,llbg,3,,18,2021-12-13t08:00:00.000,2021-12-13t08:17:00.000,2021-12-13t08:17:00.000,2021-12-13t08:17:00.000,prg,lkpr,,2021-12-13t11:05:00.000,2021-12-13t10:55:00.000,israir airlines,6h,isr,7767,6h7767,isr7767,smartwings,qs,tvs,1287,qs1287,tvs1287,1,13,2021-12-13t08:00:00.000,,,,
departure,active,tlv,llbg,3,,18,2021-12-13t08:00:00.000,2021-12-13t08:17:00.000,2021-12-13t08:17:00.000,2021-12-13t08:17:00.000,prg,lkpr,,2021-12-13t11:05:00.000,2021-12-13t10:55:00.000,smartwings,qs,tvs,1287,qs1287,tvs1287,,,,,,,1,13,2021-12-13t08:00:00.000,,,,
departure,active,tlv,llbg,3,,13,2021-12-13t08:10:00.000,2021-12-13t08:22:00.000,2021-12-13t08:22:00.000,2021-12-13t08:22:00.000,bus,ugsb,,2021-12-13t12:25:00.000,2021-12-13t12:17:00.000,israir airlines,6h,isr,885,6h885,isr885,,,,,,,,,,,,,
departure,active,tlv,llbg,3,,7,2021-12-13t08:20:00.000,2021-12-13t08:27:00.000,2021-12-13t08:27:00.000,2021-12-13t08:27:00.000,svo,uuee,,2021-12-13t13:35:00.000,2021-12-13t13:22:00.000,aeroflot,su,afl,501,su501,afl501,,,,,,,c,4,2021-12-13t08:20:00.000,,,,
departure,active,tlv,llbg,,,,2021-12-13t08:20:00.000,,,,ath,lgav,,2021-12-13t10:30:00.000,,blue bird airways,bz,bbg,702,bz702,bbg702,,,,,,,,,,,,,
departure,active,tlv,llbg,,,3,2021-12-13t08:40:00.000,2021-12-13t08:42:00.000,2021-12-13t08:42:00.000,2021-12-13t08:42:00.000,lca,lclk,,2021-12-13t09:40:00.000,2021-12-13t09:23:00.000,tus airways,u8,cyf,103,u8103,cyf103,,,,,,,,,,,2021-12-13t09:23:00.000,2021-12-13t09:23:00.000,2021-12-13t09:23:00.000
departure,active,tlv,llbg,3,,9,2021-12-13t09:00:00.000,2021-12-13t09:08:00.000,2021-12-13t09:08:00.000,2021-12-13t09:08:00.000,cdg,lfpg,,2021-12-13t13:00:00.000,2021-12-13t12:20:00.000,el al,ly,ely,323,ly323,ely323,,,,,,,2a,,,,,,
departure,active,tlv,llbg,3,,18,2021-12-13t09:05:00.000,2021-12-13t09:23:00.000,2021-12-13t09:23:00.000,2021-12-13t09:23:00.000,lhr,egll,,2021-12-13t12:35:00.000,2021-12-13t11:54:00.000,american airlines,aa,aal,8371,aa8371,aal8371,el al,ly,ely,315,ly315,ely315,2,,,,,,
departure,active,tlv,llbg,3,,18,2021-12-13t09:05:00.000,2021-12-13t09:23:00.000,2021-12-13t09:23:00.000,2021-12-13t09:23:00.000,lhr,egll,,2021-12-13t12:35:00.000,2021-12-13t11:54:00.000,aeromexico,am,amx,7863,am7863,amx7863,el al,ly,ely,315,ly315,ely315,2,,,,,,
departure,active,tlv,llbg,3,,18,2021-12-13t09:05:00.000,2021-12-13t09:23:00.000,2021-12-13t09:23:00.000,2021-12-13t09:23:00.000,lhr,egll,,2021-12-13t12:35:00.000,2021-12-13t11:54:00.000,el al,ly,ely,315,ly315,ely315,,,,,,,2,,,,,,
departure,active,tlv,llbg,3,,,2021-12-13t09:15:00.000,,,,otp,lrop,,2021-12-13t12:00:00.000,,israir airlines,6h,isr,703,6h703,isr703,,,,,,,,,,,,,
departure,unknown,tlv,llbg,,,,2021-12-13t09:20:00.000,,,,lca,lclk,,2021-12-13t10:20:00.000,,tus airways,u8,cyf,107,u8107,cyf107,,,,,,,,,,,,,
departure,active,tlv,llbg,3,,9,2021-12-13t09:30:00.000,2021-12-13t09:38:00.000,2021-12-13t09:38:00.000,2021-12-13t09:38:00.000,bcn,lebl,,2021-12-13t13:20:00.000,2021-12-13t13:01:00.000,american airlines,aa,aal,8389,aa8389,aal8389,el al,ly,ely,393,ly393,ely393,1,10,2021-12-13t09:41:00.000,,,,
departure,active,tlv,llbg,3,,9,2021-12-13t09:30:00.000,2021-12-13t09:38:00.000,2021-12-13t09:38:00.000,2021-12-13t09:38:00.000,bcn,lebl,,2021-12-13t13:20:00.000,2021-12-13t13:01:00.000,iberia,ib,ibe,2392,ib2392,ibe2392,el al,ly,ely,393,ly393,ely393,1,10,2021-12-13t09:41:00.000,,,,
departure,active,tlv,llbg,3,,9,2021-12-13t09:30:00.000,2021-12-13t09:38:00.000,2021-12-13t09:38:00.000,2021-12-13t09:38:00.000,bcn,lebl,,2021-12-13t13:20:00.000,2021-12-13t13:01:00.000,el al,ly,ely,393,ly393,ely393,,,,,,,1,10,2021-12-13t09:41:00.000,,,,
departure,active,tlv,llbg,3,,31,2021-12-13t09:40:00.000,2021-12-13t10:11:00.000,2021-12-13t10:11:00.000,2021-12-13t10:11:00.000,saw,ltfj,,2021-12-13t13:00:00.000,2021-12-13t12:57:00.000,turkish airlines,tk,thy,7709,tk7709,thy7709,,,,,,,,,2021-12-13t09:40:00.000,,,,
departure,unknown,tlv,llbg,3,,,2021-12-13t09:45:00.000,,,,fco,lirf,,2021-12-13t12:25:00.000,,arkia israeli airlines,iz,aiz,335,iz335,aiz335,,,,,,,3,,,,,,
departure,active,tlv,llbg,3,,27,2021-12-13t09:50:00.000,2021-12-13t10:17:00.000,2021-12-13t10:17:00.000,2021-12-13t10:17:00.000,ist,ltfm,,2021-12-13t13:10:00.000,2021-12-13t13:10:00.000,air serbia,ju,asl,8253,ju8253,asl8253,turkish airlines,tk,thy,785,tk785,thy785,,,2021-12-13t10:15:00.000,,,,
departure,active,tlv,llbg,3,,27,2021-12-13t09:50:00.000,2021-12-13t10:17:00.000,2021-12-13t10:17:00.000,2021-12-13t10:17:00.000,ist,ltfm,,2021-12-13t13:10:00.000,2021-12-13t13:10:00.000,turkish airlines,tk,thy,785,tk785,thy785,,,,,,,,,2021-12-13t10:15:00.000,,,,
departure,active,tlv,llbg,1,,,2021-12-13t10:00:00.000,,,,sof,lbsf,,2021-12-13t12:50:00.000,,wizz air,w6,wzz,4428,w64428,wzz4428,,,,,,,1,,,,,,
departure,active,tlv,llbg,3,,17,2021-12-13t10:10:00.000,2021-12-13t10:27:00.000,2021-12-13t10:27:00.000,2021-12-13t10:27:00.000,saw,ltfj,,2021-12-13t13:25:00.000,2021-12-13t13:10:00.000,pegasus,pc,pgt,796,pc796,pgt796,,,,,,,,,2021-12-13t10:10:00.000,,,,
departure,active,tlv,llbg,3,,17,2021-12-13t10:25:00.000,2021-12-13t10:42:00.000,2021-12-13t10:42:00.000,2021-12-13t10:42:00.000,dxb,omdb,,2021-12-13t16:00:00.000,2021-12-13t15:54:00.000,israir airlines,6h,isr,663,6h663,isr663,,,,,,,1,,2021-12-13t10:25:00.000,,,,
departure,unknown,tlv,llbg,,,,2021-12-13t10:30:00.000,,,,dxb,omdb,,2021-12-13t15:35:00.000,,emirates,ek,uae,2370,ek2370,uae2370,flydubai,fz,fdb,1550,fz1550,fdb1550,3,,,,,,
departure,unknown,tlv,llbg,,,,2021-12-13t10:30:00.000,,,,dxb,omdb,,2021-12-13t15:35:00.000,,flydubai,fz,fdb,1550,fz1550,fdb1550,,,,,,,3,,,,,,
departure,unknown,tlv,llbg,3,,,2021-12-13t10:35:00.000,,,,dxb,omdb,,2021-12-13t15:45:00.000,,el al,ly,ely,5059,ly5059,ely5059,,,,,,,1,,,,,,
departure,active,tlv,llbg,1,,11,2021-12-13t10:45:00.000,2021-12-13t10:55:00.000,2021-12-13t10:55:00.000,2021-12-13t10:55:00.000,ath,lgav,,2021-12-13t13:05:00.000,2021-12-13t12:48:00.000,ryanair,fr,ryr,2824,fr2824,ryr2824,,,,,,,,,2021-12-13t10:45:00.000,,,,
departure,active,tlv,llbg,1,,32,2021-12-13t10:55:00.000,2021-12-13t11:27:00.000,2021-12-13t11:27:00.000,2021-12-13t11:27:00.000,bud,lhbp,,2021-12-13t13:30:00.000,2021-12-13t13:35:00.000,wizz air,w6,wzz,2326,w62326,wzz2326,,,,,,,2b,,2021-12-13t10:55:00.000,5,,,
departure,active,tlv,llbg,1,,50,2021-12-13t10:55:00.000,2021-12-13t11:44:00.000,2021-12-13t11:44:00.000,2021-12-13t11:44:00.000,krk,epkk,,2021-12-13t13:45:00.000,,wizz air,w6,wzz,5098,w65098,wzz5098,,,,,,,t,,,,,,
departure,active,tlv,llbg,,,11,2021-12-13t11:00:00.000,2021-12-13t11:11:00.000,2021-12-13t11:11:00.000,2021-12-13t11:11:00.000,can,zggg,,2021-12-14t03:15:00.000,2021-12-14t02:44:00.000,el al,ly,ely,61,ly61,ely61,,,,,,,,,2021-12-13t11:05:00.000,,,,
departure,active,tlv,llbg,1,,36,2021-12-13t11:20:00.000,2021-12-13t11:56:00.000,2021-12-13t11:56:00.000,2021-12-13t11:56:00.000,vie,loww,,2021-12-13t14:10:00.000,2021-12-13t14:22:00.000,ryanair,fr,ryr,7162,fr7162,ryr7162,,,,,,,,,2021-12-13t11:20:00.000,12,,,
departure,active,tlv,llbg,3,b6,35,2021-12-13t11:30:00.000,,,,ewr,kewr,bhol,2021-12-13t16:30:00.000,,united airlines,ua,ual,85,ua85,ual85,,,,,,,b,11,2021-12-13t12:05:00.000,,,,
departure,active,tlv,llbg,1,,,2021-12-13t11:30:00.000,,,,waw,epwa,,2021-12-13t14:30:00.000,,wizz air,w6,wzz,1560,w61560,wzz1560,,,,,,,,6,,,,,
departure,active,tlv,llbg,3,,21,2021-12-13t11:30:00.000,2021-12-13t11:51:00.000,2021-12-13t11:51:00.000,2021-12-13t11:51:00.000,fco,lirf,,2021-12-13t14:15:00.000,2021-12-13t14:17:00.000,israir airlines,6h,isr,341,6h341,isr341,,,,,,,3,6,,3,,,
departure,active,tlv,llbg,3,c7,15,2021-12-13t12:00:00.000,2021-12-13t12:15:00.000,2021-12-13t12:15:00.000,2021-12-13t12:15:00.000,yyz,cyyz,e80,2021-12-13t17:00:00.000,2021-12-13t16:39:00.000,air canada,ac,aca,81,ac81,aca81,,,,,,,1,,2021-12-13t12:19:00.000,,,,
departure,active,tlv,llbg,3,,,2021-12-13t12:20:00.000,,,,dxb,omdb,,2021-12-13t17:55:00.000,,israir airlines,6h,isr,667,6h667,isr667,,,,,,,1,,,,,,
departure,active,tlv,llbg,3,,6,2021-12-13t12:05:00.000,2021-12-13t12:11:00.000,2021-12-13t12:11:00.000,2021-12-13t12:11:00.000,dxb,omdb,,2021-12-13t17:40:00.000,2021-12-13t16:50:00.000,el al,ly,ely,973,ly973,ely973,,,,,,,1,,2021-12-13t12:30:00.000,,,,
departure,unknown,tlv,llbg,,,,2021-12-13t12:45:00.000,,,,dxb,omdb,,2021-12-13t17:50:00.000,,emirates,ek,uae,2364,ek2364,uae2364,flydubai,fz,fdb,1164,fz1164,fdb1164,3,,,,,,
departure,unknown,tlv,llbg,,,,2021-12-13t12:45:00.000,,,,dxb,omdb,,2021-12-13t17:50:00.000,,flydubai,fz,fdb,1164,fz1164,fdb1164,,,,,,,3,,,,,,
departure,active,tlv,llbg,1,,32,2021-12-13t13:00:00.000,2021-12-13t13:32:00.000,2021-12-13t13:32:00.000,2021-12-13t13:32:00.000,bud,lhbp,,2021-12-13t15:40:00.000,2021-12-13t15:43:00.000,ryanair,fr,ryr,6755,fr6755,ryr6755,,,,,,,2b,,2021-12-13t13:00:00.000,3,,,
departure,active,tlv,llbg,1,,16,2021-12-13t13:05:00.000,2021-12-13t13:20:00.000,2021-12-13t13:20:00.000,2021-12-13t13:20:00.000,nap,lirn,,2021-12-13t15:20:00.000,2021-12-13t15:24:00.000,ryanair,fr,ryr,8696,fr8696,ryr8696,,,,,,,,,2021-12-13t13:05:00.000,4,,,
departure,active,tlv,llbg,3,,12,2021-12-13t13:25:00.000,2021-12-13t13:36:00.000,2021-12-13t13:36:00.000,2021-12-13t13:36:00.000,ath,lgav,,2021-12-13t15:40:00.000,2021-12-13t15:28:00.000,israir airlines,6h,isr,561,6h561,isr561,,,,,,,,,2021-12-13t13:25:00.000,,,,
departure,active,tlv,llbg,3,,42,2021-12-13t13:30:00.000,2021-12-13t14:12:00.000,2021-12-13t14:12:00.000,2021-12-13t14:12:00.000,jfk,kjfk,,2021-12-13t18:30:00.000,2021-12-13t18:53:00.000,aeromexico,am,amx,7871,am7871,amx7871,el al,ly,ely,7,ly7,ely7,4,,2021-12-13t14:00:00.000,24,,,
departure,active,tlv,llbg,3,,42,2021-12-13t13:30:00.000,2021-12-13t14:12:00.000,2021-12-13t14:12:00.000,2021-12-13t14:12:00.000,jfk,kjfk,,2021-12-13t18:30:00.000,2021-12-13t18:53:00.000,aerolineas argentinas,ar,arg,7855,ar7855,arg7855,el al,ly,ely,7,ly7,ely7,4,,2021-12-13t14:00:00.000,24,,,
departure,active,tlv,llbg,3,,42,2021-12-13t13:30:00.000,2021-12-13t14:12:00.000,2021-12-13t14:12:00.000,2021-12-13t14:12:00.000,jfk,kjfk,,2021-12-13t18:30:00.000,2021-12-13t18:53:00.000,el al,ly,ely,7,ly7,ely7,,,,,,,4,,2021-12-13t14:00:00.000,24,,,
departure,active,tlv,llbg,3,,23,2021-12-13t14:00:00.000,2021-12-13t14:23:00.000,2021-12-13t14:23:00.000,2021-12-13t14:23:00.000,dxb,omdb,,2021-12-13t19:25:00.000,2021-12-13t19:34:00.000,arkia israeli airlines,iz,aiz,603,iz603,aiz603,,,,,,,1,,2021-12-13t14:00:00.000,9,,,
departure,active,tlv,llbg,3,,26,2021-12-13t14:00:00.000,2021-12-13t14:26:00.000,2021-12-13t14:26:00.000,2021-12-13t14:26:00.000,ory,lfpo,,2021-12-13t18:10:00.000,2021-12-13t17:59:00.000,transavia france,to,tvf,3931,to3931,tvf3931,,,,,,,3,,,,,,
departure,active,tlv,llbg,3,,16,2021-12-13t14:00:00.000,2021-12-13t14:15:00.000,2021-12-13t14:15:00.000,2021-12-13t14:15:00.000,ams,eham,,2021-12-13t18:10:00.000,2021-12-13t17:55:00.000,easyjet,u2,ezy,7934,u27934,ezy7934,,,,,,,,,2021-12-13t14:00:00.000,,,,
departure,active,tlv,llbg,1,,22,2021-12-13t14:10:00.000,2021-12-13t14:32:00.000,2021-12-13t14:32:00.000,2021-12-13t14:32:00.000,crl,ebci,,2021-12-13t18:10:00.000,2021-12-13t18:06:00.000,ryanair,fr,ryr,6747,fr6747,ryr6747,,,,,,,,,2021-12-13t14:10:00.000,,,,
departure,active,tlv,llbg,3,,,2021-12-13t14:25:00.000,,,,dxb,omdb,,2021-12-13t20:00:00.000,,el al,ly,ely,5057,ly5057,ely5057,,,,,,,1,,,,,,
departure,active,tlv,llbg,3,e8,35,2021-12-13t14:30:00.000,2021-12-13t15:05:00.000,2021-12-13t15:05:00.000,2021-12-13t15:05:00.000,bah,obbi,,2021-12-13t18:00:00.000,2021-12-13t18:17:00.000,gulf air,gf,gfa,973,gf973,gfa973,,,,,,,,,2021-12-13t14:30:00.000,17,,,
departure,active,tlv,llbg,3,,9,2021-12-13t14:35:00.000,2021-12-13t14:44:00.000,2021-12-13t14:44:00.000,2021-12-13t14:44:00.000,kbp,ukbb,,2021-12-13t17:45:00.000,2021-12-13t17:34:00.000,uia,ps,aui,776,ps776,aui776,,,,,,,d,,2021-12-13t14:35:00.000,,,,
departure,active,tlv,llbg,3,,19,2021-12-13t14:50:00.000,2021-12-13t15:08:00.000,2021-12-13t15:08:00.000,2021-12-13t15:08:00.000,ist,ltfm,c,2021-12-13t18:00:00.000,2021-12-13t18:00:00.000,air serbia,ju,asl,8266,ju8266,asl8266,turkish airlines,tk,thy,795,tk795,thy795,,,2021-12-13t14:50:00.000,,,,
departure,active,tlv,llbg,3,,19,2021-12-13t14:50:00.000,2021-12-13t15:08:00.000,2021-12-13t15:08:00.000,2021-12-13t15:08:00.000,ist,ltfm,c,2021-12-13t18:00:00.000,2021-12-13t18:00:00.000,turkish airlines,tk,thy,795,tk795,thy795,,,,,,,,,2021-12-13t14:50:00.000,,,,
departure,unknown,tlv,llbg,3,,,2021-12-13t15:15:00.000,,,,lhr,egll,,2021-12-13t18:45:00.000,,aeromexico,am,amx,7877,am7877,amx7877,el al,ly,ely,317,ly317,ely317,2,,,,,,
departure,unknown,tlv,llbg,3,,,2021-12-13t15:15:00.000,,,,lhr,egll,,2021-12-13t18:45:00.000,,el al,ly,ely,317,ly317,ely317,,,,,,,2,,,,,,
departure,unknown,tlv,llbg,,,,2021-12-13t15:45:00.000,,,,lgg,eblg,,2021-12-13t19:40:00.000,,c.a.l. cargo airlines,5c,icl,901,5c901,icl901,,,,,,,,,,,,,
