type,status,departure.iataCode,departure.icaoCode,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.delay,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,departure.terminal,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.baggage,arrival.gate
arrival,landed,vie,loww,g31,19.0,2021-12-10t06:00:00.000,2021-12-10t06:00:00.000,2021-12-10t06:19:00.000,2021-12-10t06:19:00.000,2021-12-10t06:19:00.000,tlv,llbg,1,2.0,2021-12-10t10:30:00.000,2021-12-10t10:31:00.000,2021-12-10t10:31:00.000,2021-12-10t10:31:00.000,2021-12-10t10:31:00.000,ryanair,fr,ryr,7161,fr7161,ryr7161,1,,,,,,,,
arrival,unknown,waw,epwa,,,2021-12-10t05:55:00.000,,,,,tlv,llbg,1,,2021-12-10t10:40:00.000,,,,,wizz air,w6,wzz,1559,w61559,wzz1559,,,,,,,,,
arrival,landed,fco,lirf,81,29.0,2021-12-10t06:30:00.000,2021-12-10t06:30:00.000,2021-12-10t06:58:00.000,2021-12-10t06:58:00.000,2021-12-10t06:58:00.000,tlv,llbg,1,,2021-12-10t10:55:00.000,2021-12-10t10:53:00.000,2021-12-10t10:53:00.000,2021-12-10t10:53:00.000,2021-12-10t10:53:00.000,ryanair,fr,ryr,7090,fr7090,ryr7090,1,,,,,,,,
arrival,landed,fco,lirf,66,34.0,2021-12-10t06:35:00.000,2021-12-10t06:35:00.000,2021-12-10t07:09:00.000,2021-12-10t07:09:00.000,2021-12-10t07:09:00.000,tlv,llbg,1,6.0,2021-12-10t10:55:00.000,2021-12-10t11:00:00.000,2021-12-10t11:00:00.000,2021-12-10t11:00:00.000,2021-12-10t11:00:00.000,wizz air,w6,wzz,8287,w68287,wzz8287,1,,,,,,,,
arrival,unknown,lgg,eblg,,,2021-12-10t05:45:00.000,,,,,tlv,llbg,,,2021-12-10t11:10:00.000,,,,,c.a.l. cargo airlines,5c,icl,904,5c904,icl904,,,,,,,,,
arrival,landed,fkb,edsb,,11.0,2021-12-10t06:05:00.000,2021-12-10t06:05:00.000,2021-12-10t06:16:00.000,2021-12-10t06:16:00.000,2021-12-10t06:16:00.000,tlv,llbg,1,,2021-12-10t11:15:00.000,2021-12-10t11:02:00.000,2021-12-10t11:06:00.000,2021-12-10t11:06:00.000,2021-12-10t11:06:00.000,ryanair,fr,ryr,1842,fr1842,ryr1842,,,,,,,,,
arrival,landed,pfo,lcph,,23.0,2021-12-10t10:30:00.000,2021-12-10t10:30:00.000,2021-12-10t10:53:00.000,2021-12-10t10:53:00.000,2021-12-10t10:53:00.000,tlv,llbg,1,1.0,2021-12-10t11:35:00.000,2021-12-10t11:34:00.000,2021-12-10t11:36:00.000,2021-12-10t11:36:00.000,2021-12-10t11:36:00.000,ryanair,fr,ryr,4103,fr4103,ryr4103,,,,,,,,,
arrival,unknown,ber,eddb,d17,86.0,2021-12-10t06:35:00.000,2021-12-10t06:45:00.000,2021-12-10t08:00:00.000,2021-12-10t08:00:00.000,2021-12-10t08:00:00.000,tlv,llbg,1,,2021-12-10t11:35:00.000,,,,,ryanair,fr,ryr,6472,fr6472,ryr6472,1,,,,,,,,
arrival,landed,dxb,omdb,,64.0,2021-12-10t09:50:00.000,2021-12-10t09:50:00.000,2021-12-10t10:54:00.000,2021-12-10t10:54:00.000,2021-12-10t10:54:00.000,tlv,llbg,,30.0,2021-12-10t11:40:00.000,2021-12-10t12:06:00.000,2021-12-10t12:09:00.000,2021-12-10t12:09:00.000,2021-12-10t12:09:00.000,emirates,ek,uae,2363,ek2363,uae2363,3,flydubai,fz,fdb,1163,fz1163,fdb1163,,
arrival,landed,dxb,omdb,,64.0,2021-12-10t09:50:00.000,2021-12-10t09:50:00.000,2021-12-10t10:54:00.000,2021-12-10t10:54:00.000,2021-12-10t10:54:00.000,tlv,llbg,,30.0,2021-12-10t11:40:00.000,2021-12-10t12:06:00.000,2021-12-10t12:09:00.000,2021-12-10t12:09:00.000,2021-12-10t12:09:00.000,flydubai,fz,fdb,1163,fz1163,fdb1163,3,,,,,,,,
arrival,landed,bus,ugsb,,,2021-12-10t11:15:00.000,,,,,tlv,llbg,3,,2021-12-10t11:40:00.000,2021-12-10t11:23:00.000,2021-12-10t11:23:00.000,2021-12-10t11:23:00.000,2021-12-10t11:23:00.000,israir airlines,6h,isr,886,6h886,isr886,,,,,,,,,
arrival,landed,bud,lhbp,,46.0,2021-12-10t07:50:00.000,2021-12-10t08:15:00.000,2021-12-10t08:35:00.000,2021-12-10t08:35:00.000,2021-12-10t08:35:00.000,tlv,llbg,1,30.0,2021-12-10t12:10:00.000,2021-12-10t12:38:00.000,2021-12-10t12:39:00.000,2021-12-10t12:39:00.000,2021-12-10t12:39:00.000,ryanair,fr,ryr,6754,fr6754,ryr6754,2b,,,,,,,,
arrival,unknown,gva,lsgg,c94,340.0,2021-12-10t07:05:00.000,2021-12-10t12:45:00.000,,,,tlv,llbg,3,,2021-12-10t12:10:00.000,,,,,easyjet,u2,ezy,1525,u21525,ezy1525,1,,,,,,,,
arrival,landed,ory,lfpo,d14,9.0,2021-12-10t06:50:00.000,2021-12-10t06:50:00.000,2021-12-10t06:59:00.000,2021-12-10t06:59:00.000,2021-12-10t06:59:00.000,tlv,llbg,1,,2021-12-10t12:35:00.000,2021-12-10t12:05:00.000,2021-12-10t12:04:00.000,2021-12-10t12:04:00.000,2021-12-10t12:04:00.000,transavia france,to,tvf,3930,to3930,tvf3930,3,,,,,,,,
arrival,landed,kbp,ukbb,d11,32.0,2021-12-10t09:45:00.000,2021-12-10t09:45:00.000,2021-12-10t10:17:00.000,2021-12-10t10:17:00.000,2021-12-10t10:17:00.000,tlv,llbg,3,24.0,2021-12-10t12:55:00.000,2021-12-10t13:16:00.000,2021-12-10t13:18:00.000,2021-12-10t13:18:00.000,2021-12-10t13:18:00.000,uia,ps,aui,775,ps775,aui775,d,,,,,,,,
arrival,landed,ams,eham,,5.0,2021-12-10t07:15:00.000,2021-12-10t07:10:00.000,2021-12-10t07:20:00.000,2021-12-10t07:20:00.000,2021-12-10t07:20:00.000,tlv,llbg,3,,2021-12-10t13:00:00.000,2021-12-10t12:37:00.000,2021-12-10t12:43:00.000,2021-12-10t12:43:00.000,2021-12-10t12:43:00.000,easyjet,u2,ezy,7933,u27933,ezy7933,,,,,,,,,
arrival,landed,ewr,kewr,65,52.0,2021-12-09t20:00:00.000,2021-12-09t20:50:00.000,2021-12-09t20:52:00.000,2021-12-09t20:52:00.000,2021-12-09t20:52:00.000,tlv,llbg,3,23.0,2021-12-10t13:20:00.000,2021-12-10t13:46:00.000,2021-12-10t13:42:00.000,2021-12-10t13:42:00.000,2021-12-10t13:42:00.000,el al,ly,ely,26,ly26,ely26,b,,,,,,,,
arrival,unknown,dxb,omdb,,,2021-12-10t12:05:00.000,,,,,tlv,llbg,3,,2021-12-10t13:50:00.000,,,,,el al,ly,ely,5060,ly5060,ely5060,1,,,,,,,,
arrival,landed,ist,ltfm,d5,28.0,2021-12-10t12:40:00.000,2021-12-10t12:40:00.000,2021-12-10t13:08:00.000,2021-12-10t13:08:00.000,2021-12-10t13:08:00.000,tlv,llbg,3,,2021-12-10t13:55:00.000,2021-12-10t13:50:00.000,2021-12-10t13:52:00.000,2021-12-10t13:52:00.000,2021-12-10t13:52:00.000,turkish airlines,tk,thy,794,tk794,thy794,,,,,,,,,
arrival,landed,lax,klax,,35.0,2021-12-09t14:00:00.000,2021-12-09t14:40:00.000,2021-12-09t14:34:00.000,2021-12-09t14:34:00.000,2021-12-09t14:34:00.000,tlv,llbg,3,,2021-12-10t14:00:00.000,2021-12-10t13:31:00.000,2021-12-10t13:20:00.000,2021-12-10t13:20:00.000,2021-12-10t13:20:00.000,el al,ly,ely,6,ly6,ely6,b,,,,,,,,
arrival,landed,ord,kord,c16,28.0,2021-12-09t18:35:00.000,2021-12-09t19:01:00.000,2021-12-09t19:03:00.000,2021-12-09t19:03:00.000,2021-12-09t19:03:00.000,tlv,llbg,3,,2021-12-10t14:00:00.000,2021-12-10t13:46:00.000,2021-12-10t13:50:00.000,2021-12-10t13:50:00.000,2021-12-10t13:50:00.000,united airlines,ua,ual,140,ua140,ual140,1,,,,,,,,b7
arrival,landed,cdg,lfpg,e10,32.0,2021-12-10t08:55:00.000,2021-12-10t09:12:00.000,2021-12-10t09:26:00.000,2021-12-10t09:26:00.000,2021-12-10t09:26:00.000,tlv,llbg,3,10.0,2021-12-10t14:05:00.000,2021-12-10t14:13:00.000,2021-12-10t14:14:00.000,2021-12-10t14:14:00.000,2021-12-10t14:14:00.000,delta air lines,dl,dal,8457,dl8457,dal8457,2e,air france,af,afr,962,af962,afr962,,
arrival,landed,cdg,lfpg,e10,32.0,2021-12-10t08:55:00.000,2021-12-10t09:12:00.000,2021-12-10t09:26:00.000,2021-12-10t09:26:00.000,2021-12-10t09:26:00.000,tlv,llbg,3,10.0,2021-12-10t14:05:00.000,2021-12-10t14:13:00.000,2021-12-10t14:14:00.000,2021-12-10t14:14:00.000,2021-12-10t14:14:00.000,klm,kl,klm,2055,kl2055,klm2055,2e,air france,af,afr,962,af962,afr962,,
arrival,landed,cdg,lfpg,e10,32.0,2021-12-10t08:55:00.000,2021-12-10t09:12:00.000,2021-12-10t09:26:00.000,2021-12-10t09:26:00.000,2021-12-10t09:26:00.000,tlv,llbg,3,10.0,2021-12-10t14:05:00.000,2021-12-10t14:13:00.000,2021-12-10t14:14:00.000,2021-12-10t14:14:00.000,2021-12-10t14:14:00.000,air france,af,afr,962,af962,afr962,2e,,,,,,,,
arrival,landed,jfk,kjfk,,52.0,2021-12-09t20:50:00.000,2021-12-09t21:42:00.000,2021-12-09t21:42:00.000,2021-12-09t21:42:00.000,2021-12-09t21:42:00.000,tlv,llbg,3,14.0,2021-12-10t14:10:00.000,2021-12-10t14:22:00.000,2021-12-10t14:23:00.000,2021-12-10t14:23:00.000,2021-12-10t14:23:00.000,aeromexico,am,amx,7856,am7856,amx7856,4,el al,ly,ely,8,ly8,ely8,,
arrival,landed,jfk,kjfk,,52.0,2021-12-09t20:50:00.000,2021-12-09t21:42:00.000,2021-12-09t21:42:00.000,2021-12-09t21:42:00.000,2021-12-09t21:42:00.000,tlv,llbg,3,14.0,2021-12-10t14:10:00.000,2021-12-10t14:22:00.000,2021-12-10t14:23:00.000,2021-12-10t14:23:00.000,2021-12-10t14:23:00.000,aerolineas argentinas,ar,arg,7856,ar7856,arg7856,4,el al,ly,ely,8,ly8,ely8,,
arrival,landed,jfk,kjfk,,52.0,2021-12-09t20:50:00.000,2021-12-09t21:42:00.000,2021-12-09t21:42:00.000,2021-12-09t21:42:00.000,2021-12-09t21:42:00.000,tlv,llbg,3,14.0,2021-12-10t14:10:00.000,2021-12-10t14:22:00.000,2021-12-10t14:23:00.000,2021-12-10t14:23:00.000,2021-12-10t14:23:00.000,el al,ly,ely,8,ly8,ely8,4,,,,,,,,
arrival,landed,mad,lemd,b20,26.0,2021-12-10t08:50:00.000,2021-12-10t08:50:00.000,2021-12-10t09:16:00.000,2021-12-10t09:16:00.000,2021-12-10t09:16:00.000,tlv,llbg,3,3.0,2021-12-10t14:15:00.000,2021-12-10t14:17:00.000,2021-12-10t14:18:00.000,2021-12-10t14:18:00.000,2021-12-10t14:18:00.000,aeromexico,am,amx,6847,am6847,amx6847,1,air europa,ux,aea,1301,ux1301,aea1301,,
arrival,landed,mad,lemd,b20,26.0,2021-12-10t08:50:00.000,2021-12-10t08:50:00.000,2021-12-10t09:16:00.000,2021-12-10t09:16:00.000,2021-12-10t09:16:00.000,tlv,llbg,3,3.0,2021-12-10t14:15:00.000,2021-12-10t14:17:00.000,2021-12-10t14:18:00.000,2021-12-10t14:18:00.000,2021-12-10t14:18:00.000,air europa,ux,aea,1301,ux1301,aea1301,1,,,,,,,,
arrival,landed,lhr,egll,f,22.0,2021-12-10t07:45:00.000,2021-12-10t07:45:00.000,2021-12-10t08:06:00.000,2021-12-10t08:06:00.000,2021-12-10t08:06:00.000,tlv,llbg,3,,2021-12-10t14:35:00.000,2021-12-10t14:20:00.000,2021-12-10t14:21:00.000,2021-12-10t14:21:00.000,2021-12-10t14:21:00.000,british airways,ba,baw,165,ba165,baw165,5,,,,,,,,
arrival,unknown,ams,eham,,,2021-12-10t09:15:00.000,,,,,tlv,llbg,3,,2021-12-10t14:40:00.000,,,,,american airlines,aa,aal,8379,aa8379,aal8379,,el al,ly,ely,338,ly338,ely338,,
arrival,unknown,ams,eham,,,2021-12-10t09:15:00.000,,,,,tlv,llbg,3,,2021-12-10t14:40:00.000,,,,,el al,ly,ely,338,ly338,ely338,,,,,,,,,
arrival,landed,ltn,eggw,1,15.0,2021-12-10t08:00:00.000,2021-12-10t08:11:00.000,2021-12-10t08:14:00.000,2021-12-10t08:14:00.000,2021-12-10t08:14:00.000,tlv,llbg,3,,2021-12-10t14:50:00.000,2021-12-10t14:45:00.000,2021-12-10t14:43:00.000,2021-12-10t14:43:00.000,2021-12-10t14:43:00.000,el al,ly,ely,312,ly312,ely312,,,,,,,,,
arrival,landed,bud,lhbp,,16.0,2021-12-10t10:45:00.000,2021-12-10t10:45:00.000,2021-12-10t11:00:00.000,2021-12-10t11:00:00.000,2021-12-10t11:00:00.000,tlv,llbg,3,11.0,2021-12-10t14:55:00.000,2021-12-10t15:04:00.000,2021-12-10t15:05:00.000,2021-12-10t15:05:00.000,2021-12-10t15:05:00.000,el al,ly,ely,2366,ly2366,ely2366,2b,,,,,,,,
arrival,landed,prg,lkpr,a2,,2021-12-10t10:15:00.000,2021-12-10t10:10:00.000,2021-12-10t10:15:00.000,2021-12-10t10:15:00.000,2021-12-10t10:15:00.000,tlv,llbg,3,,2021-12-10t14:55:00.000,2021-12-10t14:48:00.000,2021-12-10t14:46:00.000,2021-12-10t14:46:00.000,2021-12-10t14:46:00.000,el al,ly,ely,2522,ly2522,ely2522,1,,,,,,,142,
arrival,scheduled,gnb,lfls,,133.0,2021-12-10t10:00:00.000,,2021-12-10t12:12:00.000,2021-12-10t12:12:00.000,2021-12-10t12:12:00.000,tlv,llbg,3,110.0,2021-12-10t15:00:00.000,2021-12-10t16:49:00.000,,,,israir airlines,6h,isr,142,6h142,isr142,,,,,,,,,
arrival,landed,dxb,omdb,,34.0,2021-12-10t13:25:00.000,,2021-12-10t13:58:00.000,2021-12-10t13:58:00.000,2021-12-10t13:58:00.000,tlv,llbg,3,6.0,2021-12-10t15:10:00.000,2021-12-10t15:11:00.000,2021-12-10t15:15:00.000,2021-12-10t15:15:00.000,2021-12-10t15:15:00.000,el al,ly,ely,972,ly972,ely972,1,,,,,,,,
arrival,unknown,hkg,vhhh,,,2021-12-10t09:30:00.000,,,,,tlv,llbg,,,2021-12-10t15:10:00.000,,,,,c.a.l. cargo airlines,5c,icl,852,5c852,icl852,,,,,,,,,
arrival,landed,fra,eddf,c4,31.0,2021-12-10t10:10:00.000,2021-12-10t10:10:00.000,2021-12-10t10:41:00.000,2021-12-10t10:41:00.000,2021-12-10t10:41:00.000,tlv,llbg,3,6.0,2021-12-10t15:15:00.000,2021-12-10t15:19:00.000,2021-12-10t15:20:00.000,2021-12-10t15:20:00.000,2021-12-10t15:20:00.000,air canada,ac,aca,9020,ac9020,aca9020,1,lufthansa,lh,dlh,686,lh686,dlh686,,
arrival,landed,fra,eddf,c4,31.0,2021-12-10t10:10:00.000,2021-12-10t10:10:00.000,2021-12-10t10:41:00.000,2021-12-10t10:41:00.000,2021-12-10t10:41:00.000,tlv,llbg,3,6.0,2021-12-10t15:15:00.000,2021-12-10t15:19:00.000,2021-12-10t15:20:00.000,2021-12-10t15:20:00.000,2021-12-10t15:20:00.000,ana,nh,ana,5459,nh5459,ana5459,1,lufthansa,lh,dlh,686,lh686,dlh686,,
arrival,landed,fra,eddf,c4,31.0,2021-12-10t10:10:00.000,2021-12-10t10:10:00.000,2021-12-10t10:41:00.000,2021-12-10t10:41:00.000,2021-12-10t10:41:00.000,tlv,llbg,3,6.0,2021-12-10t15:15:00.000,2021-12-10t15:19:00.000,2021-12-10t15:20:00.000,2021-12-10t15:20:00.000,2021-12-10t15:20:00.000,brussels airlines,sn,bel,7173,sn7173,bel7173,1,lufthansa,lh,dlh,686,lh686,dlh686,,
arrival,landed,fra,eddf,c4,31.0,2021-12-10t10:10:00.000,2021-12-10t10:10:00.000,2021-12-10t10:41:00.000,2021-12-10t10:41:00.000,2021-12-10t10:41:00.000,tlv,llbg,3,6.0,2021-12-10t15:15:00.000,2021-12-10t15:19:00.000,2021-12-10t15:20:00.000,2021-12-10t15:20:00.000,2021-12-10t15:20:00.000,united airlines,ua,ual,9120,ua9120,ual9120,1,lufthansa,lh,dlh,686,lh686,dlh686,,
arrival,landed,fra,eddf,c4,31.0,2021-12-10t10:10:00.000,2021-12-10t10:10:00.000,2021-12-10t10:41:00.000,2021-12-10t10:41:00.000,2021-12-10t10:41:00.000,tlv,llbg,3,6.0,2021-12-10t15:15:00.000,2021-12-10t15:19:00.000,2021-12-10t15:20:00.000,2021-12-10t15:20:00.000,2021-12-10t15:20:00.000,lufthansa,lh,dlh,686,lh686,dlh686,1,,,,,,,,
arrival,scheduled,ber,eddb,,,2021-12-10t10:10:00.000,,,,,tlv,llbg,3,,2021-12-10t15:20:00.000,,,,,el al,ly,ely,2372,ly2372,ely2372,1,,,,,,,,
arrival,landed,fco,lirf,,17.0,2021-12-10t11:10:00.000,,2021-12-10t11:27:00.000,2021-12-10t11:27:00.000,2021-12-10t11:27:00.000,tlv,llbg,3,,2021-12-10t15:30:00.000,2021-12-10t15:20:00.000,2021-12-10t15:17:00.000,2021-12-10t15:17:00.000,2021-12-10t15:17:00.000,arkia israeli airlines,iz,aiz,336,iz336,aiz336,3,,,,,,,,
arrival,landed,ath,lgav,a1,9.0,2021-12-10t13:30:00.000,2021-12-10t13:30:00.000,2021-12-10t13:38:00.000,2021-12-10t13:38:00.000,2021-12-10t13:38:00.000,tlv,llbg,3,,2021-12-10t15:30:00.000,2021-12-10t15:12:00.000,2021-12-10t15:14:00.000,2021-12-10t15:14:00.000,2021-12-10t15:14:00.000,israir airlines,6h,isr,562,6h562,isr562,m,,,,,,,,
arrival,unknown,dxb,omdb,,,2021-12-10t13:45:00.000,,,,,tlv,llbg,3,,2021-12-10t15:35:00.000,,,,,israir airlines,6h,isr,668,6h668,isr668,1,,,,,,,,
arrival,landed,bud,lhbp,,22.0,2021-12-10t11:35:00.000,2021-12-10t11:35:00.000,2021-12-10t11:56:00.000,2021-12-10t11:56:00.000,2021-12-10t11:56:00.000,tlv,llbg,3,5.0,2021-12-10t15:50:00.000,2021-12-10t15:56:00.000,2021-12-10t15:55:00.000,2021-12-10t15:55:00.000,2021-12-10t15:55:00.000,israir airlines,6h,isr,726,6h726,isr726,2b,,,,,,,,
arrival,landed,ltn,eggw,,5.0,2021-12-10t08:55:00.000,2021-12-10t08:55:00.000,2021-12-10t08:59:00.000,2021-12-10t08:59:00.000,2021-12-10t08:59:00.000,tlv,llbg,3,,2021-12-10t16:00:00.000,2021-12-10t15:39:00.000,2021-12-10t15:41:00.000,2021-12-10t15:41:00.000,2021-12-10t15:41:00.000,easyjet,u2,ezy,2083,u22083,ezy2083,,,,,,,,,
arrival,landed,ewr,kewr,123,46.0,2021-12-09t23:05:00.000,2021-12-09t23:44:00.000,2021-12-09t23:51:00.000,2021-12-09t23:51:00.000,2021-12-09t23:51:00.000,tlv,llbg,3,2.0,2021-12-10t16:20:00.000,2021-12-10t16:21:00.000,2021-12-10t16:22:00.000,2021-12-10t16:22:00.000,2021-12-10t16:22:00.000,united airlines,ua,ual,90,ua90,ual90,c,,,,,,,,b6
arrival,landed,ber,eddb,824,30.0,2021-12-10t11:20:00.000,2021-12-10t11:20:00.000,2021-12-10t11:50:00.000,2021-12-10t11:50:00.000,2021-12-10t11:50:00.000,tlv,llbg,3,30.0,2021-12-10t16:20:00.000,,2021-12-10t16:50:00.000,2021-12-10t16:50:00.000,2021-12-10t16:50:00.000,israir airlines,6h,isr,254,6h254,isr254,1,,,,,,,,
arrival,landed,isl,ltba,,40.0,2021-12-10t07:30:00.000,2021-12-10t07:50:00.000,2021-12-10t08:09:00.000,2021-12-10t08:09:00.000,2021-12-10t08:09:00.000,tlv,llbg,,23.0,2021-12-10t08:22:00.000,2021-12-10t08:43:00.000,2021-12-10t08:45:00.000,2021-12-10t08:45:00.000,2021-12-10t08:45:00.000,turkish airlines,tk,thy,6342,tk6342,thy6342,,,,,,,,,
arrival,scheduled,fco,lirf,,,2021-12-10t12:05:00.000,,,,,tlv,llbg,3,,2021-12-10t16:25:00.000,,,,,italia trasporto aereo,az,ity,808,az808,ity808,1,,,,,,,,
arrival,scheduled,dxb,omdb,,,2021-12-10t14:50:00.000,,,,,tlv,llbg,,,2021-12-10t16:25:00.000,,,,,emirates,ek,uae,931,ek931,uae931,3,,,,,,,,
arrival,landed,dxb,omdb,,33.0,2021-12-10t14:35:00.000,2021-12-10t14:35:00.000,2021-12-10t15:08:00.000,2021-12-10t15:08:00.000,2021-12-10t15:08:00.000,tlv,llbg,3,3.0,2021-12-10t16:25:00.000,2021-12-10t16:24:00.000,2021-12-10t16:27:00.000,2021-12-10t16:27:00.000,2021-12-10t16:27:00.000,israir airlines,6h,isr,662,6h662,isr662,1,,,,,,,,
arrival,landed,jfk,kjfk,47,14.0,2021-12-09t23:55:00.000,2021-12-10t00:12:00.000,2021-12-10t00:09:00.000,2021-12-10t00:09:00.000,2021-12-10t00:09:00.000,tlv,llbg,3,,2021-12-10t17:15:00.000,2021-12-10t16:47:00.000,2021-12-10t16:42:00.000,2021-12-10t16:42:00.000,2021-12-10t16:42:00.000,jetblue airways,b6,jbu,4498,b64498,jbu4498,8,american airlines,aa,aal,146,aa146,aal146,,
arrival,landed,jfk,kjfk,47,14.0,2021-12-09t23:55:00.000,2021-12-10t00:12:00.000,2021-12-10t00:09:00.000,2021-12-10t00:09:00.000,2021-12-10t00:09:00.000,tlv,llbg,3,,2021-12-10t17:15:00.000,2021-12-10t16:47:00.000,2021-12-10t16:42:00.000,2021-12-10t16:42:00.000,2021-12-10t16:42:00.000,american airlines,aa,aal,146,aa146,aal146,8,,,,,,,,
arrival,landed,jfk,kjfk,b41,10.0,2021-12-09t23:45:00.000,2021-12-10t00:07:00.000,2021-12-09t23:55:00.000,2021-12-09t23:55:00.000,2021-12-09t23:55:00.000,tlv,llbg,3,,2021-12-10t17:20:00.000,2021-12-10t16:34:00.000,2021-12-10t16:36:00.000,2021-12-10t16:36:00.000,2021-12-10t16:36:00.000,delta air lines,dl,dal,234,dl234,dal234,4,,,,,,,,c09
arrival,scheduled,zrh,lszh,1,100.0,2021-12-10t12:35:00.000,2021-12-10t13:10:00.000,2021-12-10t14:15:00.000,2021-12-10t14:15:00.000,2021-12-10t14:15:00.000,tlv,llbg,3,80.0,2021-12-10t17:25:00.000,2021-12-10t18:44:00.000,,,,el al,ly,ely,8850,ly8850,ely8850,,swiss,lx,swr,252,lx252,swr252,,
arrival,scheduled,zrh,lszh,1,100.0,2021-12-10t12:35:00.000,2021-12-10t13:10:00.000,2021-12-10t14:15:00.000,2021-12-10t14:15:00.000,2021-12-10t14:15:00.000,tlv,llbg,3,80.0,2021-12-10t17:25:00.000,2021-12-10t18:44:00.000,,,,swiss,lx,swr,252,lx252,swr252,,,,,,,,,
arrival,landed,bgy,lime,,26.0,2021-12-10t12:45:00.000,2021-12-10t13:00:00.000,2021-12-10t13:11:00.000,2021-12-10t13:11:00.000,2021-12-10t13:11:00.000,tlv,llbg,1,8.0,2021-12-10t17:30:00.000,2021-12-10t17:36:00.000,2021-12-10t17:37:00.000,2021-12-10t17:37:00.000,2021-12-10t17:37:00.000,ryanair,fr,ryr,2005,fr2005,ryr2005,,,,,,,,,
arrival,unknown,ams,eham,,,2021-12-10t12:15:00.000,,,,,tlv,llbg,3,,2021-12-10t17:45:00.000,,,,,arkia israeli airlines,iz,aiz,512,iz512,aiz512,,,,,,,,,
arrival,landed,vie,loww,g12,21.0,2021-12-10t13:20:00.000,2021-12-10t13:24:00.000,2021-12-10t13:41:00.000,2021-12-10t13:41:00.000,2021-12-10t13:41:00.000,tlv,llbg,3,4.0,2021-12-10t17:45:00.000,2021-12-10t17:47:00.000,2021-12-10t17:48:00.000,2021-12-10t17:48:00.000,2021-12-10t17:48:00.000,austrian,os,aua,861,os861,aua861,3,,,,,,,,
arrival,scheduled,ber,eddb,,79.0,2021-12-10t12:30:00.000,2021-12-10t13:10:00.000,2021-12-10t13:48:00.000,2021-12-10t13:48:00.000,2021-12-10t13:48:00.000,tlv,llbg,3,63.0,2021-12-10t17:45:00.000,2021-12-10t18:48:00.000,,,,easyjet,u2,ezy,5205,u25205,ezy5205,1,,,,,,,,
arrival,landed,ist,ltfm,d13,45.0,2021-12-10t18:25:00.000,2021-12-10t18:25:00.000,2021-12-10t19:09:00.000,2021-12-10t19:09:00.000,2021-12-10t19:09:00.000,tlv,llbg,3,25.0,2021-12-10t19:25:00.000,2021-12-10t19:50:00.000,2021-12-10t19:49:00.000,2021-12-10t19:49:00.000,2021-12-10t19:49:00.000,air serbia,ju,asl,8254,ju8254,asl8254,,turkish airlines,tk,thy,788,tk788,thy788,,
arrival,landed,ist,ltfm,d13,45.0,2021-12-10t18:25:00.000,2021-12-10t18:25:00.000,2021-12-10t19:09:00.000,2021-12-10t19:09:00.000,2021-12-10t19:09:00.000,tlv,llbg,3,25.0,2021-12-10t19:25:00.000,2021-12-10t19:50:00.000,2021-12-10t19:49:00.000,2021-12-10t19:49:00.000,2021-12-10t19:49:00.000,turkish airlines,tk,thy,788,tk788,thy788,,,,,,,,,
arrival,landed,nap,lirn,b15,36.0,2021-12-10t15:35:00.000,2021-12-10t15:50:00.000,2021-12-10t16:10:00.000,2021-12-10t16:10:00.000,2021-12-10t16:10:00.000,tlv,llbg,1,,2021-12-10t19:50:00.000,2021-12-10t19:44:00.000,2021-12-10t19:47:00.000,2021-12-10t19:47:00.000,2021-12-10t19:47:00.000,ryanair,fr,ryr,8695,fr8695,ryr8695,,,,,,,,,
arrival,unknown,lgg,eblg,,,2021-12-10t14:45:00.000,,,,,tlv,llbg,,,2021-12-10t20:10:00.000,,,,,c.a.l. cargo airlines,5c,icl,504,5c504,icl504,,,,,,,,,
arrival,unknown,gyd,ubbb,,,2021-12-10t18:00:00.000,,,,,tlv,llbg,,,2021-12-10t20:10:00.000,,,,,silk way west,7l,azg,216,7l216,azg216,,,,,,,,,
arrival,landed,bud,lhbp,,14.0,2021-12-10t16:35:00.000,2021-12-10t16:36:00.000,2021-12-10t16:49:00.000,2021-12-10t16:49:00.000,2021-12-10t16:49:00.000,tlv,llbg,1,,2021-12-10t20:55:00.000,2021-12-10t20:44:00.000,2021-12-10t20:44:00.000,2021-12-10t20:44:00.000,2021-12-10t20:44:00.000,ryanair,fr,ryr,6768,fr6768,ryr6768,2b,,,,,,,,
arrival,landed,saw,ltfj,201a,24.0,2021-12-10t20:20:00.000,2021-12-10t20:20:00.000,2021-12-10t20:43:00.000,2021-12-10t20:43:00.000,2021-12-10t20:43:00.000,tlv,llbg,3,,2021-12-10t21:25:00.000,2021-12-10t21:19:00.000,2021-12-10t21:22:00.000,2021-12-10t21:22:00.000,2021-12-10t21:22:00.000,pegasus,pc,pgt,785,pc785,pgt785,,,,,,,,,
