type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.delay,arrival.baggage,arrival.gate
arrival,landed,muc,eddm,1,f21,23.0,2021-12-05t22:10:00.000,2021-12-05t22:10:00.000,2021-12-05t22:33:00.000,2021-12-05t22:33:00.000,2021-12-05t22:33:00.000,tlv,llbg,3,2021-12-06t02:50:00.000,2021-12-06t02:57:00.000,2021-12-06t02:58:00.000,2021-12-06t02:58:00.000,2021-12-06t02:58:00.000,united airlines,ua,ual,9471,ua9471,ual9471,lufthansa,lh,dlh,682,lh682,dlh682,8.0,,
arrival,landed,muc,eddm,1,f21,23.0,2021-12-05t22:10:00.000,2021-12-05t22:10:00.000,2021-12-05t22:33:00.000,2021-12-05t22:33:00.000,2021-12-05t22:33:00.000,tlv,llbg,3,2021-12-06t02:50:00.000,2021-12-06t02:57:00.000,2021-12-06t02:58:00.000,2021-12-06t02:58:00.000,2021-12-06t02:58:00.000,lufthansa,lh,dlh,682,lh682,dlh682,,,,,,,8.0,,
arrival,landed,add,haab,2,a15,13.0,2021-12-05t23:55:00.000,2021-12-05t23:55:00.000,2021-12-06t00:07:00.000,2021-12-06t00:07:00.000,2021-12-06t00:07:00.000,tlv,llbg,3,2021-12-06t03:00:00.000,2021-12-06t02:57:00.000,2021-12-06t03:01:00.000,2021-12-06t03:01:00.000,2021-12-06t03:01:00.000,el al,ly,ely,8804,ly8804,ely8804,ethiopian airlines,et,eth,404,et404,eth404,1.0,,
arrival,landed,add,haab,2,a15,13.0,2021-12-05t23:55:00.000,2021-12-05t23:55:00.000,2021-12-06t00:07:00.000,2021-12-06t00:07:00.000,2021-12-06t00:07:00.000,tlv,llbg,3,2021-12-06t03:00:00.000,2021-12-06t02:57:00.000,2021-12-06t03:01:00.000,2021-12-06t03:01:00.000,2021-12-06t03:01:00.000,ethiopian airlines,et,eth,404,et404,eth404,,,,,,,1.0,,
arrival,scheduled,ams,eham,,,,2021-12-05t21:30:00.000,,,,,tlv,llbg,3,2021-12-06t03:00:00.000,,,,,aeromexico,am,amx,7850,am7850,amx7850,el al,ly,ely,336,ly336,ely336,,,
arrival,scheduled,ams,eham,,,,2021-12-05t21:30:00.000,,,,,tlv,llbg,3,2021-12-06t03:00:00.000,,,,,el al,ly,ely,336,ly336,ely336,,,,,,,,,
arrival,landed,lhr,egll,2,b38,26.0,2021-12-05t20:20:00.000,2021-12-05t20:30:00.000,2021-12-05t20:45:00.000,2021-12-05t20:45:00.000,2021-12-05t20:45:00.000,tlv,llbg,3,2021-12-06t03:05:00.000,2021-12-06t02:49:00.000,2021-12-06t02:50:00.000,2021-12-06t02:50:00.000,2021-12-06t02:50:00.000,american airlines,aa,aal,8373,aa8373,aal8373,el al,ly,ely,318,ly318,ely318,,,
arrival,landed,lhr,egll,2,b38,26.0,2021-12-05t20:20:00.000,2021-12-05t20:30:00.000,2021-12-05t20:45:00.000,2021-12-05t20:45:00.000,2021-12-05t20:45:00.000,tlv,llbg,3,2021-12-06t03:05:00.000,2021-12-06t02:49:00.000,2021-12-06t02:50:00.000,2021-12-06t02:50:00.000,2021-12-06t02:50:00.000,aeromexico,am,amx,7876,am7876,amx7876,el al,ly,ely,318,ly318,ely318,,,
arrival,landed,lhr,egll,2,b38,26.0,2021-12-05t20:20:00.000,2021-12-05t20:30:00.000,2021-12-05t20:45:00.000,2021-12-05t20:45:00.000,2021-12-05t20:45:00.000,tlv,llbg,3,2021-12-06t03:05:00.000,2021-12-06t02:49:00.000,2021-12-06t02:50:00.000,2021-12-06t02:50:00.000,2021-12-06t02:50:00.000,el al,ly,ely,318,ly318,ely318,,,,,,,,,
arrival,landed,bru,ebbr,,b11,15.0,2021-12-05t21:45:00.000,2021-12-05t22:03:00.000,2021-12-05t22:00:00.000,2021-12-05t22:00:00.000,2021-12-05t22:00:00.000,tlv,llbg,3,2021-12-06t03:05:00.000,2021-12-06t03:06:00.000,2021-12-06t03:04:00.000,2021-12-06t03:04:00.000,2021-12-06t03:04:00.000,el al,ly,ely,332,ly332,ely332,,,,,,,,,
arrival,landed,fco,lirf,1,60,11.0,2021-12-05t23:10:00.000,2021-12-05t23:23:00.000,2021-12-05t23:21:00.000,2021-12-05t23:21:00.000,2021-12-05t23:21:00.000,tlv,llbg,3,2021-12-06t03:30:00.000,2021-12-06t03:15:00.000,2021-12-06t03:11:00.000,2021-12-06t03:11:00.000,2021-12-06t03:11:00.000,italia trasporto aereo,az,ity,810,az810,ity810,,,,,,,,,
arrival,landed,zrh,lszh,,1,23.0,2021-12-05t22:45:00.000,2021-12-05t22:43:00.000,2021-12-05t23:08:00.000,2021-12-05t23:08:00.000,2021-12-05t23:08:00.000,tlv,llbg,3,2021-12-06t03:30:00.000,2021-12-06t03:36:00.000,2021-12-06t03:31:00.000,2021-12-06t03:31:00.000,2021-12-06t03:31:00.000,el al,ly,ely,8852,ly8852,ely8852,swiss,lx,swr,256,lx256,swr256,1.0,,
arrival,landed,zrh,lszh,,1,23.0,2021-12-05t22:45:00.000,2021-12-05t22:43:00.000,2021-12-05t23:08:00.000,2021-12-05t23:08:00.000,2021-12-05t23:08:00.000,tlv,llbg,3,2021-12-06t03:30:00.000,2021-12-06t03:36:00.000,2021-12-06t03:31:00.000,2021-12-06t03:31:00.000,2021-12-06t03:31:00.000,swiss,lx,swr,256,lx256,swr256,,,,,,,1.0,,
arrival,landed,waw,epwa,a,15n,52.0,2021-12-05t22:50:00.000,2021-12-05t23:00:00.000,2021-12-05t23:41:00.000,2021-12-05t23:41:00.000,2021-12-05t23:41:00.000,tlv,llbg,3,2021-12-06t03:35:00.000,2021-12-06t03:59:00.000,2021-12-06t04:04:00.000,2021-12-06t04:04:00.000,2021-12-06t04:04:00.000,lot - polish airlines,lo,lot,151,lo151,lot151,,,,,,,29.0,,
arrival,scheduled,bcn,lebl,1,d16,138.0,2021-12-05t22:50:00.000,2021-12-06t00:25:00.000,2021-12-06t01:07:00.000,2021-12-06t01:07:00.000,2021-12-06t01:07:00.000,tlv,llbg,3,2021-12-06t03:55:00.000,2021-12-06t05:48:00.000,,,,arkia israeli airlines,iz,aiz,272,iz272,aiz272,,,,,,,113.0,,
arrival,landed,cdg,lfpg,2a,a43,12.0,2021-12-05t22:30:00.000,2021-12-05t22:44:00.000,2021-12-05t22:41:00.000,2021-12-05t22:41:00.000,2021-12-05t22:41:00.000,tlv,llbg,3,2021-12-06t03:55:00.000,2021-12-06t03:27:00.000,2021-12-06t03:26:00.000,2021-12-06t03:26:00.000,2021-12-06t03:26:00.000,aeromexico,am,amx,7854,am7854,amx7854,el al,ly,ely,326,ly326,ely326,,,
arrival,landed,cdg,lfpg,2a,a43,12.0,2021-12-05t22:30:00.000,2021-12-05t22:44:00.000,2021-12-05t22:41:00.000,2021-12-05t22:41:00.000,2021-12-05t22:41:00.000,tlv,llbg,3,2021-12-06t03:55:00.000,2021-12-06t03:27:00.000,2021-12-06t03:26:00.000,2021-12-06t03:26:00.000,2021-12-06t03:26:00.000,el al,ly,ely,326,ly326,ely326,,,,,,,,,
arrival,landed,lhr,egll,3,13,24.0,2021-12-05t21:15:00.000,2021-12-05t21:15:00.000,2021-12-05t21:38:00.000,2021-12-05t21:38:00.000,2021-12-05t21:38:00.000,tlv,llbg,3,2021-12-06t04:15:00.000,2021-12-06t03:57:00.000,2021-12-06t03:57:00.000,2021-12-06t03:57:00.000,2021-12-06t03:57:00.000,aeromexico,am,amx,7698,am7698,amx7698,virgin atlantic,vs,vir,453,vs453,vir453,,,
arrival,landed,lhr,egll,3,13,24.0,2021-12-05t21:15:00.000,2021-12-05t21:15:00.000,2021-12-05t21:38:00.000,2021-12-05t21:38:00.000,2021-12-05t21:38:00.000,tlv,llbg,3,2021-12-06t04:15:00.000,2021-12-06t03:57:00.000,2021-12-06t03:57:00.000,2021-12-06t03:57:00.000,2021-12-06t03:57:00.000,delta air lines,dl,dal,4420,dl4420,dal4420,virgin atlantic,vs,vir,453,vs453,vir453,,,
arrival,landed,lhr,egll,3,13,24.0,2021-12-05t21:15:00.000,2021-12-05t21:15:00.000,2021-12-05t21:38:00.000,2021-12-05t21:38:00.000,2021-12-05t21:38:00.000,tlv,llbg,3,2021-12-06t04:15:00.000,2021-12-06t03:57:00.000,2021-12-06t03:57:00.000,2021-12-06t03:57:00.000,2021-12-06t03:57:00.000,virgin atlantic,vs,vir,453,vs453,vir453,,,,,,,,,
arrival,landed,prg,lkpr,1,b8,13.0,2021-12-05t23:45:00.000,2021-12-05t23:45:00.000,2021-12-05t23:57:00.000,2021-12-05t23:57:00.000,2021-12-05t23:57:00.000,tlv,llbg,3,2021-12-06t04:35:00.000,2021-12-06t04:27:00.000,2021-12-06t04:25:00.000,2021-12-06t04:25:00.000,2021-12-06t04:25:00.000,csa,ok,csa,5288,ok5288,csa5288,smartwings,qs,tvs,1286,qs1286,tvs1286,,143,
arrival,landed,prg,lkpr,1,b8,13.0,2021-12-05t23:45:00.000,2021-12-05t23:45:00.000,2021-12-05t23:57:00.000,2021-12-05t23:57:00.000,2021-12-05t23:57:00.000,tlv,llbg,3,2021-12-06t04:35:00.000,2021-12-06t04:27:00.000,2021-12-06t04:25:00.000,2021-12-06t04:25:00.000,2021-12-06t04:25:00.000,smartwings,qs,tvs,1286,qs1286,tvs1286,,,,,,,,143,
arrival,unknown,lgg,eblg,,,,2021-12-05t23:45:00.000,,,,,tlv,llbg,,2021-12-06t05:00:00.000,,,,,el al,ly,ely,822,ly822,ely822,,,,,,,,,
arrival,landed,svo,uuee,c,136,25.0,2021-12-06t01:40:00.000,2021-12-06t01:27:00.000,2021-12-06t02:05:00.000,2021-12-06t02:05:00.000,2021-12-06t02:05:00.000,tlv,llbg,3,2021-12-06t05:00:00.000,2021-12-06t04:59:00.000,2021-12-06t04:56:00.000,2021-12-06t04:56:00.000,2021-12-06t04:56:00.000,aeroflot,su,afl,500,su500,afl500,,,,,,,,c5,
arrival,landed,hkt,vtsp,i,,,2021-12-05t23:30:00.000,2021-12-05t23:28:00.000,2021-12-05t23:26:00.000,2021-12-05t23:26:00.000,2021-12-05t23:26:00.000,tlv,llbg,3,2021-12-06t05:30:00.000,2021-12-06t05:01:00.000,2021-12-06t05:02:00.000,2021-12-06t05:02:00.000,2021-12-06t05:02:00.000,el al,ly,ely,82,ly82,ely82,,,,,,,,,
arrival,landed,mia,kmia,s,j5,34.0,2021-12-05t12:00:00.000,2021-12-05t12:36:00.000,2021-12-05t12:33:00.000,2021-12-05t12:33:00.000,2021-12-05t12:33:00.000,tlv,llbg,3,2021-12-06t06:45:00.000,2021-12-06t06:28:00.000,2021-12-06t06:30:00.000,2021-12-06t06:30:00.000,2021-12-06t06:30:00.000,aerolineas argentinas,ar,arg,7850,ar7850,arg7850,el al,ly,ely,18,ly18,ely18,,,
arrival,landed,mia,kmia,s,j5,34.0,2021-12-05t12:00:00.000,2021-12-05t12:36:00.000,2021-12-05t12:33:00.000,2021-12-05t12:33:00.000,2021-12-05t12:33:00.000,tlv,llbg,3,2021-12-06t06:45:00.000,2021-12-06t06:28:00.000,2021-12-06t06:30:00.000,2021-12-06t06:30:00.000,2021-12-06t06:30:00.000,el al,ly,ely,18,ly18,ely18,,,,,,,,,
arrival,scheduled,hkg,vhhh,1,50,81.0,2021-12-06t01:30:00.000,2021-12-06t02:32:00.000,2021-12-06t02:51:00.000,2021-12-06t02:51:00.000,2021-12-06t02:51:00.000,tlv,llbg,3,2021-12-06t07:15:00.000,2021-12-06t08:17:00.000,,,,cathay pacific,cx,cpa,675,cx675,cpa675,,,,,,,62.0,,
arrival,landed,lgg,eblg,,,3.0,2021-12-06t01:50:00.000,,2021-12-06t01:52:00.000,2021-12-06t01:52:00.000,2021-12-06t01:52:00.000,tlv,llbg,,2021-12-06t07:20:00.000,2021-12-06t06:57:00.000,2021-12-06t06:59:00.000,2021-12-06t06:59:00.000,2021-12-06t06:59:00.000,asl airlines belgium,3v,tay,4848,3v4848,tay4848,,,,,,,,,
arrival,landed,lca,lclk,,,20.0,2021-12-06t07:30:00.000,2021-12-06t07:30:00.000,2021-12-06t07:49:00.000,2021-12-06t07:49:00.000,2021-12-06t07:49:00.000,tlv,llbg,,2021-12-06t08:30:00.000,2021-12-06t08:28:00.000,2021-12-06t08:30:00.000,2021-12-06t08:30:00.000,2021-12-06t08:30:00.000,tus airways,u8,cyf,106,u8106,cyf106,,,,,,,1.0,,
arrival,landed,saw,ltfj,,j05,32.0,2021-12-06t07:40:00.000,2021-12-06t07:50:00.000,2021-12-06t08:11:00.000,2021-12-06t08:11:00.000,2021-12-06t08:11:00.000,tlv,llbg,3,2021-12-06t08:45:00.000,2021-12-06t08:47:00.000,2021-12-06t08:51:00.000,2021-12-06t08:51:00.000,2021-12-06t08:51:00.000,turkish airlines,tk,thy,7708,tk7708,thy7708,,,,,,,6.0,,
arrival,landed,otp,lrop,,,32.0,2021-12-06t06:05:00.000,2021-12-06t06:05:00.000,2021-12-06t06:36:00.000,2021-12-06t06:36:00.000,2021-12-06t06:36:00.000,tlv,llbg,1,2021-12-06t08:45:00.000,2021-12-06t08:51:00.000,2021-12-06t08:54:00.000,2021-12-06t08:54:00.000,2021-12-06t08:54:00.000,wizz air,w6,wzz,3257,w63257,wzz3257,,,,,,,10.0,,
arrival,landed,ist,ltfm,,b5b,19.0,2021-12-06t08:00:00.000,2021-12-06t08:00:00.000,2021-12-06t08:19:00.000,2021-12-06t08:19:00.000,2021-12-06t08:19:00.000,tlv,llbg,3,2021-12-06t08:55:00.000,2021-12-06t09:00:00.000,2021-12-06t09:01:00.000,2021-12-06t09:01:00.000,2021-12-06t09:01:00.000,turkish airlines,tk,thy,784,tk784,thy784,,,,,,,6.0,,
arrival,landed,etm,ller,,,,2021-12-06t08:00:00.000,,,,,tlv,llbg,1,2021-12-06t09:00:00.000,2021-12-06t09:11:00.000,2021-12-06t09:11:00.000,2021-12-06t09:11:00.000,2021-12-06t09:11:00.000,israir airlines,6h,isr,426,6h426,isr426,,,,,,,11.0,,
arrival,landed,hkg,vhhh,1,35,,2021-12-06t03:20:00.000,2021-12-06t02:51:00.000,2021-12-06t03:07:00.000,2021-12-06t03:07:00.000,2021-12-06t03:07:00.000,tlv,llbg,,2021-12-06t09:05:00.000,2021-12-06t08:21:00.000,2021-12-06t08:24:00.000,2021-12-06t08:24:00.000,2021-12-06t08:24:00.000,el al,ly,ely,76,ly76,ely76,,,,,,,,,
arrival,landed,saw,ltfj,,c01,20.0,2021-12-06t08:05:00.000,2021-12-06t08:05:00.000,2021-12-06t08:24:00.000,2021-12-06t08:24:00.000,2021-12-06t08:24:00.000,tlv,llbg,3,2021-12-06t09:10:00.000,2021-12-06t09:01:00.000,2021-12-06t09:03:00.000,2021-12-06t09:03:00.000,2021-12-06t09:03:00.000,pegasus,pc,pgt,795,pc795,pgt795,,,,,,,,,
arrival,landed,sof,lbsf,1,4,19.0,2021-12-06t06:40:00.000,2021-12-06t06:40:00.000,2021-12-06t06:58:00.000,2021-12-06t06:58:00.000,2021-12-06t06:58:00.000,tlv,llbg,1,2021-12-06t09:10:00.000,2021-12-06t09:01:00.000,2021-12-06t09:06:00.000,2021-12-06t09:06:00.000,2021-12-06t09:06:00.000,wizz air,w6,wzz,4427,w64427,wzz4427,,,,,,,,,
arrival,landed,ewr,kewr,c,123,90.0,2021-12-05t16:10:00.000,2021-12-05t17:44:00.000,2021-12-05t17:39:00.000,2021-12-05t17:39:00.000,2021-12-05t17:39:00.000,tlv,llbg,3,2021-12-06t09:20:00.000,2021-12-06t09:55:00.000,2021-12-06t09:56:00.000,2021-12-06t09:56:00.000,2021-12-06t09:56:00.000,united airlines,ua,ual,84,ua84,ual84,,,,,,,36.0,,b6
arrival,landed,dxb,omdb,3,,29.0,2021-12-06t07:40:00.000,2021-12-06t07:40:00.000,2021-12-06t08:08:00.000,2021-12-06t08:08:00.000,2021-12-06t08:08:00.000,tlv,llbg,,2021-12-06t09:30:00.000,2021-12-06t09:32:00.000,2021-12-06t09:33:00.000,2021-12-06t09:33:00.000,2021-12-06t09:33:00.000,emirates,ek,uae,2369,ek2369,uae2369,flydubai,fz,fdb,1549,fz1549,fdb1549,3.0,,
arrival,landed,dxb,omdb,3,,29.0,2021-12-06t07:40:00.000,2021-12-06t07:40:00.000,2021-12-06t08:08:00.000,2021-12-06t08:08:00.000,2021-12-06t08:08:00.000,tlv,llbg,,2021-12-06t09:30:00.000,2021-12-06t09:32:00.000,2021-12-06t09:33:00.000,2021-12-06t09:33:00.000,2021-12-06t09:33:00.000,flydubai,fz,fdb,1549,fz1549,fdb1549,,,,,,,3.0,,
arrival,scheduled,lej,eddp,,,15.0,2021-12-05t21:35:00.000,2021-12-05t21:50:00.000,,,,tlv,llbg,,2021-12-06t02:42:00.000,,,,,eat leipzig,qy,bcs,994,qy994,bcs994,,,,,,,,,
arrival,landed,ath,lgav,m,a1,16.0,2021-12-06t07:50:00.000,2021-12-06t07:50:00.000,2021-12-06t08:05:00.000,2021-12-06t08:05:00.000,2021-12-06t08:05:00.000,tlv,llbg,1,2021-12-06t09:50:00.000,2021-12-06t09:42:00.000,2021-12-06t09:45:00.000,2021-12-06t09:45:00.000,2021-12-06t09:45:00.000,ryanair,fr,ryr,2823,fr2823,ryr2823,,,,,,,,,
arrival,landed,bud,lhbp,2b,,4.0,2021-12-06t05:50:00.000,2021-12-06t05:45:00.000,2021-12-06t05:53:00.000,2021-12-06t05:53:00.000,2021-12-06t05:53:00.000,tlv,llbg,1,2021-12-06t10:05:00.000,2021-12-06t09:52:00.000,2021-12-06t09:53:00.000,2021-12-06t09:53:00.000,2021-12-06t09:53:00.000,wizz air,w6,wzz,2325,w62325,wzz2325,,,,,,,,,
arrival,landed,krk,epkk,t,30,19.0,2021-12-06t05:40:00.000,2021-12-06t05:40:00.000,2021-12-06t05:59:00.000,2021-12-06t05:59:00.000,2021-12-06t05:59:00.000,tlv,llbg,1,2021-12-06t10:05:00.000,2021-12-06t10:16:00.000,2021-12-06t10:16:00.000,2021-12-06t10:16:00.000,2021-12-06t10:16:00.000,wizz air,w6,wzz,5097,w65097,wzz5097,,,,,,,11.0,,
arrival,landed,yyz,cyyz,1,e70,41.0,2021-12-05t16:50:00.000,2021-12-05t17:46:00.000,2021-12-05t17:31:00.000,2021-12-05t17:31:00.000,2021-12-05t17:31:00.000,tlv,llbg,3,2021-12-06t10:15:00.000,2021-12-06t09:56:00.000,2021-12-06t09:59:00.000,2021-12-06t09:59:00.000,2021-12-06t09:59:00.000,air canada,ac,aca,80,ac80,aca80,,,,,,,,,c7
arrival,landed,vie,loww,1,g9,8.0,2021-12-06t06:00:00.000,2021-12-06t06:00:00.000,2021-12-06t06:07:00.000,2021-12-06t06:07:00.000,2021-12-06t06:07:00.000,tlv,llbg,1,2021-12-06t10:30:00.000,2021-12-06t10:13:00.000,2021-12-06t10:12:00.000,2021-12-06t10:12:00.000,2021-12-06t10:12:00.000,ryanair,fr,ryr,7161,fr7161,ryr7161,,,,,,,,,
arrival,landed,waw,epwa,a,1,30.0,2021-12-06t05:55:00.000,2021-12-06t05:55:00.000,2021-12-06t06:25:00.000,2021-12-06t06:25:00.000,2021-12-06t06:25:00.000,tlv,llbg,1,2021-12-06t10:40:00.000,2021-12-06t10:54:00.000,2021-12-06t10:58:00.000,2021-12-06t10:58:00.000,2021-12-06t10:58:00.000,wizz air,w6,wzz,1559,w61559,wzz1559,,,,,,,18.0,,
arrival,landed,fco,lirf,1,e52,20.0,2021-12-06t06:25:00.000,2021-12-06t06:25:00.000,2021-12-06t06:45:00.000,2021-12-06t06:45:00.000,2021-12-06t06:45:00.000,tlv,llbg,1,2021-12-06t10:45:00.000,2021-12-06t10:38:00.000,2021-12-06t10:41:00.000,2021-12-06t10:41:00.000,2021-12-06t10:41:00.000,wizz air,w6,wzz,8287,w68287,wzz8287,,,,,,,,,
arrival,scheduled,lej,eddp,,,45.0,2021-12-05t23:05:00.000,2021-12-05t23:50:00.000,,,,tlv,llbg,,2021-12-06t04:22:00.000,,,,,eat leipzig,qy,bcs,960,qy960,bcs960,,,,,,,,,
arrival,landed,jfk,kjfk,4,,41.0,2021-12-05t18:00:00.000,2021-12-05t19:14:00.000,2021-12-05t18:40:00.000,2021-12-05t18:40:00.000,2021-12-05t18:40:00.000,tlv,llbg,3,2021-12-06t11:20:00.000,2021-12-06t11:06:00.000,2021-12-06t11:06:00.000,2021-12-06t11:06:00.000,2021-12-06t11:06:00.000,aeromexico,am,amx,7868,am7868,amx7868,el al,ly,ely,2,ly2,ely2,,,
arrival,landed,jfk,kjfk,4,,41.0,2021-12-05t18:00:00.000,2021-12-05t19:14:00.000,2021-12-05t18:40:00.000,2021-12-05t18:40:00.000,2021-12-05t18:40:00.000,tlv,llbg,3,2021-12-06t11:20:00.000,2021-12-06t11:06:00.000,2021-12-06t11:06:00.000,2021-12-06t11:06:00.000,2021-12-06t11:06:00.000,aerolineas argentinas,ar,arg,7852,ar7852,arg7852,el al,ly,ely,2,ly2,ely2,,,
arrival,landed,jfk,kjfk,4,,41.0,2021-12-05t18:00:00.000,2021-12-05t19:14:00.000,2021-12-05t18:40:00.000,2021-12-05t18:40:00.000,2021-12-05t18:40:00.000,tlv,llbg,3,2021-12-06t11:20:00.000,2021-12-06t11:06:00.000,2021-12-06t11:06:00.000,2021-12-06t11:06:00.000,2021-12-06t11:06:00.000,el al,ly,ely,2,ly2,ely2,,,,,,,,,
arrival,unknown,gva,lsgg,1,,,2021-12-06t06:20:00.000,,,,,tlv,llbg,3,2021-12-06t11:25:00.000,,,,,easyjet,u2,ezy,1525,u21525,ezy1525,,,,,,,,,
arrival,landed,dxb,omdb,3,,20.0,2021-12-06t09:50:00.000,2021-12-06t09:50:00.000,2021-12-06t10:10:00.000,2021-12-06t10:10:00.000,2021-12-06t10:10:00.000,tlv,llbg,,2021-12-06t11:40:00.000,2021-12-06t11:26:00.000,2021-12-06t11:28:00.000,2021-12-06t11:28:00.000,2021-12-06t11:28:00.000,emirates,ek,uae,2363,ek2363,uae2363,flydubai,fz,fdb,1163,fz1163,fdb1163,,,
arrival,landed,dxb,omdb,3,,20.0,2021-12-06t09:50:00.000,2021-12-06t09:50:00.000,2021-12-06t10:10:00.000,2021-12-06t10:10:00.000,2021-12-06t10:10:00.000,tlv,llbg,,2021-12-06t11:40:00.000,2021-12-06t11:26:00.000,2021-12-06t11:28:00.000,2021-12-06t11:28:00.000,2021-12-06t11:28:00.000,flydubai,fz,fdb,1163,fz1163,fdb1163,,,,,,,,,
arrival,landed,bah,obbi,,,8.0,2021-12-06t10:00:00.000,2021-12-06t10:00:00.000,2021-12-06t10:07:00.000,2021-12-06t10:07:00.000,2021-12-06t10:07:00.000,tlv,llbg,,2021-12-06t12:00:00.000,2021-12-06t11:45:00.000,2021-12-06t11:51:00.000,2021-12-06t11:51:00.000,2021-12-06t11:51:00.000,gulf air,gf,gfa,972,gf972,gfa972,,,,,,,,,
arrival,landed,bud,lhbp,2b,,15.0,2021-12-06t07:50:00.000,2021-12-06t07:50:00.000,2021-12-06t08:05:00.000,2021-12-06t08:05:00.000,2021-12-06t08:05:00.000,tlv,llbg,1,2021-12-06t12:10:00.000,2021-12-06t12:04:00.000,2021-12-06t12:07:00.000,2021-12-06t12:07:00.000,2021-12-06t12:07:00.000,ryanair,fr,ryr,6754,fr6754,ryr6754,,,,,,,,,
arrival,landed,nap,lirn,,b15,22.0,2021-12-06t08:00:00.000,2021-12-06t08:00:00.000,2021-12-06t08:22:00.000,2021-12-06t08:22:00.000,2021-12-06t08:22:00.000,tlv,llbg,1,2021-12-06t12:15:00.000,2021-12-06t12:01:00.000,2021-12-06t12:04:00.000,2021-12-06t12:04:00.000,2021-12-06t12:04:00.000,ryanair,fr,ryr,8695,fr8695,ryr8695,,,,,,,,,
arrival,unknown,bsl,lfsb,,,,2021-12-06t07:20:00.000,,,,,tlv,llbg,3,2021-12-06t12:25:00.000,,,,,easyjet,u2,ezy,1191,u21191,ezy1191,,,,,,,,,
arrival,landed,lgg,eblg,,,16.0,2021-12-06t07:00:00.000,2021-12-06t07:00:00.000,2021-12-06t07:15:00.000,2021-12-06t07:15:00.000,2021-12-06t07:15:00.000,tlv,llbg,,2021-12-06t12:25:00.000,2021-12-06t12:04:00.000,2021-12-06t12:12:00.000,2021-12-06t12:12:00.000,2021-12-06t12:12:00.000,c.a.l. cargo airlines,5c,icl,542,5c542,icl542,,,,,,,,,
arrival,landed,ory,lfpo,3,32,15.0,2021-12-06t07:05:00.000,2021-12-06t07:05:00.000,2021-12-06t07:19:00.000,2021-12-06t07:19:00.000,2021-12-06t07:19:00.000,tlv,llbg,1,2021-12-06t12:50:00.000,2021-12-06t12:29:00.000,2021-12-06t12:30:00.000,2021-12-06t12:30:00.000,2021-12-06t12:30:00.000,transavia france,to,tvf,3930,to3930,tvf3930,,,,,,,,,
arrival,landed,kbp,ukbb,d,d11,23.0,2021-12-06t09:45:00.000,2021-12-06t09:45:00.000,2021-12-06t10:08:00.000,2021-12-06t10:08:00.000,2021-12-06t10:08:00.000,tlv,llbg,3,2021-12-06t12:55:00.000,2021-12-06t13:05:00.000,2021-12-06t13:06:00.000,2021-12-06t13:06:00.000,2021-12-06t13:06:00.000,uia,ps,aui,775,ps775,aui775,,,,,,,11.0,,
arrival,scheduled,lgg,eblg,,,,2021-12-06t07:30:00.000,,,,,tlv,llbg,,2021-12-06t12:55:00.000,,,,,c.a.l. cargo airlines,5c,icl,914,5c914,icl914,,,,,,,,,
arrival,landed,ams,eham,,,7.0,2021-12-06t07:15:00.000,2021-12-06t07:15:00.000,2021-12-06t07:22:00.000,2021-12-06t07:22:00.000,2021-12-06t07:22:00.000,tlv,llbg,3,2021-12-06t13:00:00.000,2021-12-06t12:36:00.000,2021-12-06t12:41:00.000,2021-12-06t12:41:00.000,2021-12-06t12:41:00.000,easyjet,u2,ezy,7933,u27933,ezy7933,,,,,,,,,
arrival,landed,crl,ebci,,,21.0,2021-12-06t07:50:00.000,2021-12-06t07:50:00.000,2021-12-06t08:11:00.000,2021-12-06t08:11:00.000,2021-12-06t08:11:00.000,tlv,llbg,1,2021-12-06t13:20:00.000,2021-12-06t13:23:00.000,2021-12-06t13:24:00.000,2021-12-06t13:24:00.000,2021-12-06t13:24:00.000,ryanair,fr,ryr,6746,fr6746,ryr6746,,,,,,,4.0,,
arrival,scheduled,lca,lclk,,,,2021-12-06t12:25:00.000,,,,,tlv,llbg,3,2021-12-06t13:25:00.000,,,,,arkia israeli airlines,iz,aiz,162,iz162,aiz162,,,,,,,,,
arrival,landed,bud,lhbp,2b,,41.0,2021-12-06t09:25:00.000,2021-12-06t09:52:00.000,2021-12-06t10:06:00.000,2021-12-06t10:06:00.000,2021-12-06t10:06:00.000,tlv,llbg,3,2021-12-06t13:40:00.000,2021-12-06t14:09:00.000,2021-12-06t14:09:00.000,2021-12-06t14:09:00.000,2021-12-06t14:09:00.000,israir airlines,6h,isr,726,6h726,isr726,,,,,,,30.0,,
