type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.gate,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.delay,arrival.baggage,arrival.gate
arrival,landed,dxb,omdb,3,,29.0,2021-12-07t07:40:00.000,2021-12-07t07:40:00.000,2021-12-07t08:09:00.000,2021-12-07t08:09:00.000,2021-12-07t08:09:00.000,tlv,llbg,,2021-12-07t09:30:00.000,2021-12-07t09:30:00.000,2021-12-07t09:30:00.000,2021-12-07t09:30:00.000,2021-12-07t09:30:00.000,emirates,ek,uae,2369,ek2369,uae2369,flydubai,fz,fdb,1549,fz1549,fdb1549,1.0,,
arrival,landed,dxb,omdb,3,,29.0,2021-12-07t07:40:00.000,2021-12-07t07:40:00.000,2021-12-07t08:09:00.000,2021-12-07t08:09:00.000,2021-12-07t08:09:00.000,tlv,llbg,,2021-12-07t09:30:00.000,2021-12-07t09:30:00.000,2021-12-07t09:30:00.000,2021-12-07t09:30:00.000,2021-12-07t09:30:00.000,flydubai,fz,fdb,1549,fz1549,fdb1549,,,,,,,1.0,,
arrival,landed,saw,ltfj,,j04,14.0,2021-12-07t08:30:00.000,2021-12-07t08:30:00.000,2021-12-07t08:44:00.000,2021-12-07t08:44:00.000,2021-12-07t08:44:00.000,tlv,llbg,3,2021-12-07t09:35:00.000,2021-12-07t09:33:00.000,2021-12-07t09:33:00.000,2021-12-07t09:33:00.000,2021-12-07t09:33:00.000,turkish airlines,tk,thy,7708,tk7708,thy7708,,,,,,,,,
arrival,landed,krk,epkk,t,21,16.0,2021-12-07t06:00:00.000,2021-12-07t06:00:00.000,2021-12-07t06:16:00.000,2021-12-07t06:16:00.000,2021-12-07t06:16:00.000,tlv,llbg,1,2021-12-07t10:25:00.000,2021-12-07t10:49:00.000,2021-12-07t10:52:00.000,2021-12-07t10:52:00.000,2021-12-07t10:52:00.000,ryanair,fr,ryr,4083,fr4083,ryr4083,,,,,,,27.0,,
arrival,landed,vie,loww,1,g11,,2021-12-07t05:55:00.000,2021-12-07t05:55:00.000,2021-12-07t05:54:00.000,2021-12-07t05:54:00.000,2021-12-07t05:54:00.000,tlv,llbg,1,2021-12-07t10:25:00.000,2021-12-07t10:23:00.000,2021-12-07t10:03:00.000,2021-12-07t10:03:00.000,2021-12-07t10:03:00.000,ryanair,fr,ryr,7161,fr7161,ryr7161,,,,,,,,,
arrival,landed,led,ulli,1,a401,36.0,2021-12-07t06:10:00.000,2021-12-07t06:06:00.000,2021-12-07t06:45:00.000,2021-12-07t06:45:00.000,2021-12-07t06:45:00.000,tlv,llbg,3,2021-12-07t10:25:00.000,2021-12-07t10:30:00.000,2021-12-07t10:30:00.000,2021-12-07t10:30:00.000,2021-12-07t10:30:00.000,nordwind airlines,n4,nws,1899,n41899,nws1899,,,,,,,5.0,,
arrival,landed,fco,lirf,1,81,24.0,2021-12-07t06:15:00.000,2021-12-07t06:15:00.000,2021-12-07t06:38:00.000,2021-12-07t06:38:00.000,2021-12-07t06:38:00.000,tlv,llbg,1,2021-12-07t10:40:00.000,2021-12-07t10:33:00.000,2021-12-07t10:34:00.000,2021-12-07t10:34:00.000,2021-12-07t10:34:00.000,ryanair,fr,ryr,7090,fr7090,ryr7090,,,,,,,,,
arrival,landed,vie,loww,,,18.0,2021-12-07t06:35:00.000,2021-12-07t06:35:00.000,2021-12-07t06:52:00.000,2021-12-07t06:52:00.000,2021-12-07t06:52:00.000,tlv,llbg,,2021-12-07t10:55:00.000,2021-12-07t11:17:00.000,2021-12-07t11:14:00.000,2021-12-07t11:14:00.000,2021-12-07t11:14:00.000,asl airlines belgium,3v,tay,4848,3v4848,tay4848,,,,,,,20.0,,
arrival,landed,bgy,lime,,,6.0,2021-12-07t06:25:00.000,2021-12-07t06:25:00.000,2021-12-07t06:31:00.000,2021-12-07t06:31:00.000,2021-12-07t06:31:00.000,tlv,llbg,1,2021-12-07t11:10:00.000,2021-12-07t11:01:00.000,2021-12-07t11:02:00.000,2021-12-07t11:02:00.000,2021-12-07t11:02:00.000,ryanair,fr,ryr,2005,fr2005,ryr2005,,,,,,,,,
arrival,landed,jfk,kjfk,4,,11.0,2021-12-06t18:00:00.000,2021-12-06t18:13:00.000,2021-12-06t18:11:00.000,2021-12-06t18:11:00.000,2021-12-06t18:11:00.000,tlv,llbg,3,2021-12-07t11:20:00.000,2021-12-07t10:42:00.000,2021-12-07t10:48:00.000,2021-12-07t10:48:00.000,2021-12-07t10:48:00.000,aeromexico,am,amx,7868,am7868,amx7868,el al,ly,ely,2,ly2,ely2,,,
arrival,landed,jfk,kjfk,4,,11.0,2021-12-06t18:00:00.000,2021-12-06t18:13:00.000,2021-12-06t18:11:00.000,2021-12-06t18:11:00.000,2021-12-06t18:11:00.000,tlv,llbg,3,2021-12-07t11:20:00.000,2021-12-07t10:42:00.000,2021-12-07t10:48:00.000,2021-12-07t10:48:00.000,2021-12-07t10:48:00.000,aerolineas argentinas,ar,arg,7852,ar7852,arg7852,el al,ly,ely,2,ly2,ely2,,,
arrival,landed,jfk,kjfk,4,,11.0,2021-12-06t18:00:00.000,2021-12-06t18:13:00.000,2021-12-06t18:11:00.000,2021-12-06t18:11:00.000,2021-12-06t18:11:00.000,tlv,llbg,3,2021-12-07t11:20:00.000,2021-12-07t10:42:00.000,2021-12-07t10:48:00.000,2021-12-07t10:48:00.000,2021-12-07t10:48:00.000,el al,ly,ely,2,ly2,ely2,,,,,,,,,
arrival,landed,vno,eyvi,,b11,,2021-12-07t07:30:00.000,2021-12-07t07:30:00.000,2021-12-07t07:29:00.000,2021-12-07t07:29:00.000,2021-12-07t07:29:00.000,tlv,llbg,1,2021-12-07t11:30:00.000,2021-12-07t11:33:00.000,2021-12-07t11:40:00.000,2021-12-07t11:40:00.000,2021-12-07t11:40:00.000,ryanair,fr,ryr,2836,fr2836,ryr2836,,,,,,,10.0,,
arrival,landed,bud,lhbp,2b,,5.0,2021-12-07t07:15:00.000,2021-12-07t07:15:00.000,2021-12-07t07:19:00.000,2021-12-07t07:19:00.000,2021-12-07t07:19:00.000,tlv,llbg,1,2021-12-07t11:35:00.000,2021-12-07t11:25:00.000,2021-12-07t11:31:00.000,2021-12-07t11:31:00.000,2021-12-07t11:31:00.000,ryanair,fr,ryr,6754,fr6754,ryr6754,,,,,,,,,
arrival,landed,dxb,omdb,3,,24.0,2021-12-07t09:50:00.000,2021-12-07t09:50:00.000,2021-12-07t10:13:00.000,2021-12-07t10:13:00.000,2021-12-07t10:13:00.000,tlv,llbg,,2021-12-07t11:40:00.000,2021-12-07t11:24:00.000,2021-12-07t11:25:00.000,2021-12-07t11:25:00.000,2021-12-07t11:25:00.000,emirates,ek,uae,2363,ek2363,uae2363,flydubai,fz,fdb,1163,fz1163,fdb1163,,,
arrival,landed,dxb,omdb,3,,24.0,2021-12-07t09:50:00.000,2021-12-07t09:50:00.000,2021-12-07t10:13:00.000,2021-12-07t10:13:00.000,2021-12-07t10:13:00.000,tlv,llbg,,2021-12-07t11:40:00.000,2021-12-07t11:24:00.000,2021-12-07t11:25:00.000,2021-12-07t11:25:00.000,2021-12-07t11:25:00.000,flydubai,fz,fdb,1163,fz1163,fdb1163,,,,,,,,,
arrival,landed,mxp,limc,1,,28.0,2021-12-07t07:00:00.000,2021-12-07t07:05:00.000,2021-12-07t07:28:00.000,2021-12-07t07:28:00.000,2021-12-07t07:28:00.000,tlv,llbg,3,2021-12-07t11:55:00.000,2021-12-07t11:55:00.000,2021-12-07t11:56:00.000,2021-12-07t11:56:00.000,2021-12-07t11:56:00.000,easyjet,u2,ezy,2563,u22563,ezy2563,,,,,,,2.0,,
arrival,landed,crl,ebci,,,11.0,2021-12-07t06:35:00.000,2021-12-07t06:35:00.000,2021-12-07t06:46:00.000,2021-12-07t06:46:00.000,2021-12-07t06:46:00.000,tlv,llbg,1,2021-12-07t12:05:00.000,2021-12-07t11:55:00.000,2021-12-07t11:53:00.000,2021-12-07t11:53:00.000,2021-12-07t11:53:00.000,ryanair,fr,ryr,6746,fr6746,ryr6746,,,,,,,,,
arrival,landed,ber,eddb,1,,12.0,2021-12-07t07:00:00.000,2021-12-07t07:00:00.000,2021-12-07t07:11:00.000,2021-12-07t07:11:00.000,2021-12-07t07:11:00.000,tlv,llbg,3,2021-12-07t12:15:00.000,,2021-12-07t12:12:00.000,2021-12-07t12:12:00.000,2021-12-07t12:12:00.000,easyjet,u2,ezy,5201,u25201,ezy5201,,,,,,,,,
arrival,unknown,gyd,ubbb,,,,2021-12-07t10:00:00.000,,,,,tlv,llbg,,2021-12-07t12:20:00.000,,,,,silk way west,7l,azg,218,7l218,azg218,,,,,,,,,
arrival,landed,yyz,cyyz,3,,43.0,2021-12-06t19:15:00.000,2021-12-06t19:43:00.000,2021-12-06t19:57:00.000,2021-12-06t19:57:00.000,2021-12-06t19:57:00.000,tlv,llbg,3,2021-12-07t12:50:00.000,2021-12-07t12:37:00.000,2021-12-07t12:38:00.000,2021-12-07t12:38:00.000,2021-12-07t12:38:00.000,el al,ly,ely,30,ly30,ely30,,,,,,,,,
arrival,landed,ory,lfpo,3,35,12.0,2021-12-07t07:05:00.000,2021-12-07t07:05:00.000,2021-12-07t07:16:00.000,2021-12-07t07:16:00.000,2021-12-07t07:16:00.000,tlv,llbg,1,2021-12-07t12:50:00.000,2021-12-07t12:17:00.000,2021-12-07t12:21:00.000,2021-12-07t12:21:00.000,2021-12-07t12:21:00.000,transavia france,to,tvf,3930,to3930,tvf3930,,,,,,,,,
arrival,landed,lys,lfll,1,,20.0,2021-12-07t07:40:00.000,2021-12-07t07:40:00.000,2021-12-07t07:59:00.000,2021-12-07t07:59:00.000,2021-12-07t07:59:00.000,tlv,llbg,3,2021-12-07t12:50:00.000,2021-12-07t12:39:00.000,2021-12-07t12:44:00.000,2021-12-07t12:44:00.000,2021-12-07t12:44:00.000,easyjet,u2,ezy,4463,u24463,ezy4463,,,,,,,,,
arrival,landed,pfo,lcph,,,5.0,2021-12-07t11:50:00.000,2021-12-07t11:45:00.000,2021-12-07t11:54:00.000,2021-12-07t11:54:00.000,2021-12-07t11:54:00.000,tlv,llbg,1,2021-12-07t12:55:00.000,2021-12-07t12:39:00.000,2021-12-07t12:41:00.000,2021-12-07t12:41:00.000,2021-12-07t12:41:00.000,ryanair,fr,ryr,4103,fr4103,ryr4103,,,,,,,,,
arrival,scheduled,kbp,ukbb,d,d1,31.0,2021-12-07t09:45:00.000,2021-12-07t09:45:00.000,2021-12-07t10:15:00.000,2021-12-07t10:15:00.000,2021-12-07t10:15:00.000,tlv,llbg,3,2021-12-07t12:55:00.000,2021-12-07t13:40:00.000,,,,uia,ps,aui,775,ps775,aui775,,,,,,,46.0,,
arrival,landed,cdg,lfpg,2b,,36.0,2021-12-07t07:15:00.000,2021-12-07t07:36:00.000,2021-12-07t07:50:00.000,2021-12-07t07:50:00.000,2021-12-07t07:50:00.000,tlv,llbg,3,2021-12-07t13:00:00.000,2021-12-07t12:53:00.000,2021-12-07t12:57:00.000,2021-12-07t12:57:00.000,2021-12-07t12:57:00.000,easyjet,u2,ezy,3737,u23737,ezy3737,,,,,,,,,
arrival,landed,ams,eham,,,7.0,2021-12-07t07:15:00.000,2021-12-07t07:05:00.000,2021-12-07t07:22:00.000,2021-12-07t07:22:00.000,2021-12-07t07:22:00.000,tlv,llbg,3,2021-12-07t13:00:00.000,2021-12-07t12:42:00.000,2021-12-07t12:46:00.000,2021-12-07t12:46:00.000,2021-12-07t12:46:00.000,easyjet,u2,ezy,7933,u27933,ezy7933,,,,,,,,,
arrival,landed,kbp,ukbb,d,d11,23.0,2021-12-07t10:00:00.000,2021-12-07t10:00:00.000,2021-12-07t10:22:00.000,2021-12-07t10:22:00.000,2021-12-07t10:22:00.000,tlv,llbg,3,2021-12-07t13:10:00.000,2021-12-07t13:42:00.000,2021-12-07t13:44:00.000,2021-12-07t13:44:00.000,2021-12-07t13:44:00.000,skyup airlines,pq,sqp,533,pq533,sqp533,,,,,,,35.0,,
arrival,landed,ist,ltfm,,d7,30.0,2021-12-07t12:20:00.000,2021-12-07t12:20:00.000,2021-12-07t12:49:00.000,2021-12-07t12:49:00.000,2021-12-07t12:49:00.000,tlv,llbg,3,2021-12-07t13:35:00.000,2021-12-07t13:43:00.000,2021-12-07t13:48:00.000,2021-12-07t13:48:00.000,2021-12-07t13:48:00.000,turkish airlines,tk,thy,794,tk794,thy794,,,,,,,13.0,,
arrival,landed,sof,lbsf,2,c1,23.0,2021-12-07t11:20:00.000,2021-12-07t11:33:00.000,2021-12-07t11:42:00.000,2021-12-07t11:42:00.000,2021-12-07t11:42:00.000,tlv,llbg,3,2021-12-07t13:45:00.000,2021-12-07t13:59:00.000,2021-12-07t14:03:00.000,2021-12-07t14:03:00.000,2021-12-07t14:03:00.000,el al,ly,ely,552,ly552,ely552,,,,,,,18.0,,
arrival,landed,bus,ugsb,,,,2021-12-07t13:25:00.000,,2021-12-07t13:18:00.000,2021-12-07t13:18:00.000,2021-12-07t13:18:00.000,tlv,llbg,3,2021-12-07t13:50:00.000,2021-12-07t13:29:00.000,2021-12-07t13:32:00.000,2021-12-07t13:32:00.000,2021-12-07t13:32:00.000,israir airlines,6h,isr,886,6h886,isr886,,,,,,,,,
arrival,landed,lax,klax,b,,20.0,2021-12-06t14:00:00.000,2021-12-06t14:27:00.000,2021-12-06t14:20:00.000,2021-12-06t14:20:00.000,2021-12-06t14:20:00.000,tlv,llbg,3,2021-12-07t14:00:00.000,2021-12-07t13:38:00.000,2021-12-07t13:38:00.000,2021-12-07t13:38:00.000,2021-12-07t13:38:00.000,el al,ly,ely,6,ly6,ely6,,,,,,,,,
arrival,landed,ord,kord,1,c16,21.0,2021-12-06t18:35:00.000,2021-12-06t19:01:00.000,2021-12-06t18:55:00.000,2021-12-06t18:55:00.000,2021-12-06t18:55:00.000,tlv,llbg,3,2021-12-07t14:00:00.000,2021-12-07t13:25:00.000,2021-12-07t13:28:00.000,2021-12-07t13:28:00.000,2021-12-07t13:28:00.000,united airlines,ua,ual,140,ua140,ual140,,,,,,,,,b8
arrival,scheduled,ist,ltfm,,,103.0,2021-12-07t13:00:00.000,2021-12-07t13:00:00.000,2021-12-07t14:42:00.000,2021-12-07t14:42:00.000,2021-12-07t14:42:00.000,tlv,llbg,,2021-12-07t14:00:00.000,2021-12-07t15:37:00.000,,,,mng airlines,mb,mnb,240,mb240,mnb240,,,,,,,97.0,,
arrival,landed,cdg,lfpg,2e,e10,25.0,2021-12-07t08:55:00.000,2021-12-07t09:02:00.000,2021-12-07t09:19:00.000,2021-12-07t09:19:00.000,2021-12-07t09:19:00.000,tlv,llbg,3,2021-12-07t14:05:00.000,2021-12-07t14:02:00.000,2021-12-07t14:09:00.000,2021-12-07t14:09:00.000,2021-12-07t14:09:00.000,delta air lines,dl,dal,8457,dl8457,dal8457,air france,af,afr,962,af962,afr962,4.0,,
arrival,landed,cdg,lfpg,2e,e10,25.0,2021-12-07t08:55:00.000,2021-12-07t09:02:00.000,2021-12-07t09:19:00.000,2021-12-07t09:19:00.000,2021-12-07t09:19:00.000,tlv,llbg,3,2021-12-07t14:05:00.000,2021-12-07t14:02:00.000,2021-12-07t14:09:00.000,2021-12-07t14:09:00.000,2021-12-07t14:09:00.000,klm,kl,klm,2055,kl2055,klm2055,air france,af,afr,962,af962,afr962,4.0,,
arrival,landed,cdg,lfpg,2e,e10,25.0,2021-12-07t08:55:00.000,2021-12-07t09:02:00.000,2021-12-07t09:19:00.000,2021-12-07t09:19:00.000,2021-12-07t09:19:00.000,tlv,llbg,3,2021-12-07t14:05:00.000,2021-12-07t14:02:00.000,2021-12-07t14:09:00.000,2021-12-07t14:09:00.000,2021-12-07t14:09:00.000,air france,af,afr,962,af962,afr962,,,,,,,4.0,,
arrival,landed,ewr,kewr,b,65,16.0,2021-12-06t20:50:00.000,2021-12-06t21:38:00.000,2021-12-06t21:06:00.000,2021-12-06t21:06:00.000,2021-12-06t21:06:00.000,tlv,llbg,3,2021-12-07t14:10:00.000,2021-12-07t13:44:00.000,2021-12-07t13:52:00.000,2021-12-07t13:52:00.000,2021-12-07t13:52:00.000,el al,ly,ely,26,ly26,ely26,,,,,,,,,
arrival,landed,kbp,ukbb,d,d2,7.0,2021-12-07t11:00:00.000,2021-12-07t11:06:00.000,2021-12-07t11:06:00.000,2021-12-07t11:06:00.000,2021-12-07t11:06:00.000,tlv,llbg,3,2021-12-07t14:15:00.000,2021-12-07t14:17:00.000,2021-12-07t14:23:00.000,2021-12-07t14:23:00.000,2021-12-07t14:23:00.000,el al,ly,ely,2652,ly2652,ely2652,,,,,,,9.0,,
arrival,landed,dxb,omdb,1,,27.0,2021-12-07t12:40:00.000,2021-12-07t12:59:00.000,2021-12-07t13:07:00.000,2021-12-07t13:07:00.000,2021-12-07t13:07:00.000,tlv,llbg,3,2021-12-07t14:25:00.000,2021-12-07t14:19:00.000,2021-12-07t14:21:00.000,2021-12-07t14:21:00.000,2021-12-07t14:21:00.000,el al,ly,ely,972,ly972,ely972,,,,,,,,,
arrival,landed,fco,lirf,3,e43,23.0,2021-12-07t10:10:00.000,2021-12-07t10:10:00.000,2021-12-07t10:33:00.000,2021-12-07t10:33:00.000,2021-12-07t10:33:00.000,tlv,llbg,3,2021-12-07t14:30:00.000,2021-12-07t14:26:00.000,2021-12-07t14:26:00.000,2021-12-07t14:26:00.000,2021-12-07t14:26:00.000,el al,ly,ely,386,ly386,ely386,,,,,,,,,
arrival,landed,lhr,egll,5,c55,22.0,2021-12-07t07:45:00.000,2021-12-07t07:55:00.000,2021-12-07t08:06:00.000,2021-12-07t08:06:00.000,2021-12-07t08:06:00.000,tlv,llbg,3,2021-12-07t14:35:00.000,2021-12-07t14:15:00.000,2021-12-07t14:18:00.000,2021-12-07t14:18:00.000,2021-12-07t14:18:00.000,british airways,ba,baw,165,ba165,baw165,,,,,,,,,
arrival,cancelled,ayt,ltai,1,101,,2021-12-07t14:05:00.000,2021-12-07t14:05:00.000,,,,tlv,llbg,3,2021-12-07t14:35:00.000,,,,,pegasus,pc,pgt,787,pc787,pgt787,,,,,,,,,
arrival,landed,bud,lhbp,2b,,,2021-12-07t10:45:00.000,2021-12-07t10:45:00.000,2021-12-07t10:41:00.000,2021-12-07t10:41:00.000,2021-12-07t10:41:00.000,tlv,llbg,3,2021-12-07t14:55:00.000,2021-12-07t14:45:00.000,2021-12-07t14:48:00.000,2021-12-07t14:48:00.000,2021-12-07t14:48:00.000,el al,ly,ely,2366,ly2366,ely2366,,,,,,,,,
arrival,landed,saw,ltfj,,301b,26.0,2021-12-07t13:50:00.000,2021-12-07t13:50:00.000,2021-12-07t14:15:00.000,2021-12-07t14:15:00.000,2021-12-07t14:15:00.000,tlv,llbg,3,2021-12-07t14:55:00.000,2021-12-07t15:05:00.000,2021-12-07t15:10:00.000,2021-12-07t15:10:00.000,2021-12-07t15:10:00.000,pegasus,pc,pgt,783,pc783,pgt783,,,,,,,15.0,,
arrival,landed,fra,eddf,1,c4,17.0,2021-12-07t10:10:00.000,2021-12-07t10:10:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,tlv,llbg,3,2021-12-07t15:15:00.000,2021-12-07t15:07:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,air canada,ac,aca,9020,ac9020,aca9020,lufthansa,lh,dlh,686,lh686,dlh686,,,
arrival,landed,fra,eddf,1,c4,17.0,2021-12-07t10:10:00.000,2021-12-07t10:10:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,tlv,llbg,3,2021-12-07t15:15:00.000,2021-12-07t15:07:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,ana,nh,ana,5459,nh5459,ana5459,lufthansa,lh,dlh,686,lh686,dlh686,,,
arrival,landed,fra,eddf,1,c4,17.0,2021-12-07t10:10:00.000,2021-12-07t10:10:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,tlv,llbg,3,2021-12-07t15:15:00.000,2021-12-07t15:07:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,brussels airlines,sn,bel,7173,sn7173,bel7173,lufthansa,lh,dlh,686,lh686,dlh686,,,
arrival,landed,fra,eddf,1,c4,17.0,2021-12-07t10:10:00.000,2021-12-07t10:10:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,tlv,llbg,3,2021-12-07t15:15:00.000,2021-12-07t15:07:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,united airlines,ua,ual,9120,ua9120,ual9120,lufthansa,lh,dlh,686,lh686,dlh686,,,
arrival,landed,fra,eddf,1,c4,17.0,2021-12-07t10:10:00.000,2021-12-07t10:10:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,tlv,llbg,3,2021-12-07t15:15:00.000,2021-12-07t15:07:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,lufthansa,lh,dlh,686,lh686,dlh686,,,,,,,,,
arrival,scheduled,prg,lkpr,1,a5,84.0,2021-12-07t11:00:00.000,2021-12-07t12:05:00.000,2021-12-07t12:23:00.000,2021-12-07t12:23:00.000,2021-12-07t12:23:00.000,tlv,llbg,3,2021-12-07t15:35:00.000,2021-12-07t16:58:00.000,,,,israir airlines,6h,isr,768,6h768,isr768,,,,,,,83.0,141,
arrival,landed,lgg,eblg,,,24.0,2021-12-07t10:45:00.000,2021-12-07t11:11:00.000,2021-12-07t11:08:00.000,2021-12-07t11:08:00.000,2021-12-07t11:08:00.000,tlv,llbg,,2021-12-07t15:55:00.000,2021-12-07t16:05:00.000,2021-12-07t16:08:00.000,2021-12-07t16:08:00.000,2021-12-07t16:08:00.000,el al,ly,ely,232,ly232,ely232,,,,,,,14.0,,
arrival,landed,mxp,limc,1,b,12.0,2021-12-07t11:15:00.000,2021-12-07t11:15:00.000,2021-12-07t11:27:00.000,2021-12-07t11:27:00.000,2021-12-07t11:27:00.000,tlv,llbg,3,2021-12-07t16:00:00.000,2021-12-07t15:50:00.000,2021-12-07t15:56:00.000,2021-12-07t15:56:00.000,2021-12-07t15:56:00.000,american airlines,aa,aal,8386,aa8386,aal8386,el al,ly,ely,382,ly382,ely382,,,
arrival,landed,mxp,limc,1,b,12.0,2021-12-07t11:15:00.000,2021-12-07t11:15:00.000,2021-12-07t11:27:00.000,2021-12-07t11:27:00.000,2021-12-07t11:27:00.000,tlv,llbg,3,2021-12-07t16:00:00.000,2021-12-07t15:50:00.000,2021-12-07t15:56:00.000,2021-12-07t15:56:00.000,2021-12-07t15:56:00.000,el al,ly,ely,382,ly382,ely382,,,,,,,,,
arrival,landed,dxb,omdb,1,,22.0,2021-12-07t14:15:00.000,2021-12-07t14:15:00.000,2021-12-07t14:36:00.000,2021-12-07t14:36:00.000,2021-12-07t14:36:00.000,tlv,llbg,3,2021-12-07t16:05:00.000,2021-12-07t15:46:00.000,2021-12-07t15:49:00.000,2021-12-07t15:49:00.000,2021-12-07t15:49:00.000,israir airlines,6h,isr,662,6h662,isr662,,,,,,,,,
arrival,unknown,osl,engm,,,,2021-12-07t10:00:00.000,,,,,tlv,llbg,,2021-12-07t16:10:00.000,,,,,c.a.l. cargo airlines,5c,icl,902,5c902,icl902,,,,,,,,,
arrival,scheduled,ewr,kewr,c,123,106.0,2021-12-06t23:05:00.000,2021-12-07t00:14:00.000,2021-12-07t00:50:00.000,2021-12-07t00:50:00.000,2021-12-07t00:50:00.000,tlv,llbg,3,2021-12-07t16:20:00.000,2021-12-07t17:16:00.000,,,,united airlines,ua,ual,90,ua90,ual90,,,,,,,57.0,,b6
arrival,unknown,dxb,omdb,3,,,2021-12-07t14:50:00.000,,,,,tlv,llbg,,2021-12-07t16:25:00.000,,,,,emirates,ek,uae,931,ek931,uae931,,,,,,,,,
arrival,landed,bcn,lebl,1,d12,18.0,2021-12-07t11:20:00.000,2021-12-07t10:58:00.000,2021-12-07t11:38:00.000,2021-12-07t11:38:00.000,2021-12-07t11:38:00.000,tlv,llbg,3,2021-12-07t16:30:00.000,2021-12-07t16:24:00.000,2021-12-07t16:24:00.000,2021-12-07t16:24:00.000,2021-12-07t16:24:00.000,arkia israeli airlines,iz,aiz,272,iz272,aiz272,,,,,,,,,
arrival,landed,ory,lfpo,3,32,48.0,2021-12-07t11:00:00.000,2021-12-07t11:00:00.000,2021-12-07t11:47:00.000,2021-12-07t11:47:00.000,2021-12-07t11:47:00.000,tlv,llbg,1,2021-12-07t16:45:00.000,2021-12-07t16:46:00.000,2021-12-07t16:51:00.000,2021-12-07t16:51:00.000,2021-12-07t16:51:00.000,transavia france,to,tvf,3938,to3938,tvf3938,,,,,,,7.0,,
arrival,landed,rix,evra,,c7,22.0,2021-12-07t12:50:00.000,2021-12-07t13:05:00.000,2021-12-07t13:11:00.000,2021-12-07t13:11:00.000,2021-12-07t13:11:00.000,tlv,llbg,3,2021-12-07t17:00:00.000,2021-12-07t17:17:00.000,2021-12-07t17:13:00.000,2021-12-07t17:13:00.000,2021-12-07t17:13:00.000,air baltic,bt,bti,771,bt771,bti771,,,,,,,13.0,,
arrival,landed,jfk,kjfk,4,,17.0,2021-12-06t23:50:00.000,2021-12-06t23:50:00.000,2021-12-07t00:06:00.000,2021-12-07t00:06:00.000,2021-12-07t00:06:00.000,tlv,llbg,3,2021-12-07t17:10:00.000,2021-12-07t16:29:00.000,2021-12-07t16:35:00.000,2021-12-07t16:35:00.000,2021-12-07t16:35:00.000,aeromexico,am,amx,7856,am7856,amx7856,el al,ly,ely,8,ly8,ely8,,,
arrival,landed,jfk,kjfk,4,,17.0,2021-12-06t23:50:00.000,2021-12-06t23:50:00.000,2021-12-07t00:06:00.000,2021-12-07t00:06:00.000,2021-12-07t00:06:00.000,tlv,llbg,3,2021-12-07t17:10:00.000,2021-12-07t16:29:00.000,2021-12-07t16:35:00.000,2021-12-07t16:35:00.000,2021-12-07t16:35:00.000,aerolineas argentinas,ar,arg,7856,ar7856,arg7856,el al,ly,ely,8,ly8,ely8,,,
arrival,landed,jfk,kjfk,4,,17.0,2021-12-06t23:50:00.000,2021-12-06t23:50:00.000,2021-12-07t00:06:00.000,2021-12-07t00:06:00.000,2021-12-07t00:06:00.000,tlv,llbg,3,2021-12-07t17:10:00.000,2021-12-07t16:29:00.000,2021-12-07t16:35:00.000,2021-12-07t16:35:00.000,2021-12-07t16:35:00.000,el al,ly,ely,8,ly8,ely8,,,,,,,,,
arrival,unknown,prg,lkpr,1,,,2021-12-07t12:30:00.000,,,,,tlv,llbg,3,2021-12-07t17:10:00.000,,,,,el al,ly,ely,2522,ly2522,ely2522,,,,,,,,,
