type,status,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,codeshared.airline.icaoCode,arrival.delay,arrival.baggage,Bad_Weather_today,R,new_sick_per_day,avg_for_7_days,longitude,latitude,cancel
arrival,landed,ltba,48.0,2021-12-22t04:00:00.000,,2021-12-22t04:47:00.000,2021-12-22t04:47:00.000,2021-12-22t04:47:00.000,tlv,llbg,2021-12-22t04:50:00.000,2021-12-22t05:20:00.000,2021-12-22t05:22:00.000,2021-12-22t05:22:00.000,2021-12-22t05:22:00.000,uls airlines cargo,,32.0,,1,1.84,1418,924,28.8142,40.9761,0
arrival,scheduled,eddp,30.0,2021-12-22t04:40:00.000,2021-12-22t05:10:00.000,,,,tlv,llbg,2021-12-22t09:37:00.000,,,,,eat leipzig,,0.0,,0,1.84,1418,924,12.2364,51.424,0
arrival,landed,eblg,17.0,2021-12-22t02:44:00.000,,2021-12-22t03:00:00.000,2021-12-22t03:00:00.000,2021-12-22t03:00:00.000,tlv,llbg,2021-12-22t07:20:00.000,2021-12-22t07:47:00.000,2021-12-22t07:45:00.000,2021-12-22t07:45:00.000,2021-12-22t07:45:00.000,el al,,26.0,,0,1.84,1418,924,5.4428,50.6364,0
arrival,landed,eddp,39.0,2021-12-22t04:40:00.000,,2021-12-22t05:18:00.000,2021-12-22t05:18:00.000,2021-12-22t05:18:00.000,tlv,llbg,2021-12-22t09:37:00.000,2021-12-22t09:41:00.000,2021-12-22t09:48:00.000,2021-12-22t09:48:00.000,2021-12-22t09:48:00.000,dhl air,,12.0,,0,1.84,1418,924,12.2364,51.424,0
arrival,scheduled,eddk,0.0,2021-12-22t05:10:00.000,,,,,tlv,llbg,2021-12-22t10:13:00.000,,,,,asl airlines ireland,,0.0,,0,1.84,1418,924,7.1427,50.8659,0
arrival,landed,ltfm,14.0,2021-12-22t13:00:00.000,2021-12-22t13:16:00.000,2021-12-22t13:13:00.000,2021-12-22t13:13:00.000,2021-12-22t13:13:00.000,tlv,llbg,2021-12-22t13:56:00.000,2021-12-22t13:48:00.000,2021-12-22t13:52:00.000,2021-12-22t13:52:00.000,2021-12-22t13:52:00.000,mng airlines,,0.0,,1,1.84,1418,924,28.7519,41.2753,0
arrival,scheduled,ltfj,15.0,2021-12-22t19:00:00.000,2021-12-22t19:15:00.000,,,,tlv,llbg,2021-12-22t19:46:00.000,,,,,pegasus,,0.0,,1,1.84,1418,924,29.3092,40.8983,0
arrival,landed,lclk,12.0,2021-12-22t19:02:00.000,2021-12-22t19:12:00.000,2021-12-22t19:14:00.000,2021-12-22t19:14:00.000,2021-12-22t19:14:00.000,tlv,llbg,2021-12-22t19:49:00.000,2021-12-22t19:53:00.000,2021-12-22t19:51:00.000,2021-12-22t19:51:00.000,2021-12-22t19:51:00.000,ups airlines,,3.0,,0,1.84,1418,924,33.6303,34.8789,0
arrival,landed,ltfj,0.0,2021-12-22t20:20:00.000,2021-12-22t19:15:00.000,2021-12-22t19:26:00.000,2021-12-22t19:26:00.000,2021-12-22t19:26:00.000,tlv,llbg,2021-12-22t20:05:00.000,2021-12-22t19:58:00.000,2021-12-22t20:02:00.000,2021-12-22t20:02:00.000,2021-12-22t20:02:00.000,pegasus,,0.0,,1,1.84,1418,924,29.3092,40.8983,0
arrival,active,omdb,15.0,2021-12-22t21:15:00.000,,2021-12-22t21:30:00.000,2021-12-22t21:30:00.000,2021-12-22t21:30:00.000,tlv,llbg,2021-12-22t22:59:00.000,2021-12-22t23:00:00.000,,,,el al,,2.0,,0,1.84,1418,924,55.3644,25.2528,0
arrival,landed,eham,47.0,2021-12-22t20:55:00.000,2021-12-22t21:20:00.000,2021-12-22t21:41:00.000,2021-12-22t21:41:00.000,2021-12-22t21:41:00.000,tlv,llbg,2021-12-23t02:20:00.000,2021-12-23t02:28:00.000,2021-12-23t02:29:00.000,2021-12-23t02:29:00.000,2021-12-23t02:29:00.000,air france,klm,9.0,,0,1.84,1418,924,4.7642,52.3081,0
arrival,landed,eham,47.0,2021-12-22t20:55:00.000,2021-12-22t21:20:00.000,2021-12-22t21:41:00.000,2021-12-22t21:41:00.000,2021-12-22t21:41:00.000,tlv,llbg,2021-12-23t02:20:00.000,2021-12-23t02:28:00.000,2021-12-23t02:29:00.000,2021-12-23t02:29:00.000,2021-12-23t02:29:00.000,delta air lines,klm,9.0,,0,1.84,1418,924,4.7642,52.3081,0
arrival,landed,eham,47.0,2021-12-22t20:55:00.000,2021-12-22t21:20:00.000,2021-12-22t21:41:00.000,2021-12-22t21:41:00.000,2021-12-22t21:41:00.000,tlv,llbg,2021-12-23t02:20:00.000,2021-12-23t02:28:00.000,2021-12-23t02:29:00.000,2021-12-23t02:29:00.000,2021-12-23t02:29:00.000,kenya airways,klm,9.0,,0,1.84,1418,924,4.7642,52.3081,0
arrival,landed,eham,47.0,2021-12-22t20:55:00.000,2021-12-22t21:20:00.000,2021-12-22t21:41:00.000,2021-12-22t21:41:00.000,2021-12-22t21:41:00.000,tlv,llbg,2021-12-23t02:20:00.000,2021-12-23t02:28:00.000,2021-12-23t02:29:00.000,2021-12-23t02:29:00.000,2021-12-23t02:29:00.000,klm,,9.0,,0,1.84,1418,924,4.7642,52.3081,0
arrival,landed,ltfm,7.0,2021-12-23t01:35:00.000,2021-12-23t01:35:00.000,2021-12-23t01:41:00.000,2021-12-23t01:41:00.000,2021-12-23t01:41:00.000,tlv,llbg,2021-12-23t02:35:00.000,2021-12-23t02:21:00.000,2021-12-23t02:16:00.000,2021-12-23t02:16:00.000,2021-12-23t02:16:00.000,turkish airlines,,0.0,,1,1.88,1516,1014,28.7519,41.2753,0
arrival,cancelled,lppt,0.0,2021-12-22t19:15:00.000,,,,,tlv,llbg,2021-12-23t02:45:00.000,,,,,tap air portugal,ely,0.0,,0,1.84,1418,924,-9.1342,38.7742,1
arrival,cancelled,lppt,0.0,2021-12-22t19:15:00.000,,,,,tlv,llbg,2021-12-23t02:45:00.000,,,,,el al,,0.0,,0,1.84,1418,924,-9.1342,38.7742,1
arrival,landed,eddm,44.0,2021-12-22t22:10:00.000,2021-12-22t22:20:00.000,2021-12-22t22:53:00.000,2021-12-22t22:53:00.000,2021-12-22t22:53:00.000,tlv,llbg,2021-12-23t02:50:00.000,2021-12-23t03:08:00.000,2021-12-23t03:04:00.000,2021-12-23t03:04:00.000,2021-12-23t03:04:00.000,brussels airlines,dlh,15.0,,0,1.84,1418,924,11.7861,48.3538,0
arrival,landed,eddm,44.0,2021-12-22t22:10:00.000,2021-12-22t22:20:00.000,2021-12-22t22:53:00.000,2021-12-22t22:53:00.000,2021-12-22t22:53:00.000,tlv,llbg,2021-12-23t02:50:00.000,2021-12-23t03:08:00.000,2021-12-23t03:04:00.000,2021-12-23t03:04:00.000,2021-12-23t03:04:00.000,united airlines,dlh,15.0,,0,1.84,1418,924,11.7861,48.3538,0
arrival,landed,eddm,44.0,2021-12-22t22:10:00.000,2021-12-22t22:20:00.000,2021-12-22t22:53:00.000,2021-12-22t22:53:00.000,2021-12-22t22:53:00.000,tlv,llbg,2021-12-23t02:50:00.000,2021-12-23t03:08:00.000,2021-12-23t03:04:00.000,2021-12-23t03:04:00.000,2021-12-23t03:04:00.000,lufthansa,,15.0,,0,1.84,1418,924,11.7861,48.3538,0
arrival,landed,haab,18.0,2021-12-22t23:55:00.000,,2021-12-23t00:13:00.000,2021-12-23t00:13:00.000,2021-12-23t00:13:00.000,tlv,llbg,2021-12-23t03:00:00.000,2021-12-23t03:12:00.000,2021-12-23t03:16:00.000,2021-12-23t03:16:00.000,2021-12-23t03:16:00.000,el al,eth,17.0,,0,1.84,1418,924,38.7994,8.975,0
arrival,landed,haab,18.0,2021-12-22t23:55:00.000,,2021-12-23t00:13:00.000,2021-12-23t00:13:00.000,2021-12-23t00:13:00.000,tlv,llbg,2021-12-23t03:00:00.000,2021-12-23t03:12:00.000,2021-12-23t03:16:00.000,2021-12-23t03:16:00.000,2021-12-23t03:16:00.000,ethiopian airlines,,17.0,,0,1.84,1418,924,38.7994,8.975,0
arrival,landed,lszh,20.0,2021-12-22t22:45:00.000,2021-12-22t22:45:00.000,2021-12-22t23:04:00.000,2021-12-22t23:04:00.000,2021-12-22t23:04:00.000,tlv,llbg,2021-12-23t03:30:00.000,2021-12-23t03:31:00.000,2021-12-23t03:29:00.000,2021-12-23t03:29:00.000,2021-12-23t03:29:00.000,el al,swr,0.0,,0,1.84,1418,924,8.5481,47.4581,0
arrival,landed,lszh,20.0,2021-12-22t22:45:00.000,2021-12-22t22:45:00.000,2021-12-22t23:04:00.000,2021-12-22t23:04:00.000,2021-12-22t23:04:00.000,tlv,llbg,2021-12-23t03:30:00.000,2021-12-23t03:31:00.000,2021-12-23t03:29:00.000,2021-12-23t03:29:00.000,2021-12-23t03:29:00.000,swiss,,0.0,,0,1.84,1418,924,8.5481,47.4581,0
arrival,landed,epwa,43.0,2021-12-22t22:50:00.000,2021-12-22t23:12:00.000,2021-12-22t23:33:00.000,2021-12-22t23:33:00.000,2021-12-22t23:33:00.000,tlv,llbg,2021-12-23t03:35:00.000,2021-12-23t03:34:00.000,2021-12-23t03:35:00.000,2021-12-23t03:35:00.000,2021-12-23t03:35:00.000,lot - polish airlines,,1.0,,0,1.84,1418,924,20.9672,52.1658,0
arrival,scheduled,egll,0.0,2021-12-22t20:55:00.000,,,,,tlv,llbg,2021-12-23t03:40:00.000,,,,,american airlines,ely,0.0,,0,1.84,1418,924,-0.4614,51.4775,0
arrival,scheduled,egll,0.0,2021-12-22t20:55:00.000,,,,,tlv,llbg,2021-12-23t03:40:00.000,,,,,aeromexico,ely,0.0,,0,1.84,1418,924,-0.4614,51.4775,0
arrival,scheduled,egll,0.0,2021-12-22t20:55:00.000,,,,,tlv,llbg,2021-12-23t03:40:00.000,,,,,el al,,0.0,,0,1.84,1418,924,-0.4614,51.4775,0
arrival,scheduled,lfpg,0.0,2021-12-22t22:30:00.000,,,,,tlv,llbg,2021-12-23t03:55:00.000,,,,,aeromexico,ely,0.0,,0,1.84,1418,924,2.5478,49.0097,0
arrival,scheduled,lfpg,0.0,2021-12-22t22:30:00.000,,,,,tlv,llbg,2021-12-23t03:55:00.000,,,,,el al,,0.0,,0,1.84,1418,924,2.5478,49.0097,0
arrival,landed,lemd,18.0,2021-12-22t22:45:00.000,2021-12-22t23:09:00.000,2021-12-22t23:02:00.000,2021-12-22t23:02:00.000,2021-12-22t23:02:00.000,tlv,llbg,2021-12-23t04:20:00.000,2021-12-23t04:20:00.000,2021-12-23t04:18:00.000,2021-12-23t04:18:00.000,2021-12-23t04:18:00.000,aeromexico,ely,0.0,,0,1.84,1418,924,-3.5608,40.4722,0
arrival,landed,lemd,18.0,2021-12-22t22:45:00.000,2021-12-22t23:09:00.000,2021-12-22t23:02:00.000,2021-12-22t23:02:00.000,2021-12-22t23:02:00.000,tlv,llbg,2021-12-23t04:20:00.000,2021-12-23t04:20:00.000,2021-12-23t04:18:00.000,2021-12-23t04:18:00.000,2021-12-23t04:18:00.000,aerolineas argentinas,ely,0.0,,0,1.84,1418,924,-3.5608,40.4722,0
arrival,landed,lemd,18.0,2021-12-22t22:45:00.000,2021-12-22t23:09:00.000,2021-12-22t23:02:00.000,2021-12-22t23:02:00.000,2021-12-22t23:02:00.000,tlv,llbg,2021-12-23t04:20:00.000,2021-12-23t04:20:00.000,2021-12-23t04:18:00.000,2021-12-23t04:18:00.000,2021-12-23t04:18:00.000,iberia,ely,0.0,,0,1.84,1418,924,-3.5608,40.4722,0
arrival,landed,lemd,18.0,2021-12-22t22:45:00.000,2021-12-22t23:09:00.000,2021-12-22t23:02:00.000,2021-12-22t23:02:00.000,2021-12-22t23:02:00.000,tlv,llbg,2021-12-23t04:20:00.000,2021-12-23t04:20:00.000,2021-12-23t04:18:00.000,2021-12-23t04:18:00.000,2021-12-23t04:18:00.000,el al,,0.0,,0,1.84,1418,924,-3.5608,40.4722,0
arrival,landed,lkpr,16.0,2021-12-22t23:45:00.000,2021-12-22t23:45:00.000,2021-12-23t00:01:00.000,2021-12-23t00:01:00.000,2021-12-23t00:01:00.000,tlv,llbg,2021-12-23t04:35:00.000,2021-12-23t04:12:00.000,2021-12-23t04:08:00.000,2021-12-23t04:08:00.000,2021-12-23t04:08:00.000,csa,tvs,0.0,143,0,1.84,1418,924,14.26,50.1008,0
arrival,landed,lkpr,16.0,2021-12-22t23:45:00.000,2021-12-22t23:45:00.000,2021-12-23t00:01:00.000,2021-12-23t00:01:00.000,2021-12-23t00:01:00.000,tlv,llbg,2021-12-23t04:35:00.000,2021-12-23t04:12:00.000,2021-12-23t04:08:00.000,2021-12-23t04:08:00.000,2021-12-23t04:08:00.000,smartwings,,0.0,143,0,1.84,1418,924,14.26,50.1008,0
arrival,scheduled,egll,0.0,2021-12-22t22:05:00.000,2021-12-22t22:05:00.000,,,,tlv,llbg,2021-12-23t05:05:00.000,,,,,aeromexico,vir,0.0,,0,1.84,1418,924,-0.4614,51.4775,0
arrival,scheduled,egll,0.0,2021-12-22t22:05:00.000,2021-12-22t22:05:00.000,,,,tlv,llbg,2021-12-23t05:05:00.000,,,,,delta air lines,vir,0.0,,0,1.84,1418,924,-0.4614,51.4775,0
arrival,scheduled,egll,0.0,2021-12-22t22:05:00.000,2021-12-22t22:05:00.000,,,,tlv,llbg,2021-12-23t05:05:00.000,,,,,virgin atlantic,,0.0,,0,1.84,1418,924,-0.4614,51.4775,0
arrival,landed,kewr,22.0,2021-12-22t13:15:00.000,2021-12-22t13:51:00.000,2021-12-22t13:37:00.000,2021-12-22t13:37:00.000,2021-12-22t13:37:00.000,tlv,llbg,2021-12-23t06:35:00.000,2021-12-23t06:11:00.000,2021-12-23t06:09:00.000,2021-12-23t06:09:00.000,2021-12-23t06:09:00.000,el al,,0.0,,0,1.84,1418,924,-74.1687,40.6925,0
arrival,landed,kmia,30.0,2021-12-22t12:00:00.000,2021-12-22t12:25:00.000,2021-12-22t12:30:00.000,2021-12-22t12:30:00.000,2021-12-22t12:30:00.000,tlv,llbg,2021-12-23t06:45:00.000,2021-12-23t06:22:00.000,2021-12-23t06:20:00.000,2021-12-23t06:20:00.000,2021-12-23t06:20:00.000,aerolineas argentinas,ely,0.0,,0,1.84,1418,924,-80.2901,25.7954,0
arrival,landed,kmia,30.0,2021-12-22t12:00:00.000,2021-12-22t12:25:00.000,2021-12-22t12:30:00.000,2021-12-22t12:30:00.000,2021-12-22t12:30:00.000,tlv,llbg,2021-12-23t06:45:00.000,2021-12-23t06:22:00.000,2021-12-23t06:20:00.000,2021-12-23t06:20:00.000,2021-12-23t06:20:00.000,el al,,0.0,,0,1.84,1418,924,-80.2901,25.7954,0
arrival,landed,vhhh,20.0,2021-12-23t01:30:00.000,2021-12-23t01:29:00.000,2021-12-23t01:49:00.000,2021-12-23t01:49:00.000,2021-12-23t01:49:00.000,tlv,llbg,2021-12-23t07:15:00.000,2021-12-23t07:07:00.000,2021-12-23t07:09:00.000,2021-12-23t07:09:00.000,2021-12-23t07:09:00.000,cathay pacific,,0.0,,0,1.88,1516,1014,113.9147,22.3089,0
arrival,landed,omaa,23.0,2021-12-23t05:30:00.000,2021-12-23t05:30:00.000,2021-12-23t05:53:00.000,2021-12-23t05:53:00.000,2021-12-23t05:53:00.000,tlv,llbg,2021-12-23t07:30:00.000,2021-12-23t07:41:00.000,2021-12-23t07:41:00.000,2021-12-23t07:41:00.000,2021-12-23t07:41:00.000,wizz air abu dhabi,,11.0,,0,1.88,1516,1014,54.6511,24.4331,0
arrival,landed,lcph,0.0,2021-12-23t07:00:00.000,2021-12-23t07:00:00.000,2021-12-23t06:55:00.000,2021-12-23t06:55:00.000,2021-12-23t06:55:00.000,tlv,llbg,2021-12-23t08:05:00.000,2021-12-23t07:37:00.000,2021-12-23t07:36:00.000,2021-12-23t07:36:00.000,2021-12-23t07:36:00.000,ryanair,,0.0,,0,1.88,1516,1014,32.485,34.7183,0
arrival,landed,lria,24.0,2021-12-23t05:15:00.000,,2021-12-23t05:38:00.000,2021-12-23t05:38:00.000,2021-12-23t05:38:00.000,tlv,llbg,2021-12-23t08:05:00.000,2021-12-23t07:56:00.000,2021-12-23t07:58:00.000,2021-12-23t07:58:00.000,2021-12-23t07:58:00.000,wizz air,,0.0,,1,1.88,1516,1014,27.6208,47.1803,0
arrival,landed,lrop,22.0,2021-12-23t05:55:00.000,2021-12-23t05:55:00.000,2021-12-23t06:16:00.000,2021-12-23t06:16:00.000,2021-12-23t06:16:00.000,tlv,llbg,2021-12-23t08:35:00.000,2021-12-23t08:26:00.000,2021-12-23t08:21:00.000,2021-12-23t08:21:00.000,2021-12-23t08:21:00.000,wizz air,,0.0,,0,1.88,1516,1014,26.085,44.5711,0
arrival,landed,ltfj,26.0,2021-12-23t07:40:00.000,2021-12-23t07:40:00.000,2021-12-23t08:05:00.000,2021-12-23t08:05:00.000,2021-12-23t08:05:00.000,tlv,llbg,2021-12-23t08:45:00.000,2021-12-23t08:41:00.000,2021-12-23t08:37:00.000,2021-12-23t08:37:00.000,2021-12-23t08:37:00.000,turkish airlines,,0.0,,1,1.88,1516,1014,29.3092,40.8983,0
arrival,cancelled,ltfm,0.0,2021-12-23t08:00:00.000,,,,,tlv,llbg,2021-12-23t08:55:00.000,,,,,turkish airlines,,0.0,,1,1.88,1516,1014,28.7519,41.2753,1
arrival,landed,lukk,7.0,2021-12-23t06:10:00.000,2021-12-23t06:10:00.000,2021-12-23t06:17:00.000,2021-12-23t06:17:00.000,2021-12-23t06:17:00.000,tlv,llbg,2021-12-23t08:55:00.000,2021-12-23t08:36:00.000,2021-12-23t08:33:00.000,2021-12-23t08:33:00.000,2021-12-23t08:33:00.000,air moldova,,0.0,,0,1.88,1516,1014,28.9308,46.9278,0
arrival,landed,ller,0.0,2021-12-23t08:00:00.000,,,,,tlv,llbg,2021-12-23t09:00:00.000,2021-12-23t09:09:00.000,2021-12-23t09:05:00.000,2021-12-23t09:05:00.000,2021-12-23t09:05:00.000,israir airlines,,6.0,,0,1.88,1516,1014,35.0142,29.7272,0
arrival,scheduled,ltfj,0.0,2021-12-23t08:05:00.000,,,,,tlv,llbg,2021-12-23t09:10:00.000,,,,,pegasus,,0.0,,1,1.88,1516,1014,29.3092,40.8983,0
arrival,landed,lbsf,27.0,2021-12-23t06:40:00.000,2021-12-23t06:40:00.000,2021-12-23t07:06:00.000,2021-12-23t07:06:00.000,2021-12-23t07:06:00.000,tlv,llbg,2021-12-23t09:10:00.000,2021-12-23t09:10:00.000,2021-12-23t09:01:00.000,2021-12-23t09:01:00.000,2021-12-23t09:01:00.000,wizz air,,0.0,,0,1.88,1516,1014,23.4083,42.695,0
arrival,landed,kewr,17.0,2021-12-22t16:10:00.000,2021-12-22t16:34:00.000,2021-12-22t16:26:00.000,2021-12-22t16:26:00.000,2021-12-22t16:26:00.000,tlv,llbg,2021-12-23t09:20:00.000,2021-12-23t09:06:00.000,2021-12-23t09:07:00.000,2021-12-23t09:07:00.000,2021-12-23t09:07:00.000,united airlines,,0.0,,0,1.84,1418,924,-74.1687,40.6925,0
arrival,landed,omdb,38.0,2021-12-23t07:40:00.000,,2021-12-23t08:18:00.000,2021-12-23t08:18:00.000,2021-12-23t08:18:00.000,tlv,llbg,2021-12-23t09:30:00.000,2021-12-23t09:52:00.000,2021-12-23t09:56:00.000,2021-12-23t09:56:00.000,2021-12-23t09:56:00.000,emirates,fdb,26.0,,0,1.88,1516,1014,55.3644,25.2528,0
arrival,landed,omdb,38.0,2021-12-23t07:40:00.000,,2021-12-23t08:18:00.000,2021-12-23t08:18:00.000,2021-12-23t08:18:00.000,tlv,llbg,2021-12-23t09:30:00.000,2021-12-23t09:52:00.000,2021-12-23t09:56:00.000,2021-12-23t09:56:00.000,2021-12-23t09:56:00.000,flydubai,,26.0,,0,1.88,1516,1014,55.3644,25.2528,0
arrival,landed,kjfk,37.0,2021-12-22t15:55:00.000,2021-12-22t16:04:00.000,2021-12-22t16:32:00.000,2021-12-22t16:32:00.000,2021-12-22t16:32:00.000,tlv,llbg,2021-12-23t09:35:00.000,2021-12-23t09:32:00.000,2021-12-23t09:33:00.000,2021-12-23t09:33:00.000,2021-12-23t09:33:00.000,delta air lines,,0.0,,0,1.84,1418,924,-73.7787,40.6399,0
arrival,landed,lhbp,22.0,2021-12-23t05:40:00.000,2021-12-23t05:40:00.000,2021-12-23t06:01:00.000,2021-12-23t06:01:00.000,2021-12-23t06:01:00.000,tlv,llbg,2021-12-23t09:55:00.000,2021-12-23t09:45:00.000,2021-12-23t09:43:00.000,2021-12-23t09:43:00.000,2021-12-23t09:43:00.000,wizz air,,0.0,,0,1.88,1516,1014,19.2619,47.4394,0
arrival,landed,omaa,13.0,2021-12-23t08:35:00.000,2021-12-23t08:51:00.000,2021-12-23t08:47:00.000,2021-12-23t08:47:00.000,2021-12-23t08:47:00.000,tlv,llbg,2021-12-23t10:00:00.000,2021-12-23t10:24:00.000,2021-12-23t10:30:00.000,2021-12-23t10:30:00.000,2021-12-23t10:30:00.000,el al,etd,30.0,,0,1.88,1516,1014,54.6511,24.4331,0
arrival,landed,omaa,13.0,2021-12-23t08:35:00.000,2021-12-23t08:51:00.000,2021-12-23t08:47:00.000,2021-12-23t08:47:00.000,2021-12-23t08:47:00.000,tlv,llbg,2021-12-23t10:00:00.000,2021-12-23t10:24:00.000,2021-12-23t10:30:00.000,2021-12-23t10:30:00.000,2021-12-23t10:30:00.000,etihad airways,,30.0,,0,1.88,1516,1014,54.6511,24.4331,0
arrival,landed,lhbp,24.0,2021-12-23t05:45:00.000,2021-12-23t05:45:00.000,2021-12-23t06:09:00.000,2021-12-23t06:09:00.000,2021-12-23t06:09:00.000,tlv,llbg,2021-12-23t10:05:00.000,2021-12-23t09:47:00.000,2021-12-23t09:48:00.000,2021-12-23t09:48:00.000,2021-12-23t09:48:00.000,ryanair,,0.0,,0,1.88,1516,1014,19.2619,47.4394,0
arrival,landed,loww,22.0,2021-12-23t05:45:00.000,2021-12-23t05:45:00.000,2021-12-23t06:07:00.000,2021-12-23t06:07:00.000,2021-12-23t06:07:00.000,tlv,llbg,2021-12-23t10:05:00.000,2021-12-23t09:55:00.000,2021-12-23t09:58:00.000,2021-12-23t09:58:00.000,2021-12-23t09:58:00.000,wizz air,,0.0,,0,1.88,1516,1014,16.5697,48.1103,0
arrival,landed,loww,30.0,2021-12-23t05:45:00.000,2021-12-23t05:47:00.000,2021-12-23t06:14:00.000,2021-12-23t06:14:00.000,2021-12-23t06:14:00.000,tlv,llbg,2021-12-23t10:15:00.000,2021-12-23t10:07:00.000,2021-12-23t10:08:00.000,2021-12-23t10:08:00.000,2021-12-23t10:08:00.000,ryanair,,0.0,,0,1.88,1516,1014,16.5697,48.1103,0
arrival,landed,lirf,16.0,2021-12-23t06:00:00.000,2021-12-23t06:00:00.000,2021-12-23t06:15:00.000,2021-12-23t06:15:00.000,2021-12-23t06:15:00.000,tlv,llbg,2021-12-23t10:25:00.000,2021-12-23t10:02:00.000,2021-12-23t10:05:00.000,2021-12-23t10:05:00.000,2021-12-23t10:05:00.000,ryanair,,0.0,,0,1.88,1516,1014,12.2389,41.8003,0
arrival,landed,uuee,27.0,2021-12-23t07:00:00.000,2021-12-23t07:00:00.000,2021-12-23t07:27:00.000,2021-12-23t07:27:00.000,2021-12-23t07:27:00.000,tlv,llbg,2021-12-23t10:25:00.000,2021-12-23t10:18:00.000,2021-12-23t10:22:00.000,2021-12-23t10:22:00.000,2021-12-23t10:22:00.000,aeroflot,,0.0,c6,0,1.88,1516,1014,37.4131,55.9725,0
arrival,landed,lime,10.0,2021-12-23t05:45:00.000,2021-12-23t05:45:00.000,2021-12-23t05:55:00.000,2021-12-23t05:55:00.000,2021-12-23t05:55:00.000,tlv,llbg,2021-12-23t10:30:00.000,2021-12-23t10:10:00.000,2021-12-23t10:12:00.000,2021-12-23t10:12:00.000,2021-12-23t10:12:00.000,ryanair,,0.0,,0,1.88,1516,1014,9.7003,45.6689,0
arrival,landed,epkk,11.0,2021-12-23t06:20:00.000,2021-12-23t06:20:00.000,2021-12-23t06:30:00.000,2021-12-23t06:30:00.000,2021-12-23t06:30:00.000,tlv,llbg,2021-12-23t10:45:00.000,2021-12-23t10:22:00.000,2021-12-23t10:24:00.000,2021-12-23t10:24:00.000,2021-12-23t10:24:00.000,ryanair,,0.0,,0,1.88,1516,1014,19.7847,50.0778,0
arrival,landed,ubbb,11.0,2021-12-23t09:30:00.000,,2021-12-23t09:40:00.000,2021-12-23t09:40:00.000,2021-12-23t09:40:00.000,tlv,llbg,2021-12-23t10:55:00.000,2021-12-23t10:43:00.000,2021-12-23t10:49:00.000,2021-12-23t10:49:00.000,2021-12-23t10:49:00.000,azal azerbaijan airlines,,0.0,,0,1.88,1516,1014,50.0514,40.4697,0
arrival,landed,loww,28.0,2021-12-23t06:35:00.000,,2021-12-23t07:02:00.000,2021-12-23t07:02:00.000,2021-12-23t07:02:00.000,tlv,llbg,2021-12-23t10:55:00.000,2021-12-23t10:57:00.000,2021-12-23t10:54:00.000,2021-12-23t10:54:00.000,2021-12-23t10:54:00.000,asl airlines belgium,,0.0,,0,1.88,1516,1014,16.5697,48.1103,0
arrival,landed,eddb,15.0,2021-12-23t06:15:00.000,2021-12-23t06:15:00.000,2021-12-23t06:29:00.000,2021-12-23t06:29:00.000,2021-12-23t06:29:00.000,tlv,llbg,2021-12-23t11:20:00.000,2021-12-23t11:00:00.000,2021-12-23t11:01:00.000,2021-12-23t11:01:00.000,2021-12-23t11:01:00.000,ryanair,,0.0,,0,1.88,1516,1014,13.5007,52.3622,0
arrival,landed,limc,23.0,2021-12-23t06:30:00.000,2021-12-23t06:30:00.000,2021-12-23t06:52:00.000,2021-12-23t06:52:00.000,2021-12-23t06:52:00.000,tlv,llbg,2021-12-23t11:20:00.000,2021-12-23t11:10:00.000,2021-12-23t11:15:00.000,2021-12-23t11:15:00.000,2021-12-23t11:15:00.000,wizz air,,0.0,,0,1.88,1516,1014,8.7231,45.63,0
arrival,landed,lsgg,13.0,2021-12-23t06:20:00.000,2021-12-23t06:20:00.000,2021-12-23t06:33:00.000,2021-12-23t06:33:00.000,2021-12-23t06:33:00.000,tlv,llbg,2021-12-23t11:25:00.000,2021-12-23t11:12:00.000,2021-12-23t11:20:00.000,2021-12-23t11:20:00.000,2021-12-23t11:20:00.000,easyjet,,0.0,,0,1.88,1516,1014,6.1094,46.2383,0
arrival,landed,omdb,27.0,2021-12-23t09:50:00.000,2021-12-23t09:50:00.000,2021-12-23t10:17:00.000,2021-12-23t10:17:00.000,2021-12-23t10:17:00.000,tlv,llbg,2021-12-23t11:40:00.000,2021-12-23t12:03:00.000,2021-12-23t12:14:00.000,2021-12-23t12:14:00.000,2021-12-23t12:14:00.000,emirates,fdb,35.0,,0,1.88,1516,1014,55.3644,25.2528,0
arrival,landed,omdb,27.0,2021-12-23t09:50:00.000,2021-12-23t09:50:00.000,2021-12-23t10:17:00.000,2021-12-23t10:17:00.000,2021-12-23t10:17:00.000,tlv,llbg,2021-12-23t11:40:00.000,2021-12-23t12:03:00.000,2021-12-23t12:14:00.000,2021-12-23t12:14:00.000,2021-12-23t12:14:00.000,flydubai,,35.0,,0,1.88,1516,1014,55.3644,25.2528,0
arrival,scheduled,lcph,0.0,2021-12-23t10:35:00.000,,,,,tlv,llbg,2021-12-23t11:40:00.000,,,,,tus airways,,0.0,,0,1.88,1516,1014,32.485,34.7183,0
