,type,status,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,codeshared.airline.icaoCode,arrival.delay,arrival.baggage,Bad_Weather_today,R,new_sick_per_day,avg_for_7_days,longitude,latitude,cancel
503,arrival,landed,lirf,23,2021-12-07t10:10:00.000,2021-12-07t10:10:00.000,2021-12-07t10:33:00.000,2021-12-07t10:33:00.000,2021-12-07t10:33:00.000,tlv,llbg,2021-12-07t14:30:00.000,2021-12-07t14:26:00.000,2021-12-07t14:26:00.000,2021-12-07t14:26:00.000,2021-12-07t14:26:00.000,el al,,0,,0,1.11,813,524,12.2389,41.8003,0
504,arrival,landed,egll,22,2021-12-07t07:45:00.000,2021-12-07t07:55:00.000,2021-12-07t08:06:00.000,2021-12-07t08:06:00.000,2021-12-07t08:06:00.000,tlv,llbg,2021-12-07t14:35:00.000,2021-12-07t14:15:00.000,2021-12-07t14:18:00.000,2021-12-07t14:18:00.000,2021-12-07t14:18:00.000,british airways,,0,,0,1.11,813,524,-0.4614,51.4775,0
505,arrival,cancelled,ltai,0,2021-12-07t14:05:00.000,2021-12-07t14:05:00.000,,,,tlv,llbg,2021-12-07t14:35:00.000,,,,,pegasus,,0,,0,1.11,813,524,30.7928,36.9003,1
506,arrival,landed,lhbp,0,2021-12-07t10:45:00.000,2021-12-07t10:45:00.000,2021-12-07t10:41:00.000,2021-12-07t10:41:00.000,2021-12-07t10:41:00.000,tlv,llbg,2021-12-07t14:55:00.000,2021-12-07t14:45:00.000,2021-12-07t14:48:00.000,2021-12-07t14:48:00.000,2021-12-07t14:48:00.000,el al,,0,,0,1.11,813,524,19.2619,47.4394,0
507,arrival,landed,ltfj,26,2021-12-07t13:50:00.000,2021-12-07t13:50:00.000,2021-12-07t14:15:00.000,2021-12-07t14:15:00.000,2021-12-07t14:15:00.000,tlv,llbg,2021-12-07t14:55:00.000,2021-12-07t15:05:00.000,2021-12-07t15:10:00.000,2021-12-07t15:10:00.000,2021-12-07t15:10:00.000,pegasus,,15,,0,1.11,813,524,29.3092,40.8983,0
508,arrival,landed,eddf,17,2021-12-07t10:10:00.000,2021-12-07t10:10:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,tlv,llbg,2021-12-07t15:15:00.000,2021-12-07t15:07:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,air canada,dlh,0,,0,1.11,813,524,8.5705,50.0333,0
509,arrival,landed,eddf,17,2021-12-07t10:10:00.000,2021-12-07t10:10:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,tlv,llbg,2021-12-07t15:15:00.000,2021-12-07t15:07:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,ana,dlh,0,,0,1.11,813,524,8.5705,50.0333,0
510,arrival,landed,eddf,17,2021-12-07t10:10:00.000,2021-12-07t10:10:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,tlv,llbg,2021-12-07t15:15:00.000,2021-12-07t15:07:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,brussels airlines,dlh,0,,0,1.11,813,524,8.5705,50.0333,0
511,arrival,landed,eddf,17,2021-12-07t10:10:00.000,2021-12-07t10:10:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,tlv,llbg,2021-12-07t15:15:00.000,2021-12-07t15:07:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,united airlines,dlh,0,,0,1.11,813,524,8.5705,50.0333,0
512,arrival,landed,eddf,17,2021-12-07t10:10:00.000,2021-12-07t10:10:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,2021-12-07t10:26:00.000,tlv,llbg,2021-12-07t15:15:00.000,2021-12-07t15:07:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,2021-12-07t15:13:00.000,lufthansa,,0,,0,1.11,813,524,8.5705,50.0333,0
513,arrival,scheduled,lkpr,84,2021-12-07t11:00:00.000,2021-12-07t12:05:00.000,2021-12-07t12:23:00.000,2021-12-07t12:23:00.000,2021-12-07t12:23:00.000,tlv,llbg,2021-12-07t15:35:00.000,2021-12-07t16:58:00.000,,,,israir airlines,,83,141,0,1.11,813,524,14.26,50.1008,0
514,arrival,landed,eblg,24,2021-12-07t10:45:00.000,2021-12-07t11:11:00.000,2021-12-07t11:08:00.000,2021-12-07t11:08:00.000,2021-12-07t11:08:00.000,tlv,llbg,2021-12-07t15:55:00.000,2021-12-07t16:05:00.000,2021-12-07t16:08:00.000,2021-12-07t16:08:00.000,2021-12-07t16:08:00.000,el al,,14,,0,1.11,813,524,5.4428,50.6364,0
515,arrival,landed,limc,12,2021-12-07t11:15:00.000,2021-12-07t11:15:00.000,2021-12-07t11:27:00.000,2021-12-07t11:27:00.000,2021-12-07t11:27:00.000,tlv,llbg,2021-12-07t16:00:00.000,2021-12-07t15:50:00.000,2021-12-07t15:56:00.000,2021-12-07t15:56:00.000,2021-12-07t15:56:00.000,american airlines,ely,0,,0,1.11,813,524,8.7231,45.63,0
516,arrival,landed,limc,12,2021-12-07t11:15:00.000,2021-12-07t11:15:00.000,2021-12-07t11:27:00.000,2021-12-07t11:27:00.000,2021-12-07t11:27:00.000,tlv,llbg,2021-12-07t16:00:00.000,2021-12-07t15:50:00.000,2021-12-07t15:56:00.000,2021-12-07t15:56:00.000,2021-12-07t15:56:00.000,el al,,0,,0,1.11,813,524,8.7231,45.63,0
517,arrival,landed,omdb,22,2021-12-07t14:15:00.000,2021-12-07t14:15:00.000,2021-12-07t14:36:00.000,2021-12-07t14:36:00.000,2021-12-07t14:36:00.000,tlv,llbg,2021-12-07t16:05:00.000,2021-12-07t15:46:00.000,2021-12-07t15:49:00.000,2021-12-07t15:49:00.000,2021-12-07t15:49:00.000,israir airlines,,0,,0,1.11,813,524,55.3644,25.2528,0
518,arrival,scheduled,kewr,106,2021-12-06t23:05:00.000,2021-12-07t00:14:00.000,2021-12-07t00:50:00.000,2021-12-07t00:50:00.000,2021-12-07t00:50:00.000,tlv,llbg,2021-12-07t16:20:00.000,2021-12-07t17:16:00.000,,,,united airlines,,57,,0,1.07,739,518,-74.1687,40.6925,0
519,arrival,landed,lebl,18,2021-12-07t11:20:00.000,2021-12-07t10:58:00.000,2021-12-07t11:38:00.000,2021-12-07t11:38:00.000,2021-12-07t11:38:00.000,tlv,llbg,2021-12-07t16:30:00.000,2021-12-07t16:24:00.000,2021-12-07t16:24:00.000,2021-12-07t16:24:00.000,2021-12-07t16:24:00.000,arkia israeli airlines,,0,,0,1.11,813,524,2.0783,41.2969,0
520,arrival,landed,lfpo,48,2021-12-07t11:00:00.000,2021-12-07t11:00:00.000,2021-12-07t11:47:00.000,2021-12-07t11:47:00.000,2021-12-07t11:47:00.000,tlv,llbg,2021-12-07t16:45:00.000,2021-12-07t16:46:00.000,2021-12-07t16:51:00.000,2021-12-07t16:51:00.000,2021-12-07t16:51:00.000,transavia france,,7,,0,1.11,813,524,2.3794,48.7233,0
521,arrival,landed,evra,22,2021-12-07t12:50:00.000,2021-12-07t13:05:00.000,2021-12-07t13:11:00.000,2021-12-07t13:11:00.000,2021-12-07t13:11:00.000,tlv,llbg,2021-12-07t17:00:00.000,2021-12-07t17:17:00.000,2021-12-07t17:13:00.000,2021-12-07t17:13:00.000,2021-12-07t17:13:00.000,air baltic,,13,,0,1.11,813,524,23.9711,56.9236,0
522,arrival,landed,kjfk,17,2021-12-06t23:50:00.000,2021-12-06t23:50:00.000,2021-12-07t00:06:00.000,2021-12-07t00:06:00.000,2021-12-07t00:06:00.000,tlv,llbg,2021-12-07t17:10:00.000,2021-12-07t16:29:00.000,2021-12-07t16:35:00.000,2021-12-07t16:35:00.000,2021-12-07t16:35:00.000,aeromexico,ely,0,,0,1.07,739,518,-73.7787,40.6399,0
523,arrival,landed,kjfk,17,2021-12-06t23:50:00.000,2021-12-06t23:50:00.000,2021-12-07t00:06:00.000,2021-12-07t00:06:00.000,2021-12-07t00:06:00.000,tlv,llbg,2021-12-07t17:10:00.000,2021-12-07t16:29:00.000,2021-12-07t16:35:00.000,2021-12-07t16:35:00.000,2021-12-07t16:35:00.000,aerolineas argentinas,ely,0,,0,1.07,739,518,-73.7787,40.6399,0
524,arrival,landed,kjfk,17,2021-12-06t23:50:00.000,2021-12-06t23:50:00.000,2021-12-07t00:06:00.000,2021-12-07t00:06:00.000,2021-12-07t00:06:00.000,tlv,llbg,2021-12-07t17:10:00.000,2021-12-07t16:29:00.000,2021-12-07t16:35:00.000,2021-12-07t16:35:00.000,2021-12-07t16:35:00.000,el al,,0,,0,1.07,739,518,-73.7787,40.6399,0
525,arrival,landed,lebl,15,2021-12-07t12:00:00.000,2021-12-07t11:56:00.000,2021-12-07t12:15:00.000,2021-12-07t12:15:00.000,2021-12-07t12:15:00.000,tlv,llbg,2021-12-07t17:10:00.000,2021-12-07t17:00:00.000,2021-12-07t17:01:00.000,2021-12-07t17:01:00.000,2021-12-07t17:01:00.000,iberia,vlg,0,,0,1.11,813,524,2.0783,41.2969,0
526,arrival,landed,lebl,15,2021-12-07t12:00:00.000,2021-12-07t11:56:00.000,2021-12-07t12:15:00.000,2021-12-07t12:15:00.000,2021-12-07t12:15:00.000,tlv,llbg,2021-12-07t17:10:00.000,2021-12-07t17:00:00.000,2021-12-07t17:01:00.000,2021-12-07t17:01:00.000,2021-12-07t17:01:00.000,vueling,,0,,0,1.11,813,524,2.0783,41.2969,0
527,arrival,landed,kjfk,61,2021-12-06t23:55:00.000,2021-12-07t01:00:00.000,2021-12-07t00:55:00.000,2021-12-07t00:55:00.000,2021-12-07t00:55:00.000,tlv,llbg,2021-12-07t17:15:00.000,2021-12-07t17:35:00.000,2021-12-07t17:35:00.000,2021-12-07t17:35:00.000,2021-12-07t17:35:00.000,jetblue airways,aal,21,,0,1.07,739,518,-73.7787,40.6399,0
528,arrival,landed,kjfk,61,2021-12-06t23:55:00.000,2021-12-07t01:00:00.000,2021-12-07t00:55:00.000,2021-12-07t00:55:00.000,2021-12-07t00:55:00.000,tlv,llbg,2021-12-07t17:15:00.000,2021-12-07t17:35:00.000,2021-12-07t17:35:00.000,2021-12-07t17:35:00.000,2021-12-07t17:35:00.000,american airlines,,21,,0,1.07,739,518,-73.7787,40.6399,0
529,arrival,landed,kjfk,12,2021-12-06t23:45:00.000,2021-12-07t00:02:00.000,2021-12-06t23:56:00.000,2021-12-06t23:56:00.000,2021-12-06t23:56:00.000,tlv,llbg,2021-12-07t17:20:00.000,2021-12-07t16:42:00.000,2021-12-07t16:44:00.000,2021-12-07t16:44:00.000,2021-12-07t16:44:00.000,delta air lines,,0,,0,1.07,739,518,-73.7787,40.6399,0
530,arrival,scheduled,ltba,0,2021-12-07t16:15:00.000,,,,,tlv,llbg,2021-12-07t17:20:00.000,,,,,turkish airlines,,0,,0,1.11,813,524,28.8142,40.9761,0
531,arrival,landed,loww,9,2021-12-07t13:20:00.000,2021-12-07t13:19:00.000,2021-12-07t13:28:00.000,2021-12-07t13:28:00.000,2021-12-07t13:28:00.000,tlv,llbg,2021-12-07t17:45:00.000,2021-12-07t17:28:00.000,2021-12-07t17:30:00.000,2021-12-07t17:30:00.000,2021-12-07t17:30:00.000,austrian,,0,,0,1.11,813,524,16.5697,48.1103,0
532,arrival,landed,omdb,50,2021-12-07t16:00:00.000,2021-12-07t16:00:00.000,2021-12-07t16:49:00.000,2021-12-07t16:49:00.000,2021-12-07t16:49:00.000,tlv,llbg,2021-12-07t17:50:00.000,2021-12-07t18:10:00.000,2021-12-07t18:11:00.000,2021-12-07t18:11:00.000,2021-12-07t18:11:00.000,israir airlines,,22,,0,1.11,813,524,55.3644,25.2528,0
533,arrival,landed,eddb,21,2021-12-07t13:05:00.000,2021-12-07t13:05:00.000,2021-12-07t13:26:00.000,2021-12-07t13:26:00.000,2021-12-07t13:26:00.000,tlv,llbg,2021-12-07t18:05:00.000,2021-12-07t18:16:00.000,2021-12-07t18:20:00.000,2021-12-07t18:20:00.000,2021-12-07t18:20:00.000,ryanair,,15,,0,1.11,813,524,13.5007,52.3622,0
534,arrival,landed,ugtb,20,2021-12-07t17:30:00.000,2021-12-07t17:30:00.000,2021-12-07t17:49:00.000,2021-12-07t17:49:00.000,2021-12-07t17:49:00.000,tlv,llbg,2021-12-07t18:10:00.000,2021-12-07t18:30:00.000,2021-12-07t18:30:00.000,2021-12-07t18:30:00.000,2021-12-07t18:30:00.000,aircompany armenia,tgz,20,,0,1.11,813,524,44.9547,41.6692,0
535,arrival,landed,ugtb,20,2021-12-07t17:30:00.000,2021-12-07t17:30:00.000,2021-12-07t17:49:00.000,2021-12-07t17:49:00.000,2021-12-07t17:49:00.000,tlv,llbg,2021-12-07t18:10:00.000,2021-12-07t18:30:00.000,2021-12-07t18:30:00.000,2021-12-07t18:30:00.000,2021-12-07t18:30:00.000,georgian airways,,20,,0,1.11,813,524,44.9547,41.6692,0
536,arrival,landed,uttt,38,2021-12-07t16:05:00.000,2021-12-07t16:05:00.000,2021-12-07t16:43:00.000,2021-12-07t16:43:00.000,2021-12-07t16:43:00.000,tlv,llbg,2021-12-07t18:35:00.000,2021-12-07t18:57:00.000,2021-12-07t18:57:00.000,2021-12-07t18:57:00.000,2021-12-07t18:57:00.000,uzbekistan airways,,23,,0,1.11,813,524,69.2817,41.2567,0
537,arrival,landed,eggw,10,2021-12-07t11:40:00.000,2021-12-07t11:40:00.000,2021-12-07t11:50:00.000,2021-12-07t11:50:00.000,2021-12-07t11:50:00.000,tlv,llbg,2021-12-07t18:40:00.000,2021-12-07t18:14:00.000,2021-12-07t18:17:00.000,2021-12-07t18:17:00.000,2021-12-07t18:17:00.000,easyjet,,0,,0,1.11,813,524,-0.3683,51.8747,0
538,arrival,landed,lgav,7,2021-12-07t16:40:00.000,2021-12-07t16:40:00.000,2021-12-07t16:47:00.000,2021-12-07t16:47:00.000,2021-12-07t16:47:00.000,tlv,llbg,2021-12-07t18:40:00.000,2021-12-07t18:26:00.000,2021-12-07t18:26:00.000,2021-12-07t18:26:00.000,2021-12-07t18:26:00.000,israir airlines,,0,,0,1.11,813,524,23.9445,37.9367,0
539,arrival,landed,omdb,13,2021-12-07t17:00:00.000,,2021-12-07t17:13:00.000,2021-12-07t17:13:00.000,2021-12-07t17:13:00.000,tlv,llbg,2021-12-07t18:45:00.000,2021-12-07t18:31:00.000,2021-12-07t18:33:00.000,2021-12-07t18:33:00.000,2021-12-07t18:33:00.000,el al,,0,,0,1.11,813,524,55.3644,25.2528,0
540,arrival,landed,eham,25,2021-12-07t13:30:00.000,2021-12-07t13:30:00.000,2021-12-07t13:54:00.000,2021-12-07t13:54:00.000,2021-12-07t13:54:00.000,tlv,llbg,2021-12-07t19:05:00.000,2021-12-07t19:02:00.000,2021-12-07t19:04:00.000,2021-12-07t19:04:00.000,2021-12-07t19:04:00.000,transavia,,0,,0,1.11,813,524,4.7642,52.3081,0
541,arrival,landed,lgav,16,2021-12-07t17:20:00.000,2021-12-07t17:20:00.000,2021-12-07t17:35:00.000,2021-12-07t17:35:00.000,2021-12-07t17:35:00.000,tlv,llbg,2021-12-07t19:20:00.000,2021-12-07t19:12:00.000,2021-12-07t19:12:00.000,2021-12-07t19:12:00.000,2021-12-07t19:12:00.000,bulgaria air,aee,0,,0,1.11,813,524,23.9445,37.9367,0
542,arrival,landed,lgav,16,2021-12-07t17:20:00.000,2021-12-07t17:20:00.000,2021-12-07t17:35:00.000,2021-12-07t17:35:00.000,2021-12-07t17:35:00.000,tlv,llbg,2021-12-07t19:20:00.000,2021-12-07t19:12:00.000,2021-12-07t19:12:00.000,2021-12-07t19:12:00.000,2021-12-07t19:12:00.000,aegean airlines,,0,,0,1.11,813,524,23.9445,37.9367,0
543,arrival,landed,ltfm,44,2021-12-07t18:25:00.000,2021-12-07t18:35:00.000,2021-12-07t19:09:00.000,2021-12-07t19:09:00.000,2021-12-07t19:09:00.000,tlv,llbg,2021-12-07t19:25:00.000,2021-12-07t19:51:00.000,2021-12-07t19:52:00.000,2021-12-07t19:52:00.000,2021-12-07t19:52:00.000,air serbia,thy,28,,0,1.11,813,524,28.7519,41.2753,0
544,arrival,landed,ltfm,44,2021-12-07t18:25:00.000,2021-12-07t18:35:00.000,2021-12-07t19:09:00.000,2021-12-07t19:09:00.000,2021-12-07t19:09:00.000,tlv,llbg,2021-12-07t19:25:00.000,2021-12-07t19:51:00.000,2021-12-07t19:52:00.000,2021-12-07t19:52:00.000,2021-12-07t19:52:00.000,turkish airlines,,28,,0,1.11,813,524,28.7519,41.2753,0
545,arrival,landed,lfml,8,2021-12-07t14:30:00.000,2021-12-07t14:30:00.000,2021-12-07t14:38:00.000,2021-12-07t14:38:00.000,2021-12-07t14:38:00.000,tlv,llbg,2021-12-07t19:30:00.000,2021-12-07t19:09:00.000,2021-12-07t19:09:00.000,2021-12-07t19:09:00.000,2021-12-07t19:09:00.000,ryanair,,0,,0,1.11,813,524,5.215,43.4367,0
546,arrival,landed,lirf,23,2021-12-07t15:05:00.000,2021-12-07t15:05:00.000,2021-12-07t15:27:00.000,2021-12-07t15:27:00.000,2021-12-07t15:27:00.000,tlv,llbg,2021-12-07t19:30:00.000,2021-12-07t19:20:00.000,2021-12-07t19:20:00.000,2021-12-07t19:20:00.000,2021-12-07t19:20:00.000,ryanair,,0,,0,1.11,813,524,12.2389,41.8003,0
547,arrival,landed,omdb,13,2021-12-07t18:00:00.000,2021-12-07t18:16:00.000,2021-12-07t18:13:00.000,2021-12-07t18:13:00.000,2021-12-07t18:13:00.000,tlv,llbg,2021-12-07t19:45:00.000,2021-12-07t19:21:00.000,2021-12-07t19:24:00.000,2021-12-07t19:24:00.000,2021-12-07t19:24:00.000,el al,,0,,0,1.11,813,524,55.3644,25.2528,0
548,arrival,landed,lfmn,20,2021-12-07t14:55:00.000,2021-12-07t14:55:00.000,2021-12-07t15:15:00.000,2021-12-07t15:15:00.000,2021-12-07t15:15:00.000,tlv,llbg,2021-12-07t19:45:00.000,2021-12-07t19:34:00.000,2021-12-07t19:36:00.000,2021-12-07t19:36:00.000,2021-12-07t19:36:00.000,easyjet,,0,,0,1.11,813,524,7.215,43.6653,0
549,arrival,scheduled,lhbp,0,2021-12-07t15:35:00.000,,,,,tlv,llbg,2021-12-07t19:45:00.000,,,,,blue bird airways,,0,,0,1.11,813,524,19.2619,47.4394,0
550,arrival,landed,lirn,20,2021-12-07t15:35:00.000,2021-12-07t15:35:00.000,2021-12-07t15:54:00.000,2021-12-07t15:54:00.000,2021-12-07t15:54:00.000,tlv,llbg,2021-12-07t19:50:00.000,2021-12-07t19:30:00.000,2021-12-07t19:28:00.000,2021-12-07t19:28:00.000,2021-12-07t19:28:00.000,ryanair,,0,,0,1.11,813,524,14.2908,40.8844,0
551,arrival,landed,lfpg,15,2021-12-07t14:45:00.000,2021-12-07t15:02:00.000,2021-12-07t15:00:00.000,2021-12-07t15:00:00.000,2021-12-07t15:00:00.000,tlv,llbg,2021-12-07t20:00:00.000,2021-12-07t19:42:00.000,2021-12-07t19:40:00.000,2021-12-07t19:40:00.000,2021-12-07t19:40:00.000,american airlines,ely,0,,0,1.11,813,524,2.5478,49.0097,0
552,arrival,landed,lfpg,15,2021-12-07t14:45:00.000,2021-12-07t15:02:00.000,2021-12-07t15:00:00.000,2021-12-07t15:00:00.000,2021-12-07t15:00:00.000,tlv,llbg,2021-12-07t20:00:00.000,2021-12-07t19:42:00.000,2021-12-07t19:40:00.000,2021-12-07t19:40:00.000,2021-12-07t19:40:00.000,el al,,0,,0,1.11,813,524,2.5478,49.0097,0
553,arrival,landed,lhbp,13,2021-12-07t15:55:00.000,2021-12-07t15:55:00.000,2021-12-07t16:08:00.000,2021-12-07t16:08:00.000,2021-12-07t16:08:00.000,tlv,llbg,2021-12-07t20:15:00.000,2021-12-07t20:08:00.000,2021-12-07t20:09:00.000,2021-12-07t20:09:00.000,2021-12-07t20:09:00.000,ryanair,,0,,0,1.11,813,524,19.2619,47.4394,0
554,arrival,landed,lcph,17,2021-12-07t19:40:00.000,2021-12-07t19:40:00.000,2021-12-07t19:56:00.000,2021-12-07t19:56:00.000,2021-12-07t19:56:00.000,tlv,llbg,2021-12-07t20:45:00.000,2021-12-07t20:40:00.000,2021-12-07t20:39:00.000,2021-12-07t20:39:00.000,2021-12-07t20:39:00.000,ryanair,,0,,0,1.11,813,524,32.485,34.7183,0
555,arrival,scheduled,eggw,0,2021-12-07t13:55:00.000,2021-12-07t13:55:00.000,,,,tlv,llbg,2021-12-07t20:55:00.000,,,,,wizz air uk,,0,,0,1.11,813,524,-0.3683,51.8747,0
556,arrival,landed,egll,17,2021-12-07t14:20:00.000,2021-12-07t14:44:00.000,2021-12-07t14:37:00.000,2021-12-07t14:37:00.000,2021-12-07t14:37:00.000,tlv,llbg,2021-12-07t21:05:00.000,2021-12-07t20:42:00.000,2021-12-07t20:42:00.000,2021-12-07t20:42:00.000,2021-12-07t20:42:00.000,american airlines,ely,0,,0,1.11,813,524,-0.4614,51.4775,0
557,arrival,landed,egll,17,2021-12-07t14:20:00.000,2021-12-07t14:44:00.000,2021-12-07t14:37:00.000,2021-12-07t14:37:00.000,2021-12-07t14:37:00.000,tlv,llbg,2021-12-07t21:05:00.000,2021-12-07t20:42:00.000,2021-12-07t20:42:00.000,2021-12-07t20:42:00.000,2021-12-07t20:42:00.000,el al,,0,,0,1.11,813,524,-0.4614,51.4775,0
558,arrival,landed,lrop,7,2021-12-07t18:35:00.000,2021-12-07t18:35:00.000,2021-12-07t18:42:00.000,2021-12-07t18:42:00.000,2021-12-07t18:42:00.000,tlv,llbg,2021-12-07t21:10:00.000,2021-12-07t21:06:00.000,2021-12-07t21:07:00.000,2021-12-07t21:07:00.000,2021-12-07t21:07:00.000,ryanair,,0,,0,1.11,813,524,26.085,44.5711,0
559,arrival,landed,omdb,13,2021-12-07t19:30:00.000,2021-12-07t19:45:00.000,2021-12-07t19:42:00.000,2021-12-07t19:42:00.000,2021-12-07t19:42:00.000,tlv,llbg,2021-12-07t21:15:00.000,2021-12-07t20:51:00.000,2021-12-07t20:55:00.000,2021-12-07t20:55:00.000,2021-12-07t20:55:00.000,el al,,0,,0,1.11,813,524,55.3644,25.2528,0
560,arrival,landed,vidp,22,2021-12-07t17:20:00.000,2021-12-07t17:20:00.000,2021-12-07t17:41:00.000,2021-12-07t17:41:00.000,2021-12-07t17:41:00.000,tlv,llbg,2021-12-07t21:25:00.000,2021-12-07t21:15:00.000,2021-12-07t21:21:00.000,2021-12-07t21:21:00.000,2021-12-07t21:21:00.000,air india,,0,,0,1.11,813,524,77.1122,28.5686,0
561,arrival,landed,ltfj,45,2021-12-07t20:20:00.000,2021-12-07t20:20:00.000,2021-12-07t21:05:00.000,2021-12-07t21:05:00.000,2021-12-07t21:05:00.000,tlv,llbg,2021-12-07t21:25:00.000,2021-12-07t21:47:00.000,2021-12-07t21:49:00.000,2021-12-07t21:49:00.000,2021-12-07t21:49:00.000,pegasus,,24,,0,1.11,813,524,29.3092,40.8983,0
562,arrival,landed,eddf,3,2021-12-07t16:55:00.000,2021-12-07t16:55:00.000,2021-12-07t16:58:00.000,2021-12-07t16:58:00.000,2021-12-07t16:58:00.000,tlv,llbg,2021-12-07t21:45:00.000,2021-12-07t21:23:00.000,2021-12-07t21:25:00.000,2021-12-07t21:25:00.000,2021-12-07t21:25:00.000,lufthansa,,0,,0,1.11,813,524,8.5705,50.0333,0
563,arrival,landed,ltfj,23,2021-12-07t21:00:00.000,2021-12-07t21:07:00.000,2021-12-07t21:22:00.000,2021-12-07t21:22:00.000,2021-12-07t21:22:00.000,tlv,llbg,2021-12-07t22:00:00.000,2021-12-07t22:09:00.000,2021-12-07t22:07:00.000,2021-12-07t22:07:00.000,2021-12-07t22:07:00.000,turkish airlines,,7,,0,1.11,813,524,29.3092,40.8983,0
564,arrival,landed,vhhh,0,2021-12-06t19:55:00.000,,2021-12-06t19:44:00.000,2021-12-06t19:44:00.000,2021-12-06t19:44:00.000,tlv,llbg,2021-12-07t02:01:00.000,2021-12-07t00:50:00.000,2021-12-07t00:48:00.000,2021-12-07t00:48:00.000,2021-12-07t00:48:00.000,challenge airlines,,0,,0,1.07,739,518,113.9147,22.3089,0
565,arrival,landed,omdb,50,2021-12-07t20:35:00.000,,2021-12-07t21:24:00.000,2021-12-07t21:24:00.000,2021-12-07t21:24:00.000,tlv,llbg,2021-12-07t22:25:00.000,2021-12-07t22:45:00.000,2021-12-07t22:46:00.000,2021-12-07t22:46:00.000,2021-12-07t22:46:00.000,israir airlines,,21,,0,1.11,813,524,55.3644,25.2528,0
566,arrival,landed,omdb,22,2021-12-07t20:50:00.000,2021-12-07t21:05:00.000,2021-12-07t21:11:00.000,2021-12-07t21:11:00.000,2021-12-07t21:11:00.000,tlv,llbg,2021-12-07t22:35:00.000,2021-12-07t22:29:00.000,2021-12-07t22:29:00.000,2021-12-07t22:29:00.000,2021-12-07t22:29:00.000,el al,,0,,0,1.11,813,524,55.3644,25.2528,0
567,arrival,landed,ltfm,24,2021-12-07t21:30:00.000,2021-12-07t21:30:00.000,2021-12-07t21:54:00.000,2021-12-07t21:54:00.000,2021-12-07t21:54:00.000,tlv,llbg,2021-12-07t22:35:00.000,2021-12-07t22:37:00.000,2021-12-07t22:42:00.000,2021-12-07t22:42:00.000,2021-12-07t22:42:00.000,air serbia,thy,8,,0,1.11,813,524,28.7519,41.2753,0
568,arrival,landed,ltfm,24,2021-12-07t21:30:00.000,2021-12-07t21:30:00.000,2021-12-07t21:54:00.000,2021-12-07t21:54:00.000,2021-12-07t21:54:00.000,tlv,llbg,2021-12-07t22:35:00.000,2021-12-07t22:37:00.000,2021-12-07t22:42:00.000,2021-12-07t22:42:00.000,2021-12-07t22:42:00.000,turkish airlines,,8,,0,1.11,813,524,28.7519,41.2753,0
569,arrival,landed,omdb,0,2021-12-07t22:50:00.000,,2021-12-07t22:44:00.000,2021-12-07t22:44:00.000,2021-12-07t22:44:00.000,tlv,llbg,2021-12-07t23:55:00.000,2021-12-07t23:51:00.000,2021-12-07t23:53:00.000,2021-12-07t23:53:00.000,2021-12-07t23:53:00.000,arkia israeli airlines,,0,,0,1.11,813,524,55.3644,25.2528,0
570,arrival,landed,omdb,43,2021-12-07t20:55:00.000,2021-12-07t20:55:00.000,2021-12-07t21:37:00.000,2021-12-07t21:37:00.000,2021-12-07t21:37:00.000,tlv,llbg,2021-12-07t22:45:00.000,2021-12-07t22:54:00.000,2021-12-07t22:59:00.000,2021-12-07t22:59:00.000,2021-12-07t22:59:00.000,emirates,fdb,14,,0,1.11,813,524,55.3644,25.2528,0
571,arrival,landed,omdb,43,2021-12-07t20:55:00.000,2021-12-07t20:55:00.000,2021-12-07t21:37:00.000,2021-12-07t21:37:00.000,2021-12-07t21:37:00.000,tlv,llbg,2021-12-07t22:45:00.000,2021-12-07t22:54:00.000,2021-12-07t22:59:00.000,2021-12-07t22:59:00.000,2021-12-07t22:59:00.000,flydubai,,14,,0,1.11,813,524,55.3644,25.2528,0
