,type,status,departure.icaoCode,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,airline.name,codeshared.airline.icaoCode,arrival.delay,arrival.baggage,Bad_Weather_today,R,new_sick_per_day,avg_for_7_days,longitude,latitude,cancel
4575,departure,active,llbg,10,2021-12-08t01:00:00.000,2021-12-08t00:50:00.000,2021-12-08t01:10:00.000,2021-12-08t01:10:00.000,2021-12-08t01:10:00.000,ist,ltfm,2021-12-08t04:20:00.000,2021-12-08t03:57:00.000,,,,air serbia,thy,0,,0,1.14,715,558,34.8856,32.0094,0
4576,departure,active,llbg,10,2021-12-08t01:00:00.000,2021-12-08t00:50:00.000,2021-12-08t01:10:00.000,2021-12-08t01:10:00.000,2021-12-08t01:10:00.000,ist,ltfm,2021-12-08t04:20:00.000,2021-12-08t03:57:00.000,,,,turkish airlines,,0,,0,1.14,715,558,34.8856,32.0094,0
4577,departure,active,llbg,12,2021-12-08t01:05:00.000,2021-12-08t01:15:00.000,2021-12-08t01:16:00.000,2021-12-08t01:16:00.000,2021-12-08t01:16:00.000,lax,klax,2021-12-08t06:00:00.000,2021-12-08t05:39:00.000,,,,aeromexico,ely,0,,0,1.14,715,558,34.8856,32.0094,0
4578,departure,active,llbg,12,2021-12-08t01:05:00.000,2021-12-08t01:15:00.000,2021-12-08t01:16:00.000,2021-12-08t01:16:00.000,2021-12-08t01:16:00.000,lax,klax,2021-12-08t06:00:00.000,2021-12-08t05:39:00.000,,,,el al,,0,,0,1.14,715,558,34.8856,32.0094,0
4579,departure,active,llbg,13,2021-12-08t01:20:00.000,2021-12-08t01:20:00.000,2021-12-08t01:33:00.000,2021-12-08t01:33:00.000,2021-12-08t01:33:00.000,dnk,ukdd,2021-12-08t04:30:00.000,2021-12-08t04:05:00.000,,,,uia,,0,,0,1.14,715,558,34.8856,32.0094,0
4580,departure,active,llbg,2,2021-12-07t11:00:00.000,2021-12-07t11:00:00.000,2021-12-07t11:01:00.000,2021-12-07t11:01:00.000,2021-12-07t11:01:00.000,ktt,efkt,2021-12-07t16:30:00.000,2021-12-07t16:00:00.000,,,,international jet management,,0,,0,1.11,813,524,34.8856,32.0094,0
4581,departure,cancelled,llbg,15,2021-12-07t06:00:00.000,2021-12-07t06:15:00.000,,,,zrh,lszh,2021-12-07t09:06:00.000,,,,,helvetic airways,,0,,0,1.11,813,524,34.8856,32.0094,1
4582,departure,active,llbg,40,2021-12-07t06:00:00.000,2021-12-07t06:30:00.000,2021-12-07t06:40:00.000,2021-12-07t06:40:00.000,2021-12-07t06:40:00.000,zrh,lszh,2021-12-07t09:07:00.000,2021-12-07t09:58:00.000,,,,helvetic airways,,52,,0,1.11,813,524,34.8856,32.0094,0
4583,departure,cancelled,llbg,15,2021-12-07t20:00:00.000,2021-12-07t20:15:00.000,,,,lca,lclk,2021-12-07t20:50:00.000,,,,,air hamburg,,0,,0,1.11,813,524,34.8856,32.0094,1
4584,departure,active,llbg,26,2021-12-07t11:00:00.000,2021-12-07t11:15:00.000,2021-12-07t11:25:00.000,2021-12-07t11:25:00.000,2021-12-07t11:25:00.000,dme,uudd,2021-12-07t15:50:00.000,2021-12-07t15:36:00.000,,,,volga-dnepr,,0,,0,1.11,813,524,34.8856,32.0094,0
4585,departure,active,llbg,0,2021-12-07t17:45:00.000,2021-12-07t17:45:00.000,,,,dxb,omdb,2021-12-07t22:55:00.000,,,,,el al,,0,,0,1.11,813,524,34.8856,32.0094,0
4586,departure,cancelled,llbg,0,2021-12-07t21:25:00.000,,,,,isl,ltba,2021-12-07t23:25:00.000,,,,,turkish airlines,,0,,0,1.11,813,524,34.8856,32.0094,1
4587,departure,active,llbg,15,2021-12-07t15:20:00.000,2021-12-07t15:35:00.000,,,,bru,ebbr,2021-12-07t18:54:00.000,,,,,eat leipzig,,0,,0,1.11,813,524,34.8856,32.0094,0
4588,departure,active,llbg,36,2021-12-07t15:00:00.000,2021-12-07t15:15:00.000,2021-12-07t15:35:00.000,2021-12-07t15:35:00.000,2021-12-07t15:35:00.000,cgn,eddk,2021-12-07t18:13:00.000,2021-12-07t18:42:00.000,,,,fedex,,29,,0,1.11,813,524,34.8856,32.0094,0
4589,departure,active,llbg,15,2021-12-07t12:59:00.000,,2021-12-07t13:13:00.000,2021-12-07t13:13:00.000,2021-12-07t13:13:00.000,dxb,omdb,2021-12-07t18:03:00.000,2021-12-07t17:52:00.000,,,,el al,,0,,0,1.11,813,524,34.8856,32.0094,0
4590,departure,active,llbg,10,2021-12-07t15:20:00.000,,2021-12-07t15:30:00.000,2021-12-07t15:30:00.000,2021-12-07t15:30:00.000,bru,ebbr,2021-12-07t18:54:00.000,2021-12-07t19:01:00.000,,,,dhl air,,8,,0,1.11,813,524,34.8856,32.0094,0
4591,departure,active,llbg,15,2021-12-07t23:00:00.000,2021-12-07t23:15:00.000,,,,dwc,omdw,2021-12-08t03:43:00.000,,,,,air atlanta icelandic,,0,,0,1.11,813,524,34.8856,32.0094,0
4592,departure,active,llbg,15,2021-12-07t20:20:00.000,2021-12-07t20:35:00.000,,,,lej,eddp,2021-12-07t23:21:00.000,,,,,eat leipzig,,0,,0,1.11,813,524,34.8856,32.0094,0
4593,departure,active,llbg,15,2021-12-07t21:12:00.000,2021-12-07t21:27:00.000,2021-12-07t21:26:00.000,2021-12-07t21:26:00.000,2021-12-07t21:26:00.000,cgn,eddk,2021-12-08t00:42:00.000,2021-12-08t00:42:00.000,,,,ups airlines,,1,,0,1.11,813,524,34.8856,32.0094,0
4594,departure,active,llbg,4,2021-12-07t19:00:00.000,2021-12-07t19:15:00.000,2021-12-07t19:03:00.000,2021-12-07t19:03:00.000,2021-12-07t19:03:00.000,lca,lclk,2021-12-07t19:50:00.000,2021-12-07t19:36:00.000,2021-12-07t19:42:00.000,2021-12-07t19:42:00.000,2021-12-07t19:42:00.000,air hamburg,,0,,0,1.11,813,524,34.8856,32.0094,0
4595,departure,active,llbg,15,2021-12-07t21:00:00.000,2021-12-07t21:15:00.000,,,,lgg,eblg,2021-12-08t00:10:00.000,,,,,c.a.l. cargo airlines,,0,,0,1.11,813,524,34.8856,32.0094,0
4596,departure,active,llbg,8,2021-12-07t20:20:00.000,,2021-12-07t20:28:00.000,2021-12-07t20:28:00.000,2021-12-07t20:28:00.000,lej,eddp,2021-12-07t23:21:00.000,2021-12-07t23:26:00.000,,,,dhl air,,5,,0,1.11,813,524,34.8856,32.0094,0
4597,departure,active,llbg,15,2021-12-08t00:00:00.000,2021-12-08t00:15:00.000,,,,gyd,ubbb,2021-12-08t04:35:00.000,,,,,silk way west,,0,,0,1.14,715,558,34.8856,32.0094,0
4598,departure,active,llbg,0,2021-12-07t21:00:00.000,,,,,lgg,eblg,2021-12-08t00:10:00.000,,,,,challenge airlines,,0,,0,1.11,813,524,34.8856,32.0094,0
4599,departure,active,llbg,35,2021-12-07t21:45:00.000,,2021-12-07t22:20:00.000,2021-12-07t22:20:00.000,2021-12-07t22:20:00.000,ltn,eggw,2021-12-08t01:15:00.000,2021-12-08t01:14:00.000,,,,wizz air,,0,,0,1.11,813,524,34.8856,32.0094,0
4600,departure,active,llbg,16,2021-12-08t05:15:00.000,,2021-12-08t05:31:00.000,2021-12-08t05:31:00.000,2021-12-08t05:31:00.000,fco,lirf,2021-12-08t08:00:00.000,2021-12-08t07:45:00.000,,,,italia trasporto aereo,,0,4,0,1.14,715,558,34.8856,32.0094,0
4601,departure,active,llbg,20,2021-12-08t05:15:00.000,2021-12-08t05:39:00.000,2021-12-08t05:35:00.000,2021-12-08t05:35:00.000,2021-12-08t05:35:00.000,ams,eham,2021-12-08t09:15:00.000,2021-12-08t09:02:00.000,,,,air france,klm,0,,0,1.14,715,558,34.8856,32.0094,0
4602,departure,active,llbg,20,2021-12-08t05:15:00.000,2021-12-08t05:39:00.000,2021-12-08t05:35:00.000,2021-12-08t05:35:00.000,2021-12-08t05:35:00.000,ams,eham,2021-12-08t09:15:00.000,2021-12-08t09:02:00.000,,,,delta air lines,klm,0,,0,1.14,715,558,34.8856,32.0094,0
4603,departure,active,llbg,20,2021-12-08t05:15:00.000,2021-12-08t05:39:00.000,2021-12-08t05:35:00.000,2021-12-08t05:35:00.000,2021-12-08t05:35:00.000,ams,eham,2021-12-08t09:15:00.000,2021-12-08t09:02:00.000,,,,kenya airways,klm,0,,0,1.14,715,558,34.8856,32.0094,0
4604,departure,active,llbg,20,2021-12-08t05:15:00.000,2021-12-08t05:39:00.000,2021-12-08t05:35:00.000,2021-12-08t05:35:00.000,2021-12-08t05:35:00.000,ams,eham,2021-12-08t09:15:00.000,2021-12-08t09:02:00.000,,,,klm,,0,,0,1.14,715,558,34.8856,32.0094,0
4605,departure,active,llbg,13,2021-12-08t05:20:00.000,,2021-12-08t05:33:00.000,2021-12-08t05:33:00.000,2021-12-08t05:33:00.000,fra,eddf,2021-12-08t09:00:00.000,2021-12-08t08:36:00.000,,,,air canada,dlh,0,,0,1.14,715,558,34.8856,32.0094,0
4606,departure,active,llbg,13,2021-12-08t05:20:00.000,,2021-12-08t05:33:00.000,2021-12-08t05:33:00.000,2021-12-08t05:33:00.000,fra,eddf,2021-12-08t09:00:00.000,2021-12-08t08:36:00.000,,,,ana,dlh,0,,0,1.14,715,558,34.8856,32.0094,0
4607,departure,active,llbg,13,2021-12-08t05:20:00.000,,2021-12-08t05:33:00.000,2021-12-08t05:33:00.000,2021-12-08t05:33:00.000,fra,eddf,2021-12-08t09:00:00.000,2021-12-08t08:36:00.000,,,,united airlines,dlh,0,,0,1.14,715,558,34.8856,32.0094,0
4608,departure,active,llbg,13,2021-12-08t05:20:00.000,,2021-12-08t05:33:00.000,2021-12-08t05:33:00.000,2021-12-08t05:33:00.000,fra,eddf,2021-12-08t09:00:00.000,2021-12-08t08:36:00.000,,,,lufthansa,,0,,0,1.14,715,558,34.8856,32.0094,0
4609,departure,active,llbg,17,2021-12-08t05:20:00.000,2021-12-08t05:20:00.000,2021-12-08t05:37:00.000,2021-12-08t05:37:00.000,2021-12-08t05:37:00.000,waw,epwa,2021-12-08t08:25:00.000,2021-12-08t08:06:00.000,,,,lot - polish airlines,,0,5,0,1.14,715,558,34.8856,32.0094,0
4610,departure,active,llbg,21,2021-12-08t05:20:00.000,2021-12-08t06:30:00.000,2021-12-08t05:41:00.000,2021-12-08t05:41:00.000,2021-12-08t05:41:00.000,saw,ltfj,2021-12-08t08:40:00.000,2021-12-08t08:26:00.000,,,,turkish airlines,,0,,0,1.14,715,558,34.8856,32.0094,0
4611,departure,active,llbg,17,2021-12-08t05:30:00.000,2021-12-08t05:30:00.000,2021-12-08t05:46:00.000,2021-12-08t05:46:00.000,2021-12-08t05:46:00.000,saw,ltfj,2021-12-08t08:45:00.000,2021-12-08t08:26:00.000,,,,pegasus,,0,,0,1.14,715,558,34.8856,32.0094,0
4612,departure,active,llbg,9,2021-12-08t05:30:00.000,2021-12-08t05:30:00.000,2021-12-08t05:39:00.000,2021-12-08t05:39:00.000,2021-12-08t05:39:00.000,kbp,ukbb,2021-12-08t08:40:00.000,2021-12-08t08:26:00.000,,,,uia,,0,,0,1.14,715,558,34.8856,32.0094,0
4613,departure,active,llbg,8,2021-12-08t05:35:00.000,2021-12-08t05:35:00.000,2021-12-08t05:43:00.000,2021-12-08t05:43:00.000,2021-12-08t05:43:00.000,prg,lkpr,2021-12-08t08:40:00.000,2021-12-08t08:19:00.000,,,,csa,tvs,0,12,0,1.14,715,558,34.8856,32.0094,0
4614,departure,active,llbg,8,2021-12-08t05:35:00.000,2021-12-08t05:35:00.000,2021-12-08t05:43:00.000,2021-12-08t05:43:00.000,2021-12-08t05:43:00.000,prg,lkpr,2021-12-08t08:40:00.000,2021-12-08t08:19:00.000,,,,smartwings,,0,12,0,1.14,715,558,34.8856,32.0094,0
4615,departure,active,llbg,10,2021-12-08t06:00:00.000,2021-12-08t06:00:00.000,2021-12-08t06:09:00.000,2021-12-08t06:09:00.000,2021-12-08t06:09:00.000,muc,eddm,2021-12-08t09:15:00.000,2021-12-08t08:49:00.000,,,,american airlines,ely,0,,0,1.14,715,558,34.8856,32.0094,0
4616,departure,active,llbg,10,2021-12-08t06:00:00.000,2021-12-08t06:00:00.000,2021-12-08t06:09:00.000,2021-12-08t06:09:00.000,2021-12-08t06:09:00.000,muc,eddm,2021-12-08t09:15:00.000,2021-12-08t08:49:00.000,,,,el al,,0,,0,1.14,715,558,34.8856,32.0094,0
4617,departure,active,llbg,0,2021-12-08t06:15:00.000,,,,,dxb,omdb,2021-12-08t12:20:00.000,,,,,arkia israeli airlines,,0,,0,1.14,715,558,34.8856,32.0094,0
4618,departure,active,llbg,7,2021-12-08t06:15:00.000,2021-12-08t06:15:00.000,2021-12-08t06:22:00.000,2021-12-08t06:22:00.000,2021-12-08t06:22:00.000,dxb,omdb,2021-12-08t11:25:00.000,2021-12-08t10:58:00.000,,,,el al,,0,,0,1.14,715,558,34.8856,32.0094,0
4619,departure,active,llbg,0,2021-12-08t06:15:00.000,2021-12-08t05:58:00.000,2021-12-08t06:14:00.000,2021-12-08t06:14:00.000,2021-12-08t06:14:00.000,vie,loww,2021-12-08t09:00:00.000,2021-12-08t08:28:00.000,,,,austrian,,0,,0,1.14,715,558,34.8856,32.0094,0
4620,departure,active,llbg,24,2021-12-08t06:30:00.000,2021-12-08t07:04:00.000,2021-12-08t06:54:00.000,2021-12-08t06:54:00.000,2021-12-08t06:54:00.000,kbp,ukbb,2021-12-08t09:55:00.000,2021-12-08t09:45:00.000,,,,el al,,0,,0,1.14,715,558,34.8856,32.0094,0
4621,departure,active,llbg,0,2021-12-08t06:40:00.000,,2021-12-08t06:31:00.000,2021-12-08t06:31:00.000,2021-12-08t06:31:00.000,etm,ller,2021-12-08t07:40:00.000,2021-12-08t07:17:00.000,,,,israir airlines,,0,,0,1.14,715,558,34.8856,32.0094,0
4622,departure,active,llbg,14,2021-12-08t06:50:00.000,2021-12-08t06:50:00.000,2021-12-08t07:04:00.000,2021-12-08t07:04:00.000,2021-12-08t07:04:00.000,mxp,limc,2021-12-08t10:05:00.000,2021-12-08t09:46:00.000,,,,american airlines,ely,0,9,0,1.14,715,558,34.8856,32.0094,0
4623,departure,active,llbg,14,2021-12-08t06:50:00.000,2021-12-08t06:50:00.000,2021-12-08t07:04:00.000,2021-12-08t07:04:00.000,2021-12-08t07:04:00.000,mxp,limc,2021-12-08t10:05:00.000,2021-12-08t09:46:00.000,,,,el al,,0,9,0,1.14,715,558,34.8856,32.0094,0
4624,departure,active,llbg,35,2021-12-08t06:55:00.000,2021-12-08t06:55:00.000,2021-12-08t07:29:00.000,2021-12-08t07:29:00.000,2021-12-08t07:29:00.000,prg,lkpr,2021-12-08t10:00:00.000,2021-12-08t10:16:00.000,,,,israir airlines,,17,13,0,1.14,715,558,34.8856,32.0094,0
4625,departure,active,llbg,8,2021-12-08t07:00:00.000,,2021-12-08t07:07:00.000,2021-12-08t07:07:00.000,2021-12-08t07:07:00.000,muc,eddm,2021-12-08t10:10:00.000,2021-12-08t09:51:00.000,,,,brussels airlines,dlh,0,,0,1.14,715,558,34.8856,32.0094,0
4626,departure,active,llbg,8,2021-12-08t07:00:00.000,,2021-12-08t07:07:00.000,2021-12-08t07:07:00.000,2021-12-08t07:07:00.000,muc,eddm,2021-12-08t10:10:00.000,2021-12-08t09:51:00.000,,,,united airlines,dlh,0,,0,1.14,715,558,34.8856,32.0094,0
4627,departure,active,llbg,8,2021-12-08t07:00:00.000,,2021-12-08t07:07:00.000,2021-12-08t07:07:00.000,2021-12-08t07:07:00.000,muc,eddm,2021-12-08t10:10:00.000,2021-12-08t09:51:00.000,,,,lufthansa,,0,,0,1.14,715,558,34.8856,32.0094,0
4628,departure,active,llbg,8,2021-12-08t07:05:00.000,2021-12-08t07:26:00.000,2021-12-08t07:13:00.000,2021-12-08t07:13:00.000,2021-12-08t07:13:00.000,bud,lhbp,2021-12-08t09:35:00.000,2021-12-08t09:10:00.000,,,,el al,,0,,0,1.14,715,558,34.8856,32.0094,0
4629,departure,active,llbg,0,2021-12-08t07:10:00.000,2021-12-08t07:10:00.000,,,,dxb,omdb,2021-12-08t12:45:00.000,,,,,israir airlines,,0,,0,1.14,715,558,34.8856,32.0094,0
4630,departure,active,llbg,15,2021-12-08t07:20:00.000,2021-12-08t07:20:00.000,2021-12-08t07:35:00.000,2021-12-08t07:35:00.000,2021-12-08t07:35:00.000,saw,ltfj,2021-12-08t10:35:00.000,2021-12-08t10:15:00.000,,,,pegasus,,0,,0,1.14,715,558,34.8856,32.0094,0
4631,departure,active,llbg,16,2021-12-08t07:25:00.000,2021-12-08t07:15:00.000,2021-12-08t07:40:00.000,2021-12-08t07:40:00.000,2021-12-08t07:40:00.000,ist,ltfm,2021-12-08t10:45:00.000,2021-12-08t10:32:00.000,,,,turkish airlines,,0,,0,1.14,715,558,34.8856,32.0094,0
4632,departure,active,llbg,8,2021-12-08t07:35:00.000,,2021-12-08t07:42:00.000,2021-12-08t07:42:00.000,2021-12-08t07:42:00.000,zrh,lszh,2021-12-08t10:55:00.000,2021-12-08t10:33:00.000,,,,el al,swr,0,,0,1.14,715,558,34.8856,32.0094,0
4633,departure,active,llbg,8,2021-12-08t07:35:00.000,,2021-12-08t07:42:00.000,2021-12-08t07:42:00.000,2021-12-08t07:42:00.000,zrh,lszh,2021-12-08t10:55:00.000,2021-12-08t10:33:00.000,,,,swiss,,0,,0,1.14,715,558,34.8856,32.0094,0
4634,departure,active,llbg,18,2021-12-08t07:45:00.000,,2021-12-08t08:02:00.000,2021-12-08t08:02:00.000,2021-12-08t08:02:00.000,bus,ugsb,2021-12-08t12:00:00.000,2021-12-08t11:53:00.000,,,,israir airlines,,0,,0,1.14,715,558,34.8856,32.0094,0
4635,departure,active,llbg,0,2021-12-08t08:00:00.000,,,,,prg,lkpr,2021-12-08t11:00:00.000,,,,,blue bird airways,,0,12,0,1.14,715,558,34.8856,32.0094,0
4636,departure,active,llbg,11,2021-12-08t08:10:00.000,,2021-12-08t08:21:00.000,2021-12-08t08:21:00.000,2021-12-08t08:21:00.000,fco,lirf,2021-12-08t11:00:00.000,2021-12-08t10:33:00.000,,,,american airlines,ely,0,11,0,1.14,715,558,34.8856,32.0094,0
4637,departure,active,llbg,11,2021-12-08t08:10:00.000,,2021-12-08t08:21:00.000,2021-12-08t08:21:00.000,2021-12-08t08:21:00.000,fco,lirf,2021-12-08t11:00:00.000,2021-12-08t10:33:00.000,,,,tap air portugal,ely,0,11,0,1.14,715,558,34.8856,32.0094,0
4638,departure,active,llbg,11,2021-12-08t08:10:00.000,,2021-12-08t08:21:00.000,2021-12-08t08:21:00.000,2021-12-08t08:21:00.000,fco,lirf,2021-12-08t11:00:00.000,2021-12-08t10:33:00.000,,,,el al,,0,11,0,1.14,715,558,34.8856,32.0094,0
4639,departure,active,llbg,12,2021-12-08t08:55:00.000,2021-12-08t08:55:00.000,2021-12-08t09:06:00.000,2021-12-08t09:06:00.000,2021-12-08t09:06:00.000,pfo,lcph,2021-12-08t10:05:00.000,2021-12-08t10:00:00.000,,,,ryanair,,0,,0,1.14,715,558,34.8856,32.0094,0
4640,departure,active,llbg,16,2021-12-08t09:00:00.000,2021-12-08t09:00:00.000,2021-12-08t09:15:00.000,2021-12-08t09:15:00.000,2021-12-08t09:15:00.000,cdg,lfpg,2021-12-08t13:00:00.000,2021-12-08t12:31:00.000,,,,el al,,0,6,0,1.14,715,558,34.8856,32.0094,0
4641,departure,active,llbg,0,2021-12-08t09:00:00.000,,,,,ams,eham,2021-12-08t12:25:00.000,,,,,israir airlines,,0,,0,1.14,715,558,34.8856,32.0094,0
4642,departure,active,llbg,8,2021-12-08t09:05:00.000,2021-12-08t09:05:00.000,2021-12-08t09:13:00.000,2021-12-08t09:13:00.000,2021-12-08t09:13:00.000,lhr,egll,2021-12-08t12:35:00.000,2021-12-08t11:44:00.000,,,,american airlines,ely,0,,0,1.14,715,558,34.8856,32.0094,0
4643,departure,active,llbg,8,2021-12-08t09:05:00.000,2021-12-08t09:05:00.000,2021-12-08t09:13:00.000,2021-12-08t09:13:00.000,2021-12-08t09:13:00.000,lhr,egll,2021-12-08t12:35:00.000,2021-12-08t11:44:00.000,,,,aeromexico,ely,0,,0,1.14,715,558,34.8856,32.0094,0
4644,departure,active,llbg,8,2021-12-08t09:05:00.000,2021-12-08t09:05:00.000,2021-12-08t09:13:00.000,2021-12-08t09:13:00.000,2021-12-08t09:13:00.000,lhr,egll,2021-12-08t12:35:00.000,2021-12-08t11:44:00.000,,,,el al,,0,,0,1.14,715,558,34.8856,32.0094,0
4645,departure,active,llbg,0,2021-12-08t09:10:00.000,2021-12-08t09:10:00.000,,,,fco,lirf,2021-12-08t11:55:00.000,,,,,israir airlines,,0,3,0,1.14,715,558,34.8856,32.0094,0
4646,departure,active,llbg,13,2021-12-08t09:20:00.000,2021-12-08t09:20:00.000,2021-12-08t09:33:00.000,2021-12-08t09:33:00.000,2021-12-08t09:33:00.000,lca,lclk,2021-12-08t10:25:00.000,2021-12-08t10:14:00.000,,,,tus airways,,0,,0,1.14,715,558,34.8856,32.0094,0
4647,departure,active,llbg,11,2021-12-08t09:25:00.000,2021-12-08t09:25:00.000,2021-12-08t09:35:00.000,2021-12-08t09:35:00.000,2021-12-08t09:35:00.000,saw,ltfj,2021-12-08t12:40:00.000,2021-12-08t12:21:00.000,,,,turkish airlines,,0,,0,1.14,715,558,34.8856,32.0094,0
4648,departure,active,llbg,0,2021-12-08t09:25:00.000,,,,,otp,lrop,2021-12-08t12:20:00.000,,,,,wizz air,,0,,0,1.14,715,558,34.8856,32.0094,0
4649,departure,active,llbg,0,2021-12-08t10:10:00.000,2021-12-08t10:10:00.000,,,,saw,ltfj,2021-12-08t13:25:00.000,,,,,pegasus,,0,,0,1.14,715,558,34.8856,32.0094,0
4650,departure,active,llbg,18,2021-12-08t10:10:00.000,,2021-12-08t10:28:00.000,2021-12-08t10:28:00.000,2021-12-08t10:28:00.000,ber,eddb,2021-12-08t13:35:00.000,2021-12-08t13:28:00.000,,,,israir airlines,,0,a2,0,1.14,715,558,34.8856,32.0094,0
4651,departure,active,llbg,50,2021-12-08t10:20:00.000,2021-12-08t10:40:00.000,2021-12-08t11:09:00.000,2021-12-08t11:09:00.000,2021-12-08t11:09:00.000,ist,ltfm,2021-12-08t13:40:00.000,2021-12-08t14:03:00.000,,,,air serbia,thy,23,,0,1.14,715,558,34.8856,32.0094,0
4652,departure,active,llbg,50,2021-12-08t10:20:00.000,2021-12-08t10:40:00.000,2021-12-08t11:09:00.000,2021-12-08t11:09:00.000,2021-12-08t11:09:00.000,ist,ltfm,2021-12-08t13:40:00.000,2021-12-08t14:03:00.000,,,,turkish airlines,,23,,0,1.14,715,558,34.8856,32.0094,0
4653,departure,active,llbg,21,2021-12-08t10:25:00.000,2021-12-08t10:25:00.000,2021-12-08t10:46:00.000,2021-12-08t10:46:00.000,2021-12-08t10:46:00.000,sof,lbsf,2021-12-08t13:10:00.000,2021-12-08t13:14:00.000,,,,ryanair,,4,,0,1.14,715,558,34.8856,32.0094,0
4654,departure,active,llbg,37,2021-12-08t10:25:00.000,2021-12-08t10:25:00.000,2021-12-08t11:02:00.000,2021-12-08t11:02:00.000,2021-12-08t11:02:00.000,dxb,omdb,2021-12-08t16:00:00.000,2021-12-08t16:18:00.000,,,,israir airlines,,18,,0,1.14,715,558,34.8856,32.0094,0
4655,departure,active,llbg,26,2021-12-08t10:30:00.000,2021-12-08t10:30:00.000,2021-12-08t10:56:00.000,2021-12-08t10:56:00.000,2021-12-08t10:56:00.000,dxb,omdb,2021-12-08t15:35:00.000,2021-12-08t15:37:00.000,,,,emirates,fdb,3,,0,1.14,715,558,34.8856,32.0094,0
4656,departure,active,llbg,26,2021-12-08t10:30:00.000,2021-12-08t10:30:00.000,2021-12-08t10:56:00.000,2021-12-08t10:56:00.000,2021-12-08t10:56:00.000,dxb,omdb,2021-12-08t15:35:00.000,2021-12-08t15:37:00.000,,,,flydubai,,3,,0,1.14,715,558,34.8856,32.0094,0
4657,departure,active,llbg,9,2021-12-08t10:35:00.000,2021-12-08t10:35:00.000,2021-12-08t10:44:00.000,2021-12-08t10:44:00.000,2021-12-08t10:44:00.000,skg,lgts,2021-12-08t13:00:00.000,2021-12-08t12:50:00.000,,,,aegean airlines,,0,,0,1.14,715,558,34.8856,32.0094,0
4658,departure,active,llbg,0,2021-12-08t10:35:00.000,,,,,dxb,omdb,2021-12-08t15:45:00.000,,,,,el al,,0,,0,1.14,715,558,34.8856,32.0094,0
4659,departure,active,llbg,27,2021-12-08t10:55:00.000,2021-12-08t10:55:00.000,2021-12-08t11:22:00.000,2021-12-08t11:22:00.000,2021-12-08t11:22:00.000,bud,lhbp,2021-12-08t13:30:00.000,2021-12-08t13:30:00.000,,,,wizz air,,1,,0,1.14,715,558,34.8856,32.0094,0
4660,departure,active,llbg,13,2021-12-08t11:20:00.000,2021-12-08t11:20:00.000,2021-12-08t11:32:00.000,2021-12-08t11:32:00.000,2021-12-08t11:32:00.000,vie,loww,2021-12-08t14:10:00.000,2021-12-08t13:58:00.000,,,,ryanair,,0,,0,1.14,715,558,34.8856,32.0094,0
4661,departure,active,llbg,23,2021-12-08t11:20:00.000,2021-12-08t11:20:00.000,2021-12-08t11:42:00.000,2021-12-08t11:42:00.000,2021-12-08t11:42:00.000,vie,loww,2021-12-08t14:15:00.000,2021-12-08t14:07:00.000,,,,wizz air,,0,,0,1.14,715,558,34.8856,32.0094,0
4662,departure,active,llbg,9,2021-12-08t11:30:00.000,2021-12-08t11:20:00.000,2021-12-08t11:39:00.000,2021-12-08t11:39:00.000,2021-12-08t11:39:00.000,ewr,kewr,2021-12-08t16:30:00.000,2021-12-08t16:00:00.000,,,,united airlines,,0,11,0,1.14,715,558,34.8856,32.0094,0
4663,departure,active,llbg,12,2021-12-08t11:45:00.000,2021-12-08t11:45:00.000,2021-12-08t11:56:00.000,2021-12-08t11:56:00.000,2021-12-08t11:56:00.000,fco,lirf,2021-12-08t14:30:00.000,2021-12-08t14:17:00.000,,,,ryanair,,0,10,0,1.14,715,558,34.8856,32.0094,0
4664,departure,active,llbg,14,2021-12-08t12:00:00.000,2021-12-08t12:19:00.000,2021-12-08t12:14:00.000,2021-12-08t12:14:00.000,2021-12-08t12:14:00.000,yyz,cyyz,2021-12-08t17:00:00.000,2021-12-08t16:41:00.000,,,,air canada,,0,,0,1.14,715,558,34.8856,32.0094,0
4665,departure,active,llbg,16,2021-12-08t12:15:00.000,2021-12-08t12:15:00.000,2021-12-08t12:30:00.000,2021-12-08t12:30:00.000,2021-12-08t12:30:00.000,bgy,lime,2021-12-08t15:30:00.000,2021-12-08t15:17:00.000,,,,ryanair,,0,,0,1.14,715,558,34.8856,32.0094,0
4666,departure,active,llbg,37,2021-12-08t12:25:00.000,2021-12-08t12:25:00.000,2021-12-08t13:01:00.000,2021-12-08t13:01:00.000,2021-12-08t13:01:00.000,blq,lipe,2021-12-08t15:25:00.000,2021-12-08t15:38:00.000,,,,ryanair,,14,,0,1.14,715,558,34.8856,32.0094,0
4667,departure,active,llbg,21,2021-12-08t12:25:00.000,2021-12-08t12:25:00.000,2021-12-08t12:46:00.000,2021-12-08t12:46:00.000,2021-12-08t12:46:00.000,ber,eddb,2021-12-08t15:50:00.000,2021-12-08t15:49:00.000,,,,ryanair,,0,b2,0,1.14,715,558,34.8856,32.0094,0
